is_com,coherence,hand_IT
321,0,0,0.049582
322,0,0,0.0152
323,0,0,0.14626
324,0,0,0.28432
325,0,0,0.10716
326,0,0,0.17394
327,0,0,0.078941
328,0,0,0.045228
329,0,0,0.1222
330,1,0,0.063731
331,0,0,0.11487
332,0,0,0.39132
333,0,0,0.068526
334,1,0,0.10844
335,0,0,0.27402
336,0,0,0.038058
337,0,0,0.08456
338,1,0,0.12474
339,1,0,0.054198
340,0,0,0.050499
341,0,0,0.10117
342,0,0,0.075513
343,1,0,0.10972
344,0,0,0.049943
345,1,0,0.21202
346,1,0,0.039731
347,0,0,0.16905
348,1,0,0.20646
349,1,0,0.13761
350,0,0,0.25302
351,1,0,0.22849
352,0,0,0.066959
353,0,0,0.15038
354,0,0,0.30137
355,1,0,0.18322
356,1,0,0.31436
357,0,0,0.080818
358,0,0,0.091346
359,1,0,0.030021
360,0,0,0.13518
361,0,0,0.3722
362,0,0,0.10379
363,0,0,0.022569
364,0,0,0.24815
365,1,0,0.088864
366,1,0,0.35642
367,0,0,0.016401
368,1,0,0.061416
369,1,0,0.21486
370,0,0,0.2393
371,0,0,0.64629
372,0,0,0.021235
373,0,0,0.098228
374,1,0,0.14913
375,1,0,0.071502
376,0,0,0.081495
377,1,0,0.15505
378,0,0,0.1683
379,0,0,0.041435
380,0,0,0.25387
381,0,0,0.050506
382,0,0,0.082067
383,0,0,0.064626
384,0,0,0.27716
385,0,0,0.27885
386,0,0,0.050019
387,1,0,0.25826
388,1,0,0.12226
389,0,0,0.098429
390,0,0,0.3098
391,0,0,0.08508
392,1,0,0.060731
393,1,0,0.18756
394,0,0,0.14239
395,1,0,0.066118
396,0,0,0.46281
397,0,0,0.20629
398,0,0,0.33422
399,0,0,0.33565
400,0,0,0.34833
401,0,0,0.13725
402,0,0,0.094735
403,0,0,0.098933
404,0,0,0.12016
405,1,0,0.055221
406,1,0,0.24781
407,0,0,0.06837
408,1,0,0.31479
409,1,0,0.14216
410,0,0,0.053769
411,0,0,0.13978
412,0,0,0.10065
413,0,0,0.15071
414,0,0,0.08832
415,0,0,0.23354
416,1,0,0.06291
417,0,0,0.0072649
418,0,0,0.23753
419,0,0,0.13849
420,0,0,0.013679
421,1,0,0.22549
422,0,0,0.056304
423,0,0,0.14391
424,1,0,0.15197
425,0,0,0.14095
426,0,0,0.041901
427,1,0,0.023189
428,0,0,0.085209
429,0,0,0.24426
430,0,0,0.037936
431,0,0,0.17346
432,0,0,0.11427
433,1,0,0.30587
434,0,0,0.58
435,1,0,0.22953
436,0,0,0.4392
437,0,0,0.51554
438,0,0,0.31341
439,0,0,0.056427
440,0,0,0.090847
441,1,0,0.067027
442,0,0,0.16489
443,0,0,0.07643
444,0,0,0.086019
445,0,0,0.047249
446,1,0,0.23016
447,0,0,0.1896
448,1,0,0.27009
449,0,0,0.133
450,0,0,0.17959
451,0,0,0.083346
452,0,0,0.43714
453,0,0,0.1334
454,0,0,0.071819
455,0,0,0.17737
456,0,0,0.099258
457,0,0,0.064588
458,0,0,0.1205
459,0,0,0.086405
460,0,0,0.33289
461,0,0,0.030192
462,1,0,0.31295
463,0,0,0.08556
464,0,0,0.25987
465,0,0,0.099273
466,1,0,0.10847
467,1,0,0.05762
468,0,0,0.036981
469,0,0,0.036525
470,0,0,0.31687
471,1,0,0.14866
472,0,0,0.1664
473,0,0,0.027872
474,0,0,0.10036
475,0,0,0.10527
476,1,0,0.13407
477,0,0,0.096856
478,0,0,0.31514
479,0,0,0.17081
480,0,0,0.2089
481,0,0,0.073934
482,0,0,0.02297
483,0,0,0.29597
484,0,0,0.053554
485,1,0,0.069122
486,0,0,0.058691
487,0,0,0.30877
488,0,0,0.1423
489,1,0,0.18491
490,1,0,0.14953
491,0,0,0.083908
492,1,0,0.20244
493,0,0,0.056736
494,1,0,0.025106
495,0,0,0.24788
496,1,0,0.1762
497,0,0,0.10703
498,0,0,0.44649
499,1,0,0.2094
500,0,0,0.24091
501,0,0,0.27517
502,0,0,0.076
503,1,0,0.1763
504,0,0,0.64677
505,0,0,0.29161
506,0,0,0.073124
507,1,0,0.4894
508,1,0,0.16089
509,0,0,0.4392
510,0,0,0.052273
511,0,0,0.25165
512,0,0,0.24039
513,0,0,0.094292
514,1,0,0.26225
515,1,0,0.17214
516,0,0,0.11345
517,0,0,0.8168
518,0,0,0.20425
519,0,0,0.37886
520,1,0,0.073118
521,0,0,0.19438
522,0,0,0.10639
523,0,0,0.088304
524,0,0,0.10009
525,1,0,0.097135
526,0,0,0.022429
527,0,0,0.20274
528,0,0,0.095649
529,1,0,0.48029
530,0,0,0.067934
531,0,0,0.099782
532,0,0,0.16136
533,0,0,0.05242
534,1,0,0.15517
535,0,0,0.039827
536,0,0,0.15308
537,1,0,0.18799
538,0,0,0.19235
539,0,0,0.30587
540,1,0,0.17687
541,0,0,0.16046
542,0,0,0.18043
543,0,0,0.08901
544,0,0,0.021485
545,1,0,0.16117
546,0,0,0.016806
547,1,0,0.17103
548,0,0,0.34927
549,0,0,0.14664
550,0,0,0.056022
551,0,0,0.026466
552,0,0,0.03504
553,0,0,0.18472
554,0,0,0.10826
555,0,0,0.042822
556,0,0,0.23284
557,0,0,0.086879
558,1,0,0.40361
559,0,0,0.021133
560,0,0,0.24665
561,1,0,0.05122
562,0,0,0.084794
563,0,0,0.13737
564,0,0,0.21775
565,0,0,0.12645
566,0,0,0.086811
567,0,0,0.10856
568,1,0,0.24941
569,0,0,0.13959
570,0,0,0.064947
571,0,0,0.042822
572,0,0,0.20075
573,0,0,0.14629
574,0,0,0.067858
575,0,0,0.30206
576,1,0,0.051185
577,1,0,0.047424
578,0,0,0.038369
579,1,0,0.33105
580,1,0,0.071035
581,1,0,0.29058
582,0,0,0.29094
583,0,0,0.11822
584,0,0,0.13518
585,0,0,0.11747
586,0,0,0.12986
587,0,0,0.19178
588,0,0,0.14523
589,0,0,0.025881
590,1,0,0.2695
591,0,0,0.19116
592,0,0,0.085843
593,0,0,0.04205
594,0,0,0.12808
595,0,0,0.21817
596,0,0,0.24896
597,1,0,0.128
598,0,0,0.17432
599,1,0,0.40213
600,0,0,0.1225
601,0,0,0.41086
602,0,0,0.083343
603,0,0,0.15025
604,0,0,0.16273
605,0,0,0.065968
606,0,0,0.4208
607,0,0,0.14683
608,1,0,0.089967
609,0,0,0.1794
610,0,0,0.15567
611,0,0,0.28602
612,0,0,0.039738
613,0,0,0.083523
614,1,0,0.13045
615,0,0,0.29998
616,0,0,0.16774
617,0,0,0.11303
618,0,0,0.1032
619,0,0,0.021037
620,0,0,0.078509
621,0,0,0.059553
622,0,0,0.16702
623,0,0,0.11405
624,0,0,0.20473
625,0,0,0.18371
626,1,0,0.34687
627,0,0,0.17959
628,0,0,0.24586
629,0,0,0.09379
630,0,0,0.042677
631,0,0,0.096761
632,0,0,0.081621
633,0,0,0.017076
634,0,0,0.15241
635,0,0,0.15948
636,0,0,0.066751
637,1,0,0.37144
638,0,0,0.33892
639,0,0,0.071044
640,0,0,0.35005
641,1,0,0.29557
642,0,0,0.18508
643,0,0,0.25066
644,1,0,0.15863
645,1,0,0.22506
646,0,0,0.34233
647,0,0,0.27038
648,0,0,0.30661
649,0,0,0.1348
650,0,0,0.17836
651,0,0,0.1272
652,0,0,0.14994
653,0,0,0.35283
654,0,0,0.20424
655,0,0,0.056708
656,0,0,0.16857
657,0,0,0.10946
658,0,0,0.079703
659,0,0,0.52666
660,0,0,0.11382
661,0,0,0.037473
662,0,0,0.17503
663,0,0,0.12713
664,0,0,0.080819
665,0,0,0.33578
666,0,0,0.15965
667,0,0,0.077714
668,0,0,0.27475
669,0,0,0.05157
670,1,0,0.069048
671,0,0,0.29414
672,0,0,0.79164
673,0,0,0.097001
674,0,0,0.053619
675,1,0,0.025252
676,0,0,0.055972
677,0,0,0.022586
678,1,0,0.19113
679,0,0,0.36027
680,0,0,0.035409
681,0,0,0.094178
682,0,0,0.063718
683,0,0,0.06665
684,0,0,0.098392
685,1,0,0.069241
686,0,0,0.16426
687,0,0,0.068713
688,1,0,0.15809
689,0,0,0.14191
690,0,0,0.036025
691,0,0,0.20866
692,0,0,0.23455
693,0,0,0.10673
694,1,0,0.24852
695,0,0,0.32755
696,1,0,0.23924
697,0,0,0.11458
698,0,0,0.15248
699,0,0,0.35578
700,0,0,0.098715
701,0,0,0.070161
702,0,0,0.099123
703,0,0,0.3147
704,0,0,0.040242
705,0,0,0.16209
706,0,0,0.081509
707,0,0,0.069945
708,1,0,0.17082
709,0,0,0.19833
710,0,0,0.13171
711,0,0,1
712,0,0,0.29764
713,1,0,0.16293
714,0,0,0.15475
715,0,0,0.099401
716,0,0,0.3539
717,0,0,0.07541
718,0,0,0.1062
719,0,0,0.11633
720,0,0,0.4469
721,0,0,0.024415
722,0,0,0.19002
723,0,0,0.12859
724,0,0,0.14651
725,0,0,0.12885
726,0,0,0.13297
727,0,0,0.10817
728,0,0,0.054394
729,0,0,0.20358
730,0,0,0.11428
731,1,0,0.28102
732,0,0,0.12226
733,1,0,0.038591
734,1,0,0.043937
735,0,0,0.064825
736,0,0,0.082402
737,0,0,0.041804
738,1,0,0.056476
739,0,0,0.26733
740,0,0,0.078147
741,1,0,0.057387
742,0,0,0.37524
743,0,0,0.084619
744,1,0,0.12477
745,0,0,0.1598
746,0,0,0.09197
747,0,0,0.033611
748,0,0,0.14242
749,0,0,0.024317
750,0,0,0.098029
751,0,0,0.3578
752,0,0,0.056392
753,1,0,0.029106
754,1,0,0.049007
755,0,0,0.25717
756,0,0,0.16017
757,1,0,0.24275
758,0,0,0.064527
759,1,0,0.11916
760,1,0,0.063993
761,0,0,0.16345
762,1,0,0.13368
763,0,0,0.034243
764,1,0,0.027053
765,0,0,0.066893
766,0,0,0.2435
767,0,0,0.091725
768,1,0,0.10469
769,0,0,0.39671
770,0,0,0.015555
771,0,0,0.17636
772,0,0,0.019422
773,0,0,0.17844
774,0,0,0.44033
775,0,0,0.074212
776,0,0,0.45347
777,0,0,0.059619
778,0,0,0.24379
779,1,0,0.24434
780,0,0,0.091539
781,0,0,0.30164
782,0,0,0.34378
783,0,0,0.51833
784,0,0,0.062721
785,0,0,0.11084
786,0,0,0.12191
787,0,0,0.10946
788,0,0,0.016161
789,1,0,0.10511
790,1,0,0.10288
791,0,0,0.050229
792,0,0,0.29573
793,0,0,0.062356
794,0,0,0.056232
795,0,0,0.0051137
796,0,0,0.072128
797,1,0,0.028109
798,0,0,0.077587
799,0,0,0.10751
800,0,0,0.11546
801,0,0,0.077269
802,0,0,0.13563
803,0,0,0.041988
804,0,0,0.050005
805,0,0,0.29173
806,0,0,0.074919
807,0,0,0.26151
808,0,0,0.12616
809,0,0,0.20305
810,0,0,0.45089
811,0,0,0.036253
812,0,0,0.065096
813,1,0,0.076927
814,0,0,0.099758
815,0,0,0.1361
816,0,0,0.086818
817,0,0,0.092044
818,1,0,0.039714
819,0,0,0.23234
820,1,0,0.45255
821,1,0,0.060988
822,0,0,0.066101
823,1,0,0.066065
824,0,0,0.11025
825,0,0,0.041137
826,0,0,0.06772
827,1,0,0.047605
828,0,0,0.30409
829,0,0,0.1604
830,0,0,0.22803
831,1,0,0.023002
832,0,0,0.042959
833,1,0,0.44842
834,0,0,0.03456
835,1,0,0.15939
836,0,0,0.068236
837,0,0,0.31556
838,0,0,0.10677
839,0,0,0.050901
840,1,0,0.25912
841,0,0,0.083056
842,0,0,0.10793
843,0,0,0.075221
844,0,0,0.12844
845,0,0,0.1088
846,0,0,0.088223
847,0,0,0.21666
848,0,0,0.07884
849,0,0,0.10548
850,0,0,0.028489
851,0,0,0.11294
852,0,0,0.11871
853,0,0,0.041312
854,0,0,0.10195
855,0,0,0.20692
856,0,0,0.12115
857,0,0,0.12025
858,1,0,0.27156
859,0,0,0.093003
860,0,0,0.1715
861,0,0,0.3006
862,0,0,0.239
863,1,0,0.10289
864,1,0,0.04643
865,0,0,0.17532
866,1,0,0.082778
867,0,0,0.2251
868,0,0,0.045792
869,0,0,0.040374
870,1,0,0.066785
871,1,0,0.033053
872,1,0,0.02217
873,1,0,0.16972
874,0,0,0.48034
875,1,0,0.15993
876,0,0,0.070311
877,0,0,0.041761
878,0,0,0.23129
879,0,0,0.050439
880,1,0,0.11698
881,1,0,0.070133
882,0,0,0.024951
883,0,0,0.57047
884,0,0,0.3363
885,1,0,0.099004
886,0,0,0.17697
887,0,0,0.24522
888,0,0,0.0597
889,0,0,0.048809
890,0,0,0.41528
891,0,0,0.12364
892,1,0,0.11002
893,0,0,0.10541
894,0,0,0.04455
895,1,0,0.068435
896,1,0,0.15957
897,1,0,0.11658
898,0,0,0.056629
899,0,0,0.23462
900,0,0,0.30964
901,0,0,0.42031
902,0,0,0.037153
903,0,0,0.10595
904,0,0,0.073279
905,0,0,0.37882
906,0,0,0.077032
907,0,0,0.18946
908,0,0,0.042961
909,0,0,0.24943
910,1,0,0.3278
911,0,0,0.018963
912,0,0,0.063304
913,0,0,0.099491
914,0,0,0.047028
915,0,0,0.14391
916,0,0,0.031401
917,0,0,0.10956
918,0,0,0.03382
919,0,0,0.32422
920,0,0,0.14498
921,0,0,0.26493
922,0,0,0.13714
923,0,0,0.56942
924,0,0,0.24479
925,1,0,0.056298
926,0,0,0.19528
927,0,0,0.45736
928,0,0,0.026258
929,1,0,0.14135
930,0,0,0.14487
931,0,0,0.11971
932,0,0,0.040552
933,0,0,0.14586
934,0,0,0.14722
935,0,0,0.053385
936,0,0,0.13521
937,0,0,0.030384
938,0,0,0.028639
939,0,0,0.35643
940,0,0,0.034176
941,0,0,0.073891
942,0,0,0.20926
943,0,0,0.055643
944,0,0,0.031108
945,0,0,0.080015
946,0,0,0.0575
947,1,0,0.088505
948,0,0,0.091758
949,0,0,0.08885
950,1,0,0.033839
951,0,0,0.1424
952,0,0,0.059268
953,0,0,0.028934
954,0,0,0.089035
955,0,0,0.30043
956,0,0,0.069689
957,0,0,0.07486
958,0,0,0.21226
959,1,0,0.041336
960,1,0,0.053504
961,0,0,0.024034
962,0,0,0.14826
963,0,0,0.054758
964,0,0,0.26915
965,0,0,0.045033
966,0,0,0.12587
967,0,0,0.073723
968,0,0,0.064737
969,1,0,0.053716
970,1,0,0.50605
971,1,0,0.18153
972,0,0,0.11878
973,0,0,0.031113
974,0,0,0.10268
975,0,0,0.22332
976,0,0,0.23214
977,0,0,0.052029
978,0,0,0.15233
979,0,0,0.21559
980,0,0,0.15313
981,0,0,0.1533
982,0,0,0.066586
983,1,0,0.012461
984,0,0,0.209
985,0,0,0.060304
986,0,0,0.075831
987,1,0,0.31035
988,0,0,0.074936
989,1,0,0.44929
990,1,0,0.10934
991,0,0,0.04163
992,0,0,0.26601
993,0,0,0.17456
994,0,0,0.032268
995,0,0,0.079407
996,0,0,0.1254
997,0,0,0.10427
998,0,0,0.23852
999,0,0,0.059599
1000,1,0,0.32929
1001,0,0,0.03971
1002,1,0,0.18776
1003,1,0,0.019979
1004,0,0,0.077116
1005,0,0,0.039478
1006,0,0,0.19374
1007,0,0,0.27709
1008,1,0,0.024723
1009,0,0,0.071904
1010,1,0,0.10673
1011,0,0,0.098515
1012,0,0,0.48372
1013,0,0,0.18442
1014,1,0,0.10962
1015,0,0,0.38129
1016,0,0,0.15813
1017,0,0,0.038364
1018,0,0,0.072364
1019,0,0,0.077373
1020,0,0,0.084169
1021,1,0,0.10989
1022,0,0,0.6018
1023,0,0,0.34902
1024,0,0,0.062085
1025,0,0,0.15969
1026,0,0,0.32907
1027,0,0,0.10104
1028,0,0,0.22809
1029,0,0,0.1158
1030,0,0,0.14975
1031,0,0,0.088504
1032,0,0,0.28474
1033,0,0,0.031875
1034,0,0,0.10448
1035,0,0,0.011173
1036,1,0,0.34219
1037,0,0,0.16657
1038,0,0,0.18711
1039,0,0,0.10256
1040,0,0,0.23949
1041,0,0,0.12677
1042,0,0,0.052209
1043,0,0,0.20129
1044,0,0,0.088462
1045,0,0,0.087577
1046,0,0,0.06361
1047,0,0,0.13052
1048,0,0,0.098059
1049,0,0,0.11005
1050,0,0,0.10145
1051,1,0,0.021411
1052,0,0,0.068037
1053,0,0,0.097093
1054,0,0,0.2159
1055,0,0,0.023702
1056,0,0,0.2656
1057,0,0,0.27414
1058,1,0,0.1383
1059,1,0,0.23216
1060,0,0,0.063266
1061,1,0,0.036061
1062,0,0,0.21146
1063,0,0,0.15356
1064,0,0,0.029307
1065,0,0,0.31033
1066,0,0,0.13481
1067,0,0,0.075748
1068,0,0,0.43849
1069,0,0,0.24088
1070,0,0,0.088278
1071,0,0,0.12961
1072,1,0,0.12716
1073,0,0,0.14347
1074,1,0,0.24117
1075,0,0,0.31482
1076,0,0,0.043832
1077,0,0,0.061446
1078,0,0,0.093313
1079,0,0,0.30217
1080,0,0,0.06956
1081,0,0,0.1199
1082,1,0,0.19691
1083,1,0,0.42923
1084,0,0,0.022543
1085,0,0,0.14637
1086,0,0,0.080686
1087,1,0,0.85637
1088,0,0,0.065092
1089,0,0,0.10363
1090,1,0,0.043204
1091,0,0,0.020586
1092,1,0,0.25229
1093,1,0,0.11775
1094,0,0,0.038067
1095,1,0,0.41141
1096,0,0,0.14249
1097,0,0,0.048633
1098,0,0,0.31585
1099,0,0,0.37392
1100,0,0,0.1484
1101,0,0,0.1074
1102,0,0,0.030448
1103,0,0,0.05265
1104,0,0,0.02281
1105,0,0,0.094097
1106,1,0,0.70621
1107,1,0,0.044851
1108,0,0,0.18608
1109,0,0,0.072124
1110,0,0,0.05727
1111,0,0,0.223
1112,0,0,0.62876
1113,0,0,0.011084
1114,0,0,0.054909
1115,0,0,0.099188
1116,0,0,0.31266
1117,0,0,0.055985
1118,0,0,0.26439
1119,0,0,0.073284
1120,1,0,0.040956
1121,0,0,0.39073
1122,0,0,0.52865
1123,1,0,0.40182
1124,0,0,0.49393
1125,1,0,0.051497
1126,0,0,0.071767
1127,0,0,0.082531
1128,0,0,0.19403
1129,0,0,0.11581
1130,0,0,0.54917
1131,0,0,0.091103
1132,0,0,0.24251
1133,0,0,0.094535
1134,0,0,0.317
1135,0,0,0.10957
1136,0,0,0.38985
1137,1,0,0.087657
1138,0,0,0.054623
1139,1,0,0.049593
1140,0,0,0.15985
1141,0,0,0.54032
1142,0,0,0.034762
1143,0,0,0.24072
1144,0,0,0.68633
1145,0,0,0.055547
1146,0,0,0.092463
1147,0,0,0.21216
1148,1,0,0.19988
1149,0,0,0.071886
1150,0,0,0.052101
1151,0,0,0.11521
1152,0,0,0.059774
1153,0,0,0.03629
1154,0,0,0.04399
1155,0,0,0.12241
1156,0,0,0.064221
1157,0,0,0.58301
1158,1,0,0.050371
1159,1,0,0.022031
1160,0,0,0.15818
1161,0,0,0.037225
1162,1,0,0.20274
1163,0,0,0.096464
1164,1,0,0.23567
1165,0,0,0.30581
1166,0,0,0.5515
1167,0,0,0.44986
1168,0,0,0.11091
1169,0,0,0.032455
1170,0,0,0.097869
1171,0,0,0.057501
1172,0,0,0.11773
1173,0,0,0.025059
1174,0,0,0.073791
1175,0,0,0.072179
1176,0,0,0.056423
1177,0,0,0.22721
1178,0,0,0.058932
1179,0,0,0.045543
1180,0,0,0.033402
1181,1,0,0.072473
1182,0,0,0.094335
1183,0,0,0.020507
1184,0,0,0.059295
1185,0,0,0.12873
1186,0,0,0.47912
1187,1,0,0.34465
1188,0,0,0.39733
1189,0,0,0.45733
1190,0,0,0.091479
1191,1,0,0.030759
1192,0,0,0.12159
1193,0,0,0.71634
1194,0,0,0.19334
1195,0,0,0.064548
1196,0,0,0.045967
1197,0,0,0.14241
1198,1,0,0.17668
1199,1,0,0.12432
1200,0,0,0.56107
1201,0,0,0.13387
1202,0,0,0.098909
1203,0,0,0.15707
1204,0,0,0.080759
1205,0,0,0.24532
1206,0,0,0.09973
1207,0,0,0.24568
1208,0,0,0.069211
1209,0,0,0.024775
1210,1,0,0.023078
1211,0,0,0.18762
1212,0,0,0.14358
1213,1,0,0.13427
1214,0,0,0.36571
1215,0,0,0.04392
1216,0,0,0.23894
1217,0,0,0.037104
1218,0,0,0.039865
1219,0,0,0.048781
1220,0,0,0.32191
1221,0,0,0.056656
1222,1,0,0.071395
1223,0,0,0.060866
1224,0,0,0.045123
1225,1,0,0.1001
1226,0,0,0.033665
1227,0,0,0.086247
1228,0,0,0.084119
1229,0,0,0.15351
1230,0,0,0.0064894
1231,1,0,0.013595
1232,0,0,0.090221
1233,0,0,0.051986
1234,0,0,0.35372
1235,1,0,0.056586
1236,0,0,0.041368
1237,0,0,0.071408
1238,0,0,0.032292
1239,0,0,0.059212
1240,1,0,0.11901
1241,0,0,0.24204
1242,0,0,0.25967
1243,1,0,0.12216
1244,0,0,0.028823
1245,0,0,0.33447
1246,0,0,0.13428
1247,0,0,0.075599
