y_1_25,y_2_25,y_5_25,y_6_25,y_mc_hu_25,y_1,y_2,y_5,y_6,y_mc_hu
2.6035,2.632,0,0,0,2.5144,2.7818,0,0,0
2.5793,2.6229,0,0,0,2.5345,2.7582,0,0,0
2.5574,2.642,0,0,0,2.5145,2.7673,0,0,0
2.5783,2.6536,0,0,0,2.5082,2.783,0,0,0
2.5752,2.6566,0,0,0,2.5064,2.7814,0,0,0
2.5957,2.6345,0,0,0,2.4809,2.7938,0,0,0
2.613,2.6524,0,0,0,2.4721,2.801,0,0,0
2.5881,2.6552,0,0,0,2.4763,2.7837,0,0,0
2.603,2.6657,0,0,0,2.5199,2.8139,0,0,0
2.6091,2.6591,0,0,0,2.5343,2.8153,0,0,0
2.61,2.646,0,0,0,2.5394,2.7971,0,0,0
2.6108,2.6416,0,0,0,2.5419,2.7773,0,0,0
2.6177,2.6408,0,0,0,2.5377,2.743,0,0,0
2.6153,2.6495,0,0,0,2.5222,2.7785,0,0,0
2.6121,2.639,0,0,0,2.5237,2.7827,0,0,0
2.6081,2.6576,0,0,0,2.5318,2.7862,0,0,0
2.6165,2.6617,0,0,0,2.5419,2.7857,0,0,0
2.6335,2.6628,0,0,0,2.5552,2.7832,0,0,0
2.642,2.6557,0,0,0,2.5396,2.7585,0,0,0
2.6352,2.668,0,0,0,2.5471,2.7755,0,0,0
2.618,2.669,0,0,0,2.5486,2.8186,0,0,0
2.6195,2.6558,0,0,0,2.5471,2.8057,0,0,0
2.6053,2.6639,0,0,0,2.5452,2.8083,0,0,0
2.6171,2.6859,0,0,0,2.5515,2.7791,0,0,0
2.6011,2.6678,0,0,0,2.525,2.7623,0,0,0
2.5794,2.6771,0,0,0,2.5404,2.7981,0,0,0
2.592,2.6734,0,0,0,2.54,2.7976,0,0,0
2.6165,2.6614,0,0,0,2.5678,2.7929,0,0,0
2.636,2.6626,0,0,0,2.5557,2.7813,0,0,0
2.6337,2.6691,0,0,0,2.5696,2.763,0,0,0
2.6284,2.6827,0,0,0,2.5735,2.7695,0,0,0
2.627,2.6779,0,0,0,2.5685,2.7796,0,0,0
2.6341,2.6796,0,0,0,2.5529,2.8066,0,0,0
2.6328,2.6746,0,0,0,2.5652,2.7888,0,0,0
2.6374,2.6805,0,0,0,2.5582,2.7821,0,0,0
2.6421,2.6602,0,0,0,2.5592,2.8266,0,0,0
2.6367,2.679,0,0,0,2.5501,2.8084,0,0,0
2.6117,2.7042,0,0,0,2.5565,2.7939,0,0,0
2.6049,2.701,0,0,0,2.5605,2.796,0,0,0
2.6186,2.6869,0,0,0,2.5419,2.7861,0,0,0
2.6268,2.673,0,0,0,2.5306,2.7871,0,0,0
2.6413,2.6735,0,0,0,2.5389,2.7908,0,0,0
2.6354,2.6688,0,0,0,2.5184,2.7603,0,0,0
2.6369,2.6536,0,0,0,2.5238,2.7427,0,0,0
2.6555,2.6438,0,0,0,2.5246,2.7666,0,0,0
2.6541,2.6485,0,0,0,2.5001,2.7615,0,0,0
2.6477,2.6458,0,0,0,2.5195,2.776,0,0,0
2.6306,2.6715,0,0,0,2.5505,2.7699,0,0,0
2.6367,2.6622,0,0,0,2.5424,2.7731,0,0,0
2.6486,2.6963,0,0,0,2.5431,2.7738,0,0,0
