is_com,coherence,uncertainty
10901,0,3.2,0
10902,0,3.2,0
10903,0,3.2,0.37542
10904,1,3.2,0.51653
10905,0,3.2,0
10906,0,3.2,0.4833
10907,0,3.2,0
10908,0,3.2,0.25136
10909,0,3.2,0
10910,0,3.2,0
10911,0,3.2,0
10912,0,3.2,0.3579
10913,0,3.2,0
10914,0,3.2,0.10283
10915,0,3.2,0
10916,0,3.2,0.14323
10917,0,3.2,0
10918,0,3.2,0.31206
10919,0,3.2,0
10920,0,3.2,0
10921,0,3.2,0
10922,1,3.2,0.48337
10923,0,3.2,0
10924,0,3.2,0
10925,0,3.2,0
10926,0,3.2,0.26369
10927,0,3.2,0
10928,1,3.2,0.48588
10929,0,3.2,0
10930,0,3.2,0.15837
10931,0,3.2,0
10932,0,3.2,0
10933,0,3.2,0.65467
10934,0,3.2,0.067695
10935,0,3.2,0
10936,0,3.2,0.22885
10937,0,3.2,0
10938,0,3.2,0
10939,0,3.2,0.30609
10940,0,3.2,0.24185
10941,0,3.2,0.51971
10942,0,3.2,0
10943,0,3.2,0
10944,0,3.2,0
10945,0,3.2,0.50786
10946,0,3.2,0
10947,0,3.2,0
10948,0,3.2,0
10949,0,3.2,0.43561
10950,0,3.2,0
10951,0,3.2,0.51091
10952,0,3.2,0
10953,0,3.2,0.76779
10954,0,3.2,0
10955,0,3.2,0
10956,1,3.2,0.54994
10957,1,3.2,0.46017
10958,0,3.2,0
10959,0,3.2,0
10960,0,3.2,0
10961,0,3.2,0
10962,0,3.2,0
10963,0,3.2,0
10964,0,3.2,0
10965,0,3.2,0.16055
10966,0,3.2,0.53517
10967,0,3.2,0
10968,0,3.2,0
10969,0,3.2,0
10970,0,3.2,0
10971,0,3.2,0.87744
10972,0,3.2,0
10973,0,3.2,0.31145
10974,0,3.2,0
10975,0,3.2,0
10976,0,3.2,0.076637
10977,0,3.2,0.25135
10978,0,3.2,0
10979,0,3.2,0
10980,0,3.2,0.64639
10981,0,3.2,0.30878
10982,0,3.2,0.74126
10983,0,3.2,0
10984,0,3.2,0.50613
10985,0,3.2,0.32577
10986,0,3.2,0
10987,0,3.2,0
10988,0,3.2,0
10989,0,3.2,0.47828
10990,0,3.2,0
10991,0,3.2,0.13454
10992,0,3.2,0
10993,0,3.2,0.11053
10994,0,3.2,0
10995,0,3.2,0
10996,0,3.2,0
10997,0,3.2,0.44375
10998,0,3.2,0.40478
10999,0,3.2,0
11000,0,3.2,0.18669
11001,0,3.2,0.33905
11002,0,3.2,0.15298
11003,0,3.2,0.34032
11004,0,3.2,0
11005,0,3.2,0
11006,0,3.2,0
11007,0,3.2,0
11008,0,3.2,0.18991
11009,0,3.2,0
11010,0,3.2,0
11011,0,3.2,0
11012,0,3.2,0.060675
11013,0,3.2,0
11014,1,3.2,0.51638
11015,0,3.2,0.55539
11016,0,3.2,0.30564
11017,0,3.2,0.33995
11018,0,3.2,0
11019,0,3.2,0.56759
11020,0,3.2,0.48415
11021,0,3.2,0
11022,0,3.2,0
11023,0,3.2,0.48291
11024,0,3.2,0
11025,0,3.2,0
11026,0,3.2,0.42624
11027,0,3.2,0.42654
11028,0,3.2,0.42446
11029,0,3.2,0
11030,0,3.2,0
11031,0,3.2,0.71612
11032,0,3.2,0.52431
11033,0,3.2,0.35359
11034,0,3.2,0.43177
11035,1,3.2,0.44642
11036,0,3.2,0.59471
11037,0,3.2,0
11038,0,3.2,0
11039,0,3.2,0.30047
11040,0,3.2,0.46711
11041,0,3.2,0.59815
11042,0,3.2,0.47376
11043,0,3.2,0
11044,0,3.2,0
11045,0,3.2,0
11046,0,3.2,0
11047,0,3.2,0.35446
11048,1,3.2,0.4158
11049,0,3.2,0.65418
11050,0,3.2,0.37853
11051,0,3.2,0.17812
11052,0,3.2,0
11053,0,3.2,0.36912
11054,0,3.2,0.71776
11055,1,3.2,0.6855
11056,0,3.2,0.56959
11057,0,3.2,0.34722
11058,0,3.2,0.80292
11059,0,3.2,0.22349
11060,0,3.2,0
11061,0,3.2,0
11062,0,3.2,0.17888
11063,0,3.2,0.6215
11064,0,3.2,0.45238
11065,0,3.2,0
11066,0,3.2,0.41884
11067,1,3.2,0.56909
11068,0,3.2,0
11069,0,3.2,0.21915
11070,0,3.2,0.53019
11071,0,3.2,0.39195
11072,0,3.2,0.37624
11073,0,3.2,0.50196
11074,0,3.2,0.57209
11075,0,3.2,0.42854
11076,0,3.2,0.22651
11077,0,3.2,0
11078,0,3.2,0
11079,0,3.2,0.19625
11080,1,3.2,0.36566
11081,0,3.2,0
11082,0,3.2,0
11083,0,3.2,0.13974
11084,0,3.2,0
11085,0,3.2,0.54514
11086,0,3.2,0.33505
11087,0,3.2,0
11088,0,3.2,0
11089,0,3.2,0
11090,0,3.2,0.22331
11091,0,3.2,0.31618
11092,0,3.2,0.394
11093,0,3.2,0.77922
11094,0,3.2,0.36566
11095,0,3.2,0
11096,0,3.2,0.40316
11097,0,3.2,0.24273
11098,0,3.2,0
11099,0,3.2,0
11100,0,3.2,0
11101,0,3.2,0.20077
11102,0,3.2,0.32578
11103,0,3.2,0
11104,0,3.2,0.3899
11105,0,3.2,0
11106,0,3.2,0
11107,0,3.2,0.70051
11108,0,3.2,0
11109,0,3.2,0.55292
11110,0,3.2,0.43337
11111,0,3.2,0
11112,0,3.2,0.33132
11113,0,3.2,0
11114,0,3.2,0
11115,0,3.2,0
11116,0,3.2,0.39923
11117,0,3.2,0
11118,0,3.2,0
11119,0,3.2,0
11120,0,3.2,0.83805
11121,0,3.2,0.49316
11122,0,3.2,0.53771
11123,0,3.2,0.49086
11124,0,3.2,0.34929
11125,0,3.2,0
11126,0,3.2,0.19091
11127,0,3.2,0
11128,0,3.2,0.4918
11129,0,3.2,0.6372
11130,0,3.2,0.24044
11131,0,3.2,0.7584
11132,0,3.2,0
11133,0,3.2,0.7018
11134,0,3.2,0
11135,0,3.2,0
11136,0,3.2,0
11137,0,3.2,0
11138,0,3.2,0
11139,0,3.2,0.33756
11140,0,3.2,0
11141,0,3.2,0.40772
11142,0,3.2,0
11143,0,3.2,0.40727
11144,0,3.2,0
11145,0,3.2,0
11146,0,3.2,0
11147,0,3.2,0.25117
11148,0,3.2,0.35715
11149,0,3.2,0.58133
11150,0,3.2,0.76408
11151,0,3.2,0.31281
11152,0,3.2,0
11153,0,3.2,0
11154,0,3.2,0.67514
11155,1,3.2,0.50065
11156,0,3.2,0.19668
11157,0,3.2,0
11158,0,3.2,0
11159,0,3.2,0.63347
11160,0,3.2,0
11161,0,3.2,0.23847
11162,0,3.2,0.52376
11163,0,3.2,0
11164,0,3.2,0
11165,0,3.2,0
11166,0,3.2,0
11167,0,3.2,0
11168,0,3.2,0
11169,0,3.2,0
11170,0,3.2,0.57995
11171,0,3.2,0
11172,0,3.2,0.35295
11173,0,3.2,0
11174,0,3.2,0.31327
11175,0,3.2,0
11176,0,3.2,0.61972
11177,0,3.2,0.30387
11178,0,3.2,0
11179,0,3.2,0
11180,0,3.2,0.20459
11181,0,3.2,0
11182,0,3.2,0
11183,0,3.2,0
11184,0,3.2,0
11185,0,3.2,0.63456
11186,0,3.2,0
11187,0,3.2,0
11188,0,3.2,0.17019
11189,0,3.2,0
11190,0,3.2,0
11191,0,3.2,0
11192,0,3.2,0.14038
11193,0,3.2,0
11194,0,3.2,0.5016
11195,0,3.2,0
11196,0,3.2,0
11197,0,3.2,0.35427
11198,0,3.2,0
11199,0,3.2,0.62486
11200,0,3.2,0
11201,0,3.2,0
11202,0,3.2,0.50165
11203,1,3.2,0.4284
11204,0,3.2,0.4167
11205,0,3.2,0
11206,0,3.2,0.4099
11207,0,3.2,0.6293
11208,0,3.2,0.32709
11209,0,3.2,0.24461
11210,0,3.2,0
11211,0,3.2,0
11212,0,3.2,0.63287
11213,0,3.2,0.15935
11214,1,3.2,0.40532
11215,0,3.2,0.41545
11216,0,3.2,0
11217,0,3.2,0.48446
11218,0,3.2,0.24713
11219,0,3.2,0
11220,0,3.2,0
11221,1,3.2,0.40757
11222,0,3.2,0
11223,0,3.2,0.28057
11224,1,3.2,0.37251
11225,0,3.2,0.35893
11226,0,3.2,0.51066
11227,0,3.2,0
11228,0,3.2,0.37697
11229,0,3.2,0.82796
11230,0,3.2,0
11231,0,3.2,0.55118
11232,0,3.2,0.16889
11233,0,3.2,0.36945
11234,0,3.2,0
11235,0,3.2,0
11236,0,3.2,0.52045
11237,0,3.2,0
11238,0,3.2,0.58881
11239,0,3.2,0.58499
11240,0,3.2,0
11241,0,3.2,0.37235
11242,0,3.2,0
11243,0,3.2,0
11244,0,3.2,0
11245,0,3.2,0
11246,0,3.2,0
11247,0,3.2,0.55068
11248,0,3.2,0
11249,0,3.2,0.31258
11250,0,3.2,0.15357
11251,0,3.2,0
11252,0,3.2,0.26456
11253,0,3.2,0.32985
11254,0,3.2,0.38788
11255,0,3.2,0
11256,0,3.2,0.39053
11257,0,3.2,0
11258,0,3.2,0
11259,0,3.2,0
11260,0,3.2,0.37624
11261,0,3.2,0
11262,0,3.2,0
11263,0,3.2,0
11264,0,3.2,0.39735
11265,0,3.2,0
11266,0,3.2,0.52632
11267,0,3.2,0.80693
11268,0,3.2,0.42763
11269,0,3.2,0
11270,0,3.2,0
11271,0,3.2,0
11272,1,3.2,0.39532
11273,0,3.2,0.20345
11274,0,3.2,0.52443
11275,0,3.2,0.36394
11276,0,3.2,0
11277,0,3.2,0.32401
11278,0,3.2,0
11279,0,3.2,0
11280,0,3.2,0.41567
11281,0,3.2,0.6935
11282,0,3.2,0
11283,0,3.2,0
11284,0,3.2,0
11285,0,3.2,0
11286,0,3.2,0
11287,0,3.2,0
11288,0,3.2,0.60837
11289,0,3.2,0.53807
11290,0,3.2,0.72362
11291,1,3.2,0.50027
11292,0,3.2,0
11293,0,3.2,0
11294,0,3.2,0.3464
11295,0,3.2,0.25821
11296,0,3.2,0.42876
11297,0,3.2,0.46634
11298,0,3.2,0.6219
11299,0,3.2,0.16068
11300,0,3.2,0
11301,0,3.2,0
11302,0,3.2,0
11303,0,3.2,0.52563
11304,0,3.2,0.59855
11305,0,3.2,0
11306,0,3.2,0.5794
11307,0,3.2,0
11308,0,3.2,0
11309,0,3.2,0.22338
11310,0,3.2,0
11311,0,3.2,0
11312,0,3.2,0
11313,0,3.2,0
11314,0,3.2,0.086484
11315,0,3.2,0.037666
11316,0,3.2,0
11317,0,3.2,0
11318,0,3.2,0.4362
11319,0,3.2,0.53477
11320,0,3.2,0
11321,0,3.2,0.57064
11322,0,3.2,0
11323,0,3.2,0.5109
11324,0,3.2,0
11325,0,3.2,0.44703
11326,0,3.2,0.34659
11327,0,3.2,0.32087
11328,0,3.2,0
11329,0,3.2,0
11330,1,3.2,0.40782
11331,0,3.2,0.47834
11332,0,3.2,0
11333,0,3.2,0
11334,0,3.2,0
11335,0,3.2,0
11336,0,3.2,0
11337,0,3.2,0
11338,0,3.2,0
11339,0,3.2,0
11340,1,3.2,0.43995
11341,0,3.2,0.31483
11342,0,3.2,0
11343,0,3.2,0
11344,0,3.2,0.32137
11345,0,3.2,0
11346,0,3.2,0.33649
11347,0,3.2,0
11348,0,3.2,0
11349,0,3.2,0
11350,0,3.2,0.44996
11351,0,3.2,0
11352,0,3.2,0
11353,0,3.2,0
11354,0,3.2,0.13215
11355,0,3.2,0
11356,0,3.2,0
11357,0,3.2,0.31828
11358,0,3.2,0.10421
11359,0,3.2,0.491
11360,0,3.2,0
11361,0,3.2,0.22245
11362,1,3.2,0.49593
11363,0,3.2,0
11364,0,3.2,0
11365,0,3.2,0.34083
11366,0,3.2,0.70627
11367,0,3.2,0
11368,0,3.2,0
11369,0,3.2,0.64574
11370,0,3.2,0
11371,0,3.2,0.56166
11372,0,3.2,0
11373,0,3.2,0
11374,0,3.2,0
11375,0,3.2,0
11376,0,3.2,0.67504
11377,0,3.2,0
11378,0,3.2,0
11379,0,3.2,0.46162
11380,0,3.2,0.41625
11381,0,3.2,0.3101
11382,0,3.2,0.74859
11383,0,3.2,0
11384,0,3.2,0
11385,0,3.2,0.68652
11386,1,3.2,0.54189
11387,0,3.2,0
11388,0,3.2,0.44752
11389,0,3.2,0
11390,0,3.2,0
11391,0,3.2,0.59439
11392,0,3.2,0.4047
11393,0,3.2,0
11394,0,3.2,0.51824
11395,0,3.2,0
11396,0,3.2,0.34154
11397,0,3.2,0
11398,0,3.2,0.26621
11399,0,3.2,0
11400,0,3.2,0.091473
11401,0,3.2,0
11402,0,3.2,0
11403,0,3.2,0
11404,0,3.2,0
11405,0,3.2,0.22356
11406,1,3.2,0.42459
11407,0,3.2,0
11408,0,3.2,0
11409,0,3.2,0.71791
11410,0,3.2,0.29224
11411,0,3.2,0
11412,1,3.2,0.51505
11413,0,3.2,0.5279
11414,0,3.2,0
11415,0,3.2,0
11416,0,3.2,0
11417,0,3.2,0
11418,0,3.2,0
11419,0,3.2,0.39995
11420,0,3.2,0
11421,0,3.2,0
11422,0,3.2,0
11423,0,3.2,0.16815
11424,0,3.2,0.36339
11425,0,3.2,0
11426,0,3.2,0.72514
11427,0,3.2,0
11428,0,3.2,0.24708
11429,0,3.2,0.53145
11430,0,3.2,0.66245
11431,0,3.2,0
11432,0,3.2,0
11433,0,3.2,0
11434,0,3.2,0
11435,0,3.2,0
11436,0,3.2,0
11437,0,3.2,0.61487
11438,0,3.2,0.41503
11439,0,3.2,0
11440,0,3.2,0.3149
11441,0,3.2,0.53995
11442,0,3.2,0
11443,0,3.2,0
11444,0,3.2,0.24729
11445,0,3.2,0.41151
11446,0,3.2,0
11447,0,3.2,0
11448,0,3.2,0.40632
11449,0,3.2,0
11450,0,3.2,0.4848
11451,0,3.2,0.55593
11452,0,3.2,0.44599
11453,0,3.2,0.25255
11454,0,3.2,0.34151
11455,0,3.2,0
11456,0,3.2,0
11457,0,3.2,0
11458,0,3.2,0.42013
11459,0,3.2,0
11460,0,3.2,0.35567
11461,0,3.2,0
11462,0,3.2,0
11463,0,3.2,0
11464,0,3.2,0
11465,1,3.2,0.37656
11466,0,3.2,0
11467,0,3.2,0.13695
11468,0,3.2,0.44195
11469,0,3.2,0
11470,0,3.2,0.58275
11471,0,3.2,0
11472,0,3.2,0
11473,0,3.2,0
11474,0,3.2,0.75009
11475,0,3.2,0
11476,0,3.2,0
11477,0,3.2,0.50981
11478,0,3.2,0.34005
11479,0,3.2,0
11480,0,3.2,0.17478
11481,0,3.2,0.57847
11482,0,3.2,0
11483,0,3.2,0.62168
11484,0,3.2,0.34664
11485,0,3.2,0
11486,0,3.2,0.34543
11487,0,3.2,0.58089
11488,0,3.2,0.39489
11489,0,3.2,0.60479
11490,0,3.2,0
11491,0,3.2,0
11492,0,3.2,0.37098
11493,0,3.2,0.22148
11494,0,3.2,0.63712
11495,0,3.2,0.44343
11496,0,3.2,0.33963
11497,0,3.2,0.38932
11498,0,3.2,0
11499,0,3.2,0
11500,0,3.2,0.79741
11501,0,3.2,0
11502,0,3.2,0.33356
11503,0,3.2,0
11504,0,3.2,0.49685
11505,0,3.2,0
11506,0,3.2,0.35402
11507,0,3.2,0.71085
11508,0,3.2,0.018644
11509,0,3.2,0
11510,0,3.2,0.49923
11511,0,3.2,0.65779
11512,0,3.2,0
11513,0,3.2,0.56743
11514,0,3.2,0.38523
11515,0,3.2,0
11516,1,3.2,0.5455
11517,0,3.2,0.42599
11518,0,3.2,0
11519,0,3.2,0.37707
11520,0,3.2,0.30304
11521,0,3.2,0.84147
11522,0,3.2,0.37009
11523,0,3.2,0.088075
11524,0,3.2,0.33756
11525,0,3.2,0.22198
11526,0,3.2,0.22453
11527,0,3.2,0
11528,0,3.2,0.17478
11529,0,3.2,0
11530,0,3.2,0.54344
11531,0,3.2,0
11532,0,3.2,0
11533,0,3.2,0.40892
11534,0,3.2,0.42514
11535,0,3.2,0.31666
11536,0,3.2,0
11537,0,3.2,0.60904
11538,0,3.2,0
11539,0,3.2,0.73429
11540,0,3.2,0.44815
11541,0,3.2,0
11542,0,3.2,0.28831
11543,0,3.2,0.33421
11544,1,3.2,0.37
11545,0,3.2,0
11546,0,3.2,0
11547,0,3.2,0
11548,0,3.2,0.37512
11549,0,3.2,0.42881
11550,0,3.2,0
11551,0,3.2,0.42481
11552,0,3.2,0
11553,0,3.2,0
11554,0,3.2,0.23665
11555,0,3.2,0
11556,0,3.2,0
11557,0,3.2,0
11558,0,3.2,0
11559,0,3.2,0
11560,0,3.2,0
11561,0,3.2,0.31535
11562,1,3.2,0.43012
11563,0,3.2,0.5329
11564,0,3.2,0.28507
11565,0,3.2,0
11566,0,3.2,0
11567,1,3.2,0.48318
11568,0,3.2,0
11569,0,3.2,0.38654
11570,0,3.2,0.62986
11571,0,3.2,0.56333
11572,0,3.2,0
11573,0,3.2,0
11574,0,3.2,0.4458
11575,0,3.2,0.43474
11576,0,3.2,0.48745
11577,0,3.2,0
11578,0,3.2,0.43737
11579,0,3.2,0
11580,0,3.2,0
11581,0,3.2,0
11582,0,3.2,0.59564
11583,0,3.2,0.27741
11584,0,3.2,0
11585,0,3.2,0
11586,0,3.2,0.34292
11587,0,3.2,0.41
11588,0,3.2,0.71391
11589,0,3.2,0
11590,0,3.2,0.19905
11591,0,3.2,0
11592,0,3.2,0.82499
11593,0,3.2,0.37671
11594,0,3.2,0.35099
11595,0,3.2,0.21877
11596,0,3.2,0.32523
11597,0,3.2,0.49552
11598,0,3.2,0
11599,0,3.2,0.30314
11600,0,3.2,0
11601,0,3.2,0
11602,0,3.2,0
11603,0,3.2,0
11604,0,3.2,0.28206
11605,0,3.2,0
11606,0,3.2,0
11607,0,3.2,0
11608,0,3.2,0.53466
11609,0,3.2,0
11610,0,3.2,0.76327
11611,0,3.2,0
11612,0,3.2,0.16849
11613,0,3.2,0
11614,0,3.2,0.19704
11615,0,3.2,0.11825
11616,0,3.2,0
11617,0,3.2,0.70029
11618,0,3.2,0
11619,0,3.2,0
11620,0,3.2,0.26052
11621,0,3.2,0.67549
11622,0,3.2,0.19138
11623,0,3.2,0
11624,1,3.2,0.48736
11625,0,3.2,0
11626,0,3.2,0.42481
11627,0,3.2,0.73853
11628,0,3.2,0
11629,0,3.2,0.3534
11630,0,3.2,0
11631,0,3.2,0.49316
11632,0,3.2,0
11633,0,3.2,0.19304
11634,0,3.2,0
11635,0,3.2,0
11636,0,3.2,0
11637,0,3.2,0
11638,0,3.2,0
11639,0,3.2,0.35835
11640,0,3.2,0.48945
11641,0,3.2,0.29774
11642,0,3.2,0
11643,0,3.2,0
11644,0,3.2,0
11645,0,3.2,0.6082
11646,0,3.2,0.24033
11647,0,3.2,0.47933
11648,0,3.2,0
11649,0,3.2,0
11650,0,3.2,0
11651,0,3.2,0.28315
11652,0,3.2,0.36371
11653,0,3.2,0.68939
11654,0,3.2,0.83856
11655,0,3.2,0
11656,0,3.2,0
11657,0,3.2,0.31694
11658,0,3.2,0.27097
11659,0,3.2,0
11660,0,3.2,0.63305
11661,0,3.2,0.20859
11662,0,3.2,0
11663,0,3.2,0
11664,0,3.2,0
11665,0,3.2,0.73686
11666,0,3.2,0
11667,0,3.2,0
11668,0,3.2,0.21436
11669,0,3.2,0.42709
11670,0,3.2,0
11671,1,3.2,0.48882
11672,0,3.2,0
11673,0,3.2,0
11674,0,3.2,0
11675,0,3.2,0
11676,0,3.2,0.72279
11677,0,3.2,0.53847
11678,0,3.2,0
11679,0,3.2,0
11680,0,3.2,0.33195
11681,0,3.2,0
11682,0,3.2,0
11683,1,3.2,0.46459
11684,0,3.2,0
11685,0,3.2,0
11686,1,3.2,0.45559
11687,0,3.2,0
11688,0,3.2,0.16342
11689,0,3.2,0
11690,0,3.2,0
11691,0,3.2,0.45264
11692,0,3.2,0.53483
11693,0,3.2,0.21621
11694,0,3.2,0.52615
11695,0,3.2,0
11696,0,3.2,0.56892
11697,0,3.2,0
11698,0,3.2,0.47394
11699,0,3.2,0.21696
11700,0,3.2,0
11701,0,3.2,0
11702,0,3.2,0.37624
11703,0,3.2,0
11704,0,3.2,0.18552
11705,0,3.2,0.3041
11706,0,3.2,0
11707,0,3.2,0.55143
11708,0,3.2,0.12505
11709,0,3.2,0.61877
11710,0,3.2,0.33149
11711,0,3.2,0.48174
11712,0,3.2,0.30075
11713,0,3.2,0.40977
11714,0,3.2,0.69162
11715,0,3.2,0.45848
11716,0,3.2,0
11717,0,3.2,0.32666
11718,0,3.2,0
11719,0,3.2,0
11720,0,3.2,0.36862
11721,0,3.2,0
11722,0,3.2,0.45728
11723,0,3.2,0.55726
11724,0,3.2,0.47583
11725,0,3.2,0
11726,0,3.2,0
11727,0,3.2,0.29985
11728,0,3.2,0.14888
11729,0,3.2,0.48932
11730,0,3.2,0
11731,0,3.2,0.10917
11732,0,3.2,0.59311
11733,0,3.2,0
11734,0,3.2,0.59576
11735,0,3.2,0.52465
11736,0,3.2,0.42019
11737,0,3.2,0.26337
11738,0,3.2,0
11739,0,3.2,0
11740,0,3.2,0
11741,0,3.2,0.11934
11742,0,3.2,0
11743,0,3.2,0
11744,0,3.2,0.19996
11745,0,3.2,0.53894
11746,0,3.2,0.60671
11747,0,3.2,0
11748,0,3.2,0.64318
11749,0,3.2,0.29897
11750,0,3.2,0
11751,0,3.2,0
11752,0,3.2,0
11753,0,3.2,0
11754,0,3.2,0
11755,0,3.2,0.40479
11756,0,3.2,0.28487
11757,0,3.2,0.64799
11758,0,3.2,0.39386
11759,0,3.2,0
11760,0,3.2,0.35553
11761,0,3.2,0.35857
11762,0,3.2,0
11763,0,3.2,0
11764,0,3.2,0
11765,0,3.2,0
11766,1,3.2,0.55398
11767,0,3.2,0.75575
11768,0,3.2,0
11769,0,3.2,0.25887
11770,0,3.2,0
11771,0,3.2,0
11772,0,3.2,0
11773,0,3.2,0.49122
11774,0,3.2,0.31013
11775,0,3.2,0
11776,0,3.2,0.13586
11777,0,3.2,0.34578
11778,0,3.2,0.73327
11779,0,3.2,0
11780,0,3.2,0
11781,0,3.2,0.60594
11782,0,3.2,0
11783,0,3.2,0
11784,0,3.2,0.61483
11785,0,3.2,0.61546
11786,0,3.2,0
11787,0,3.2,0.42799
11788,0,3.2,0.24374
11789,0,3.2,0
11790,0,3.2,0
11791,0,3.2,0
11792,0,3.2,0.10582
11793,0,3.2,0.36661
11794,0,3.2,0.36056
11795,0,3.2,0.53454
11796,0,3.2,0.45303
11797,0,3.2,0
11798,0,3.2,0.54665
11799,0,3.2,0.58132
11800,0,3.2,0.42151
11801,0,3.2,0.31004
11802,0,3.2,0
11803,0,3.2,0
11804,0,3.2,0.40337
11805,0,3.2,0.23343
11806,0,3.2,0
11807,0,3.2,0.3738
11808,0,3.2,0
11809,0,3.2,0
11810,0,3.2,0
11811,0,3.2,0.54873
11812,0,3.2,0.15506
11813,0,3.2,0.42106
11814,0,3.2,0.70704
11815,0,3.2,0.39945
11816,0,3.2,0
11817,0,3.2,0.13424
11818,0,3.2,0.17764
11819,0,3.2,0.29691
11820,1,3.2,0.50851
11821,0,3.2,0.2324
11822,0,3.2,0
11823,0,3.2,0
11824,0,3.2,0.20903
11825,0,3.2,0.033356
11826,0,3.2,0.29601
11827,0,3.2,0.62962
11828,0,3.2,0
11829,0,3.2,0
11830,0,3.2,0.81974
11831,0,3.2,0.28867
11832,0,3.2,0
11833,0,3.2,0.4724
11834,1,3.2,0.64196
11835,0,3.2,0.4109
11836,0,3.2,0.39505
11837,0,3.2,0
11838,0,3.2,0.34774
11839,0,3.2,0.11706
11840,0,3.2,0
11841,0,3.2,0.2519
11842,0,3.2,0.34321
11843,0,3.2,0.49637
11844,0,3.2,0.11909
11845,0,3.2,0.54494
11846,0,3.2,0
11847,0,3.2,0
11848,0,3.2,0
11849,0,3.2,0
11850,0,3.2,0.26201
11851,0,3.2,0.59928
11852,0,3.2,0.64522
11853,0,3.2,0
11854,0,3.2,0.28864
11855,0,3.2,0
11856,0,3.2,0
11857,0,3.2,0.28642
11858,0,3.2,0.58882
11859,0,3.2,0.1716
11860,0,3.2,0.76866
11861,0,3.2,0
11862,0,3.2,0
11863,0,3.2,0.28164
11864,0,3.2,0
11865,0,3.2,0
11866,0,3.2,0
11867,0,3.2,0
11868,0,3.2,0
11869,0,3.2,0.41043
11870,0,3.2,0
11871,0,3.2,0.73787
11872,0,3.2,0
11873,0,3.2,0
11874,0,3.2,0.59431
11875,0,3.2,0.71919
11876,0,3.2,0.2804
11877,0,3.2,0
11878,0,3.2,0
11879,0,3.2,0
11880,0,3.2,0.48996
11881,0,3.2,0.60186
11882,1,3.2,0.61448
11883,0,3.2,0.16882
11884,0,3.2,0
11885,0,3.2,0.51208
11886,0,3.2,0.28895
11887,0,3.2,0
11888,0,3.2,0.18883
11889,0,3.2,0
11890,0,3.2,0
11891,0,3.2,0
11892,0,3.2,0.49224
11893,0,3.2,0
11894,0,3.2,0.11594
11895,0,3.2,0.62105
11896,0,3.2,0.19315
11897,0,3.2,0
11898,0,3.2,0.61614
11899,0,3.2,0
11900,0,3.2,0.31418
11901,0,3.2,0.5218
11902,0,3.2,0
11903,0,3.2,0
11904,0,3.2,0
11905,0,3.2,0
11906,0,3.2,0.28836
11907,0,3.2,0
11908,0,3.2,0
11909,0,3.2,0
11910,0,3.2,0.38638
11911,0,3.2,0
11912,0,3.2,0.41369
11913,0,3.2,0.35299
11914,0,3.2,0
11915,0,3.2,0.1472
11916,0,3.2,0
11917,0,3.2,0.25398
11918,0,3.2,0.27124
11919,0,3.2,0
11920,0,3.2,0.4567
11921,0,3.2,0
11922,0,3.2,0.49902
11923,0,3.2,0.53507
11924,0,3.2,0
11925,0,3.2,0.56726
11926,0,3.2,0.77395
11927,0,3.2,0.44946
11928,0,3.2,0
11929,0,3.2,0
11930,0,3.2,0
11931,0,3.2,0
11932,0,3.2,0
11933,0,3.2,0
11934,0,3.2,0
11935,0,3.2,0
11936,0,3.2,0
11937,0,3.2,0
11938,0,3.2,0
11939,0,3.2,0.34648
11940,0,3.2,0
11941,0,3.2,0
11942,0,3.2,0
11943,0,3.2,0.35066
11944,0,3.2,0
11945,0,3.2,0
11946,1,3.2,0.56986
11947,0,3.2,0
11948,0,3.2,0
11949,0,3.2,0
11950,0,3.2,0
11951,0,3.2,0
11952,0,3.2,0.66322
11953,0,3.2,0.68906
11954,0,3.2,0
11955,0,3.2,0
11956,1,3.2,0.5523
11957,0,3.2,0
11958,0,3.2,0
11959,0,3.2,0.41565
11960,0,3.2,0
11961,0,3.2,0
11962,1,3.2,0.47393
11963,0,3.2,0
11964,0,3.2,0
11965,0,3.2,0
11966,0,3.2,0
11967,0,3.2,0.41584
11968,0,3.2,0.32172
11969,0,3.2,0
11970,0,3.2,0
11971,0,3.2,0.42992
11972,0,3.2,0.56627
11973,0,3.2,0
11974,0,3.2,0.82351
11975,0,3.2,0.57043
11976,0,3.2,0
11977,0,3.2,0.60952
11978,0,3.2,0.40307
11979,0,3.2,0
11980,0,3.2,0
11981,0,6.4,0
11982,0,6.4,0
11983,0,6.4,0.38569
11984,0,6.4,0
11985,0,6.4,0
11986,0,6.4,0
11987,0,6.4,0
11988,0,6.4,0
11989,0,6.4,0
11990,0,6.4,0.42792
11991,0,6.4,0.51926
11992,0,6.4,0.23145
11993,0,6.4,0.10081
11994,0,6.4,0.49934
11995,0,6.4,0.5203
11996,0,6.4,0
11997,0,6.4,0
11998,0,6.4,0
11999,0,6.4,0
12000,0,6.4,0
12001,0,6.4,0
12002,0,6.4,0
12003,0,6.4,0
12004,0,6.4,0
12005,0,6.4,0
12006,0,6.4,0
12007,0,6.4,0
12008,0,6.4,0.2944
12009,0,6.4,0.29172
12010,0,6.4,0
12011,1,6.4,0.70439
12012,0,6.4,0
12013,0,6.4,0
12014,0,6.4,0.31045
12015,0,6.4,0.16282
12016,0,6.4,0.20256
12017,0,6.4,0.34163
