is_com,coherence,uncertainty
1214,0,0,0.28087
1215,0,0,0.078668
1216,0,0,0
1217,0,0,0
1218,0,0,0.20782
1219,0,0,0.24598
1220,0,0,0
1221,0,0,0
1222,0,0,0.64484
1223,0,0,0.64151
1224,0,0,0.22874
1225,0,0,0
1226,0,0,0.38742
1227,0,0,0
1228,0,0,0
1229,0,0,0
1230,0,0,0.16734
1231,0,0,0.27462
1232,0,0,0.065973
1233,0,0,0
1234,0,0,0.28747
1235,0,0,0
1236,0,0,0
1237,0,0,0
1238,0,0,0
1239,0,0,0.18833
1240,0,0,0
1241,0,0,0
1242,0,0,0.34612
1243,0,0,0.63159
1244,0,0,0
1245,0,0,0
1246,1,0,0.43462
1247,0,0,0.34107
1248,0,0,0.53541
1249,0,0,0.44047
1250,0,0,0.55639
1251,0,0,0
1252,0,0,0
1253,0,0,0
1254,0,0,0
1255,1,0,0.51999
1256,0,0,0.5826
1257,0,0,0
1258,0,0,0
1259,0,0,0
1260,0,0,0.85373
1261,0,0,0
1262,0,0,0.34145
1263,0,0,0.11484
1264,0,0,0.49889
1265,1,0,0.56982
1266,0,0,0.78462
1267,0,0,0
1268,0,0,0.61471
1269,0,0,0.4034
1270,0,0,0
1271,1,0,0.47839
1272,0,0,0.22493
1273,0,0,0
1274,0,0,0
1275,0,0,0.17277
1276,0,0,0.60238
1277,0,0,0
1278,0,0,0
1279,0,0,0.7547
1280,0,0,0
1281,0,0,0.70998
1282,0,0,0
1283,0,0,0.48309
1284,0,0,0
1285,0,0,0
1286,0,0,0.55557
1287,0,0,0.064086
1288,0,0,0.31573
1289,0,0,0.46595
1290,0,0,0
1291,0,0,0.64068
1292,0,0,0
1293,0,0,0
1294,0,0,0.34639
1295,0,0,0.64888
1296,0,0,0.046322
1297,0,0,0.41169
1298,0,0,0.49907
1299,0,0,0
1300,0,0,0
1301,0,0,0
1302,0,0,0
1303,0,0,0.54667
1304,0,0,0
1305,0,0,0
1306,0,0,0
1307,0,0,0.68671
1308,0,0,0.45788
1309,0,0,0
1310,0,0,0.45012
1311,0,0,0.59588
1312,0,0,0
1313,0,0,0
1314,0,0,0.41749
1315,0,0,0.65907
1316,0,0,0.26983
1317,0,0,0.42698
1318,0,0,0
1319,0,0,0.52692
1320,0,0,0.70064
1321,0,0,0.4723
1322,0,0,0.22776
1323,0,0,0.54301
1324,0,0,0
1325,0,0,0.38131
1326,0,0,0
1327,0,0,0
1328,0,0,0.87517
1329,0,0,0
1330,0,0,0.47014
1331,0,0,0
1332,0,0,0
1333,0,0,0.50937
1334,0,0,0.35501
1335,0,0,0.44091
1336,0,0,0.19856
1337,0,0,0.16999
1338,0,0,0.89911
1339,0,0,0.038754
1340,0,0,0.62933
1341,0,0,0
1342,0,0,0.23022
1343,0,0,0.60993
1344,0,0,0
1345,1,0,0.44084
1346,0,0,0
1347,0,0,0.59211
1348,0,0,0
1349,0,0,0
1350,0,0,0.53517
1351,0,0,0.85626
1352,0,0,0.37143
1353,0,0,0
1354,0,0,0.2216
1355,0,0,0.38618
1356,0,0,0.28263
1357,0,0,0.47636
1358,0,0,0
1359,0,0,0
1360,0,0,0
1361,0,0,0
1362,0,0,0.19876
1363,0,0,0
1364,0,0,0.28665
1365,0,0,0
1366,0,0,0.2525
1367,0,0,0
1368,0,0,0
1369,1,0,0.44847
1370,0,0,0.34403
1371,0,0,0
1372,0,0,0.30581
1373,0,0,0
1374,0,0,0
1375,0,0,0
1376,0,0,0
1377,0,0,0
1378,0,0,0
1379,0,0,0.27883
1380,0,0,0.32861
1381,0,0,0
1382,0,0,0.68601
1383,0,0,0
1384,0,0,0.82165
1385,0,0,0
1386,0,0,0
1387,0,0,0.35248
1388,0,0,0
1389,0,0,0
1390,0,0,0
1391,1,0,0.50454
1392,0,0,0.42913
1393,0,0,0.29304
1394,0,0,0
1395,0,0,0.23564
1396,0,0,0.25688
1397,0,0,0.67058
1398,0,0,0
1399,0,0,0.43723
1400,0,0,0.49527
1401,1,0,0.64388
1402,0,0,0
1403,0,0,0
1404,0,0,0
1405,0,0,0.44792
1406,0,0,0
1407,0,0,0
1408,0,0,0
1409,0,0,0.2922
1410,0,0,0
1411,0,0,0.60464
1412,0,0,0.37009
1413,0,0,0.49252
1414,0,0,0
1415,0,0,0.59545
1416,1,0,0.66448
1417,0,0,0
1418,0,0,0
1419,0,0,0
1420,0,0,0
1421,0,0,0
1422,0,0,0
1423,0,0,0.48212
1424,0,0,0
1425,0,0,0.61812
