y_1_25,y_2_25,y_3_25,y_4_25,y_5_25,y_6_25,y_7_25,y_8_25,y_mc_hu_25,y_mc_lu_25,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_mc_hu,y_mc_lu
2.4288,2.4443,0,0,0,0,0,0,0,0,2.3976,2.4868,0,0,0,0,0,0,0,0
2.441,2.4462,0,0,0,0,0,0,0,0,2.4131,2.4984,0,0,0,0,0,0,0,0
2.4524,2.4541,0,0,0,0,0,0,0,0,2.4149,2.4968,0,0,0,0,0,0,0,0
2.4478,2.4452,0,0,0,0,0,0,0,0,2.4166,2.5085,0,0,0,0,0,0,0,0
2.4344,2.4786,0,0,0,0,0,0,0,0,2.4387,2.5112,0,0,0,0,0,0,0,0
2.4143,2.4567,0,0,0,0,0,0,0,0,2.4163,2.4903,0,0,0,0,0,0,0,0
2.4349,2.4416,0,0,0,0,0,0,0,0,2.4064,2.5103,0,0,0,0,0,0,0,0
2.4507,2.4383,0,0,0,0,0,0,0,0,2.4054,2.5253,0,0,0,0,0,0,0,0
2.4481,2.4471,0,0,0,0,0,0,0,0,2.3809,2.52,0,0,0,0,0,0,0,0
2.4399,2.4835,0,0,0,0,0,0,0,0,2.3758,2.5162,0,0,0,0,0,0,0,0
2.4341,2.4718,0,0,0,0,0,0,0,0,2.4187,2.5001,0,0,0,0,0,0,0,0
2.4341,2.483,0,0,0,0,0,0,0,0,2.4221,2.5366,0,0,0,0,0,0,0,0
2.4199,2.4842,0,0,0,0,0,0,0,0,2.4172,2.5102,0,0,0,0,0,0,0,0
2.4296,2.4949,0,0,0,0,0,0,0,0,2.4299,2.5257,0,0,0,0,0,0,0,0
2.4313,2.4967,0,0,0,0,0,0,0,0,2.4228,2.5569,0,0,0,0,0,0,0,0
2.4097,2.5029,0,0,0,0,0,0,0,0,2.4398,2.5598,0,0,0,0,0,0,0,0
2.4272,2.4899,0,0,0,0,0,0,0,0,2.4641,2.5671,0,0,0,0,0,0,0,0
2.4432,2.4815,0,0,0,0,0,0,0,0,2.4724,2.5399,0,0,0,0,0,0,0,0
2.4394,2.4875,0,0,0,0,0,0,0,0,2.4615,2.5592,0,0,0,0,0,0,0,0
2.4328,2.5054,0,0,0,0,0,0,0,0,2.4568,2.5607,0,0,0,0,0,0,0,0
2.445,2.5146,0,0,0,0,0,0,0,0,2.47,2.5711,0,0,0,0,0,0,0,0
2.4392,2.5126,0,0,0,0,0,0,0,0,2.4678,2.6271,0,0,0,0,0,0,0,0
2.462,2.509,0,0,0,0,0,0,0,0,2.4336,2.6417,0,0,0,0,0,0,0,0
2.4865,2.4694,0,0,0,0,0,0,0,0,2.4537,2.64,0,0,0,0,0,0,0,0
2.4854,2.4867,0,0,0,0,0,0,0,0,2.4438,2.6143,0,0,0,0,0,0,0,0
2.5053,2.5022,0,0,0,0,0,0,0,0,2.4414,2.5697,0,0,0,0,0,0,0,0
2.4711,2.4995,0,0,0,0,0,0,0,0,2.4159,2.5772,0,0,0,0,0,0,0,0
2.4593,2.4919,0,0,0,0,0,0,0,0,2.4073,2.554,0,0,0,0,0,0,0,0
2.4619,2.4928,0,0,0,0,0,0,0,0,2.4383,2.5449,0,0,0,0,0,0,0,0
2.465,2.5077,0,0,0,0,0,0,0,0,2.4434,2.5575,0,0,0,0,0,0,0,0
2.4697,2.5206,0,0,0,0,0,0,0,0,2.4126,2.563,0,0,0,0,0,0,0,0
2.4779,2.5009,0,0,0,0,0,0,0,0,2.4214,2.5701,0,0,0,0,0,0,0,0
2.4857,2.4896,0,0,0,0,0,0,0,0,2.433,2.574,0,0,0,0,0,0,0,0
2.5005,2.5041,0,0,0,0,0,0,0,0,2.4301,2.5553,0,0,0,0,0,0,0,0
2.4952,2.4965,0,0,0,0,0,0,0,0,2.4186,2.5082,0,0,0,0,0,0,0,0
2.4953,2.5028,0,0,0,0,0,0,0,0,2.4117,2.5186,0,0,0,0,0,0,0,0
2.4884,2.5096,0,0,0,0,0,0,0,0,2.4263,2.5279,0,0,0,0,0,0,0,0
2.4943,2.5143,0,0,0,0,0,0,0,0,2.4262,2.5529,0,0,0,0,0,0,0,0
2.5068,2.52,0,0,0,0,0,0,0,0,2.472,2.5527,0,0,0,0,0,0,0,0
2.5039,2.5145,0,0,0,0,0,0,0,0,2.4741,2.544,0,0,0,0,0,0,0,0
2.4914,2.4893,0,0,0,0,0,0,0,0,2.4559,2.55,0,0,0,0,0,0,0,0
2.4761,2.5153,0,0,0,0,0,0,0,0,2.4333,2.5446,0,0,0,0,0,0,0,0
2.4936,2.4993,0,0,0,0,0,0,0,0,2.4227,2.5426,0,0,0,0,0,0,0,0
2.4952,2.5005,0,0,0,0,0,0,0,0,2.4394,2.5611,0,0,0,0,0,0,0,0
2.5227,2.5166,0,0,0,0,0,0,0,0,2.4324,2.599,0,0,0,0,0,0,0,0
2.5138,2.5258,0,0,0,0,0,0,0,0,2.4483,2.6042,0,0,0,0,0,0,0,0
2.5175,2.5495,0,0,0,0,0,0,0,0,2.4357,2.5762,0,0,0,0,0,0,0,0
2.5198,2.548,0,0,0,0,0,0,0,0,2.433,2.571,0,0,0,0,0,0,0,0
2.5039,2.5461,0,0,0,0,0,0,0,0,2.4471,2.5731,0,0,0,0,0,0,0,0
2.5023,2.5482,0,0,0,0,0,0,0,0,2.4416,2.5634,0,0,0,0,0,0,0,0
2.4986,2.537,0,0,0,0,0,0,0,0,2.4586,2.5541,0,0,0,0,0,0,0,0
2.5069,2.5294,0,0,0,0,0,0,0,0,2.4597,2.5556,0,0,0,0,0,0,0,0
2.5152,2.539,0,0,0,0,0,0,0,0,2.4783,2.5475,0,0,0,0,0,0,0,0
2.5154,2.5364,0,0,0,0,0,0,0,0,2.4423,2.5787,0,0,0,0,0,0,0,0
2.5225,2.5243,0,0,0,0,0,0,0,0,2.4607,2.5958,0,0,0,0,0,0,0,0
2.5073,2.4962,0,0,0,0,0,0,0,0,2.4572,2.5736,0,0,0,0,0,0,0,0
2.5195,2.5173,0,0,0,0,0,0,0,0,2.4889,2.5936,0,0,0,0,0,0,0,0
2.5203,2.5157,0,0,0,0,0,0,0,0,2.4951,2.5971,0,0,0,0,0,0,0,0
2.5163,2.5164,0,0,0,0,0,0,0,0,2.4519,2.5841,0,0,0,0,0,0,0,0
2.5,2.4897,0,0,0,0,0,0,0,0,2.4666,2.5963,0,0,0,0,0,0,0,0
2.4917,2.5053,0,0,0,0,0,0,0,0,2.4513,2.5946,0,0,0,0,0,0,0,0
2.5198,2.518,0,0,0,0,0,0,0,0,2.4466,2.6414,0,0,0,0,0,0,0,0
2.5075,2.5542,0,0,0,0,0,0,0,0,2.452,2.6206,0,0,0,0,0,0,0,0
2.503,2.5626,0,0,0,0,0,0,0,0,2.4548,2.6048,0,0,0,0,0,0,0,0
2.4798,2.547,0,0,0,0,0,0,0,0,2.4447,2.5967,0,0,0,0,0,0,0,0
2.5034,2.5616,0,0,0,0,0,0,0,0,2.4631,2.5888,0,0,0,0,0,0,0,0
2.5173,2.5457,0,0,0,0,0,0,0,0,2.4835,2.595,0,0,0,0,0,0,0,0
2.5153,2.5484,0,0,0,0,0,0,0,0,2.4643,2.615,0,0,0,0,0,0,0,0
2.492,2.5502,0,0,0,0,0,0,0,0,2.4841,2.6299,0,0,0,0,0,0,0,0
2.5117,2.5727,0,0,0,0,0,0,0,0,2.468,2.6458,0,0,0,0,0,0,0,0
2.5075,2.5677,0,0,0,0,0,0,0,0,2.4652,2.6664,0,0,0,0,0,0,0,0
2.5309,2.5717,0,0,0,0,0,0,0,0,2.4615,2.6744,0,0,0,0,0,0,0,0
2.5324,2.5637,0,0,0,0,0,0,0,0,2.4975,2.6556,0,0,0,0,0,0,0,0
2.5539,2.571,0,0,0,0,0,0,0,0,2.4792,2.6529,0,0,0,0,0,0,0,0
2.5647,2.5589,0,0,0,0,0,0,0,0,2.4866,2.6337,0,0,0,0,0,0,0,0
2.5651,2.545,0,0,0,0,0,0,0,0,2.4842,2.6351,0,0,0,0,0,0,0,0
2.5472,2.5068,0,0,0,0,0,0,0,0,2.5076,2.6091,0,0,0,0,0,0,0,0
2.5464,2.5225,0,0,0,0,0,0,0,0,2.4974,2.5878,0,0,0,0,0,0,0,0
2.5665,2.543,0,0,0,0,0,0,0,0,2.476,2.637,0,0,0,0,0,0,0,0
2.5509,2.5439,0,0,0,0,0,0,0,0,2.4987,2.6226,0,0,0,0,0,0,0,0
2.5377,2.5253,0,0,0,0,0,0,0,0,2.5155,2.6081,0,0,0,0,0,0,0,0
2.5495,2.5165,0,0,0,0,0,0,0,0,2.4837,2.5902,0,0,0,0,0,0,0,0
2.5527,2.5447,0,0,0,0,0,0,0,0,2.484,2.61,0,0,0,0,0,0,0,0
2.5449,2.5617,0,0,0,0,0,0,0,0,2.4947,2.6321,0,0,0,0,0,0,0,0
2.5544,2.5779,0,0,0,0,0,0,0,0,2.5053,2.6346,0,0,0,0,0,0,0,0
2.5621,2.5758,0,0,0,0,0,0,0,0,2.4998,2.6291,0,0,0,0,0,0,0,0
2.5582,2.5875,0,0,0,0,0,0,0,0,2.4461,2.624,0,0,0,0,0,0,0,0
2.5494,2.5813,0,0,0,0,0,0,0,0,2.4482,2.649,0,0,0,0,0,0,0,0
2.5809,2.5822,0,0,0,0,0,0,0,0,2.455,2.6317,0,0,0,0,0,0,0,0
2.5623,2.5822,0,0,0,0,0,0,0,0,2.4603,2.5951,0,0,0,0,0,0,0,0
2.5566,2.5855,0,0,0,0,0,0,0,0,2.4671,2.6017,0,0,0,0,0,0,0,0
2.5801,2.5813,0,0,0,0,0,0,0,0,2.4882,2.5825,0,0,0,0,0,0,0,0
2.5858,2.5715,0,0,0,0,0,0,0,0,2.4629,2.6276,0,0,0,0,0,0,0,0
2.5697,2.5825,0,0,0,0,0,0,0,0,2.4651,2.6347,0,0,0,0,0,0,0,0
2.5704,2.5915,0,0,0,0,0,0,0,0,2.4311,2.6145,0,0,0,0,0,0,0,0
2.5713,2.6027,0,0,0,0,0,0,0,0,2.4222,2.6056,0,0,0,0,0,0,0,0
2.5748,2.6175,0,0,0,0,0,0,0,0,2.4561,2.6183,0,0,0,0,0,0,0,0
2.5831,2.6092,0,0,0,0,0,0,0,0,2.4585,2.6464,0,0,0,0,0,0,0,0
2.5662,2.6006,0,0,0,0,0,0,0,0,2.4944,2.6637,0,0,0,0,0,0,0,0
2.5765,2.608,0,0,0,0,0,0,0,0,2.4793,2.666,0,0,0,0,0,0,0,0
2.5897,2.6134,0,0,0,0,0,0,0,0,2.5181,2.6828,0,0,0,0,0,0,0,0
2.5929,2.6118,0,0,0,0,0,0,0,0,2.5167,2.6727,0,0,0,0,0,0,0,0
2.5876,2.5951,0,0,0,0,0,0,0,0,2.4741,2.6476,0,0,0,0,0,0,0,0
2.5947,2.6013,0,0,0,0,0,0,0,0,2.494,2.6505,0,0,0,0,0,0,0,0
2.58,2.6084,0,0,0,0,0,0,0,0,2.4848,2.7154,0,0,0,0,0,0,0,0
2.5747,2.6191,0,0,0,0,0,0,0,0,2.4945,2.7117,0,0,0,0,0,0,0,0
2.6031,2.6241,0,0,0,0,0,0,0,0,2.5126,2.7215,0,0,0,0,0,0,0,0
2.5944,2.6002,0,0,0,0,0,0,0,0,2.4907,2.7112,0,0,0,0,0,0,0,0
2.5957,2.5932,0,0,0,0,0,0,0,0,2.5242,2.7201,0,0,0,0,0,0,0,0
2.6019,2.5731,0,0,0,0,0,0,0,0,2.5095,2.7002,0,0,0,0,0,0,0,0
2.6076,2.5722,0,0,0,0,0,0,0,0,2.5052,2.711,0,0,0,0,0,0,0,0
2.6087,2.5742,0,0,0,0,0,0,0,0,2.5338,2.7224,0,0,0,0,0,0,0,0
2.6104,2.5891,0,0,0,0,0,0,0,0,2.5041,2.7374,0,0,0,0,0,0,0,0
2.6108,2.5936,0,0,0,0,0,0,0,0,2.508,2.7622,0,0,0,0,0,0,0,0
2.6199,2.5882,0,0,0,0,0,0,0,0,2.5394,2.7299,0,0,0,0,0,0,0,0
2.6195,2.5867,0,0,0,0,0,0,0,0,2.5533,2.7255,0,0,0,0,0,0,0,0
2.617,2.5935,0,0,0,0,0,0,0,0,2.5644,2.7197,0,0,0,0,0,0,0,0
2.6067,2.5867,0,0,0,0,0,0,0,0,2.5349,2.728,0,0,0,0,0,0,0,0
2.5993,2.5944,0,0,0,0,0,0,0,0,2.5133,2.7487,0,0,0,0,0,0,0,0
2.5917,2.5884,0,0,0,0,0,0,0,0,2.4986,2.7373,0,0,0,0,0,0,0,0
2.5885,2.5853,0,0,0,0,0,0,0,0,2.4985,2.7255,0,0,0,0,0,0,0,0
2.5707,2.5831,0,0,0,0,0,0,0,0,2.4926,2.738,0,0,0,0,0,0,0,0
2.5737,2.5636,0,0,0,0,0,0,0,0,2.4956,2.691,0,0,0,0,0,0,0,0
2.5712,2.5899,0,0,0,0,0,0,0,0,2.4959,2.6824,0,0,0,0,0,0,0,0
2.5562,2.5737,0,0,0,0,0,0,0,0,2.4972,2.7107,0,0,0,0,0,0,0,0
2.5785,2.5687,0,0,0,0,0,0,0,0,2.5179,2.7345,0,0,0,0,0,0,0,0
2.5866,2.5836,0,0,0,0,0,0,0,0,2.5716,2.7182,0,0,0,0,0,0,0,0
2.5865,2.612,0,0,0,0,0,0,0,0,2.5575,2.7165,0,0,0,0,0,0,0,0
2.6195,2.5847,0,0,0,0,0,0,0,0,2.5689,2.7277,0,0,0,0,0,0,0,0
2.6202,2.5894,0,0,0,0,0,0,0,0,2.5486,2.7463,0,0,0,0,0,0,0,0
2.6346,2.6165,0,0,0,0,0,0,0,0,2.5175,2.7408,0,0,0,0,0,0,0,0
2.6208,2.6271,0,0,0,0,0,0,0,0,2.5088,2.7653,0,0,0,0,0,0,0,0
2.6055,2.6022,0,0,0,0,0,0,0,0,2.5013,2.7648,0,0,0,0,0,0,0,0
2.6322,2.6154,0,0,0,0,0,0,0,0,2.506,2.7612,0,0,0,0,0,0,0,0
2.6471,2.6502,0,0,0,0,0,0,0,0,2.4916,2.7448,0,0,0,0,0,0,0,0
2.6342,2.6384,0,0,0,0,0,0,0,0,2.5248,2.7781,0,0,0,0,0,0,0,0
2.6333,2.6195,0,0,0,0,0,0,0,0,2.5336,2.7836,0,0,0,0,0,0,0,0
2.6207,2.6198,0,0,0,0,0,0,0,0,2.5325,2.7839,0,0,0,0,0,0,0,0
2.6063,2.6118,0,0,0,0,0,0,0,0,2.5526,2.775,0,0,0,0,0,0,0,0
2.5943,2.6237,0,0,0,0,0,0,0,0,2.5706,2.7934,0,0,0,0,0,0,0,0
2.6157,2.6288,0,0,0,0,0,0,0,0,2.5621,2.7423,0,0,0,0,0,0,0,0
2.6072,2.6232,0,0,0,0,0,0,0,0,2.5788,2.7381,0,0,0,0,0,0,0,0
2.5951,2.6175,0,0,0,0,0,0,0,0,2.5575,2.739,0,0,0,0,0,0,0,0
2.6031,2.6524,0,0,0,0,0,0,0,0,2.5732,2.7165,0,0,0,0,0,0,0,0
2.607,2.669,0,0,0,0,0,0,0,0,2.5584,2.7305,0,0,0,0,0,0,0,0
2.6082,2.6627,0,0,0,0,0,0,0,0,2.5532,2.7322,0,0,0,0,0,0,0,0
2.6213,2.6518,0,0,0,0,0,0,0,0,2.5596,2.7235,0,0,0,0,0,0,0,0
2.6095,2.6662,0,0,0,0,0,0,0,0,2.5657,2.7236,0,0,0,0,0,0,0,0
2.5887,2.6598,0,0,0,0,0,0,0,0,2.5438,2.76,0,0,0,0,0,0,0,0
2.6126,2.6508,0,0,0,0,0,0,0,0,2.5782,2.7772,0,0,0,0,0,0,0,0
2.6066,2.6342,0,0,0,0,0,0,0,0,2.5317,2.7699,0,0,0,0,0,0,0,0
2.6185,2.6208,0,0,0,0,0,0,0,0,2.5494,2.8083,0,0,0,0,0,0,0,0
2.6296,2.6392,0,0,0,0,0,0,0,0,2.5398,2.78,0,0,0,0,0,0,0,0
2.6399,2.6618,0,0,0,0,0,0,0,0,2.5452,2.7518,0,0,0,0,0,0,0,0
2.6519,2.6551,0,0,0,0,0,0,0,0,2.5341,2.7316,0,0,0,0,0,0,0,0
2.6811,2.6494,0,0,0,0,0,0,0,0,2.5425,2.7426,0,0,0,0,0,0,0,0
2.6594,2.6434,0,0,0,0,0,0,0,0,2.538,2.7328,0,0,0,0,0,0,0,0
2.6566,2.6688,0,0,0,0,0,0,0,0,2.5516,2.7239,0,0,0,0,0,0,0,0
2.6588,2.6602,0,0,0,0,0,0,0,0,2.5761,2.7492,0,0,0,0,0,0,0,0
2.6607,2.6603,0,0,0,0,0,0,0,0,2.5785,2.7428,0,0,0,0,0,0,0,0
2.6466,2.664,0,0,0,0,0,0,0,0,2.5852,2.764,0,0,0,0,0,0,0,0
2.6191,2.6572,0,0,0,0,0,0,0,0,2.5643,2.78,0,0,0,0,0,0,0,0
2.6307,2.6571,0,0,0,0,0,0,0,0,2.5693,2.7495,0,0,0,0,0,0,0,0
2.6383,2.6715,0,0,0,0,0,0,0,0,2.5952,2.7785,0,0,0,0,0,0,0,0
2.6305,2.6794,0,0,0,0,0,0,0,0,2.5671,2.7922,0,0,0,0,0,0,0,0
2.6371,2.676,0,0,0,0,0,0,0,0,2.5767,2.7845,0,0,0,0,0,0,0,0
2.6393,2.6605,0,0,0,0,0,0,0,0,2.5697,2.7923,0,0,0,0,0,0,0,0
2.6529,2.6776,0,0,0,0,0,0,0,0,2.5466,2.8069,0,0,0,0,0,0,0,0
2.6393,2.6843,0,0,0,0,0,0,0,0,2.6216,2.8121,0,0,0,0,0,0,0,0
2.647,2.6914,0,0,0,0,0,0,0,0,2.596,2.8376,0,0,0,0,0,0,0,0
2.6247,2.7074,0,0,0,0,0,0,0,0,2.6114,2.8172,0,0,0,0,0,0,0,0
2.6225,2.7236,0,0,0,0,0,0,0,0,2.5801,2.798,0,0,0,0,0,0,0,0
