pcorrect_x_fit,pcorrect_y_fit
30.669,0.96605
30.72,0.96624
30.771,0.96643
30.822,0.96662
30.874,0.96681
30.925,0.967
30.976,0.96718
31.027,0.96737
31.078,0.96755
31.13,0.96774
31.181,0.96792
31.232,0.9681
31.283,0.96828
31.334,0.96846
31.386,0.96864
31.437,0.96882
31.488,0.96899
31.539,0.96917
31.59,0.96935
31.642,0.96952
31.693,0.96969
31.744,0.96986
31.795,0.97004
31.846,0.97021
31.898,0.97038
31.949,0.97054
32,0.97071
32.051,0.97088
32.102,0.97104
32.154,0.97121
32.205,0.97137
32.256,0.97154
32.307,0.9717
32.358,0.97186
32.41,0.97202
32.461,0.97218
32.512,0.97234
32.563,0.9725
32.614,0.97266
32.666,0.97281
32.717,0.97297
32.768,0.97312
32.819,0.97328
32.87,0.97343
32.922,0.97358
32.973,0.97373
33.024,0.97388
33.075,0.97403
33.126,0.97418
33.178,0.97433
33.229,0.97448
33.28,0.97463
33.331,0.97477
33.382,0.97492
33.434,0.97506
33.485,0.9752
33.536,0.97535
33.587,0.97549
33.638,0.97563
33.69,0.97577
33.741,0.97591
33.792,0.97605
33.843,0.97619
33.894,0.97633
33.946,0.97646
33.997,0.9766
34.048,0.97673
34.099,0.97687
34.15,0.977
34.202,0.97714
34.253,0.97727
34.304,0.9774
34.355,0.97753
34.406,0.97766
34.458,0.97779
34.509,0.97792
34.56,0.97805
34.611,0.97817
34.662,0.9783
34.714,0.97843
34.765,0.97855
34.816,0.97868
34.867,0.9788
34.918,0.97893
34.97,0.97905
35.021,0.97917
35.072,0.97929
35.123,0.97941
35.174,0.97953
35.226,0.97965
35.277,0.97977
35.328,0.97989
35.379,0.98001
35.43,0.98012
35.482,0.98024
35.533,0.98035
35.584,0.98047
35.635,0.98058
35.686,0.9807
35.738,0.98081
35.789,0.98092
35.84,0.98103
35.891,0.98115
35.942,0.98126
35.994,0.98137
36.045,0.98148
36.096,0.98158
36.147,0.98169
36.198,0.9818
36.25,0.98191
36.301,0.98201
36.352,0.98212
36.403,0.98222
36.454,0.98233
36.506,0.98243
36.557,0.98254
36.608,0.98264
36.659,0.98274
36.71,0.98284
36.762,0.98294
36.813,0.98304
36.864,0.98314
36.915,0.98324
36.966,0.98334
37.018,0.98344
37.069,0.98354
37.12,0.98364
37.171,0.98373
37.222,0.98383
37.274,0.98393
37.325,0.98402
37.376,0.98412
37.427,0.98421
37.478,0.9843
37.53,0.9844
37.581,0.98449
37.632,0.98458
37.683,0.98467
37.734,0.98476
37.786,0.98485
37.837,0.98494
37.888,0.98503
37.939,0.98512
37.99,0.98521
38.042,0.9853
38.093,0.98539
38.144,0.98547
38.195,0.98556
38.246,0.98565
38.298,0.98573
38.349,0.98582
38.4,0.9859
38.451,0.98599
38.502,0.98607
38.554,0.98615
38.605,0.98623
38.656,0.98632
38.707,0.9864
38.758,0.98648
38.81,0.98656
38.861,0.98664
38.912,0.98672
38.963,0.9868
39.014,0.98688
39.066,0.98696
39.117,0.98704
39.168,0.98711
39.219,0.98719
39.27,0.98727
39.322,0.98734
39.373,0.98742
39.424,0.9875
39.475,0.98757
39.526,0.98765
39.578,0.98772
39.629,0.98779
39.68,0.98787
39.731,0.98794
39.782,0.98801
39.834,0.98809
39.885,0.98816
39.936,0.98823
39.987,0.9883
40.038,0.98837
40.09,0.98844
40.141,0.98851
40.192,0.98858
40.243,0.98865
40.294,0.98872
40.346,0.98878
40.397,0.98885
40.448,0.98892
40.499,0.98899
40.55,0.98905
40.602,0.98912
40.653,0.98919
40.704,0.98925
40.755,0.98932
40.806,0.98938
40.858,0.98944
40.909,0.98951
40.96,0.98957
41.011,0.98964
41.062,0.9897
41.114,0.98976
41.165,0.98982
41.216,0.98989
41.267,0.98995
41.318,0.99001
41.37,0.99007
41.421,0.99013
41.472,0.99019
41.523,0.99025
41.574,0.99031
41.626,0.99037
41.677,0.99043
41.728,0.99048
41.779,0.99054
41.83,0.9906
41.882,0.99066
41.933,0.99071
41.984,0.99077
42.035,0.99083
42.086,0.99088
42.138,0.99094
42.189,0.99099
42.24,0.99105
42.291,0.9911
42.342,0.99116
42.394,0.99121
42.445,0.99127
42.496,0.99132
42.547,0.99137
42.598,0.99143
42.65,0.99148
42.701,0.99153
42.752,0.99158
42.803,0.99163
42.854,0.99169
42.906,0.99174
42.957,0.99179
43.008,0.99184
43.059,0.99189
43.11,0.99194
43.162,0.99199
43.213,0.99204
43.264,0.99208
43.315,0.99213
43.366,0.99218
43.418,0.99223
43.469,0.99228
43.52,0.99233
43.571,0.99237
43.622,0.99242
43.674,0.99247
43.725,0.99251
43.776,0.99256
43.827,0.99261
43.878,0.99265
43.93,0.9927
43.981,0.99274
44.032,0.99279
44.083,0.99283
44.134,0.99287
44.186,0.99292
44.237,0.99296
44.288,0.99301
44.339,0.99305
44.39,0.99309
44.442,0.99314
44.493,0.99318
44.544,0.99322
44.595,0.99326
44.646,0.9933
44.698,0.99335
44.749,0.99339
44.8,0.99343
44.851,0.99347
44.902,0.99351
44.954,0.99355
45.005,0.99359
45.056,0.99363
45.107,0.99367
45.158,0.99371
45.21,0.99375
45.261,0.99379
45.312,0.99383
45.363,0.99386
45.414,0.9939
45.466,0.99394
45.517,0.99398
45.568,0.99401
45.619,0.99405
45.67,0.99409
45.722,0.99413
45.773,0.99416
45.824,0.9942
45.875,0.99424
45.926,0.99427
45.978,0.99431
46.029,0.99434
46.08,0.99438
46.131,0.99441
46.182,0.99445
46.234,0.99448
46.285,0.99452
46.336,0.99455
46.387,0.99459
46.438,0.99462
46.49,0.99465
46.541,0.99469
46.592,0.99472
46.643,0.99475
46.694,0.99479
46.746,0.99482
46.797,0.99485
46.848,0.99488
46.899,0.99492
46.95,0.99495
47.002,0.99498
47.053,0.99501
47.104,0.99504
47.155,0.99507
47.206,0.9951
47.258,0.99514
47.309,0.99517
47.36,0.9952
47.411,0.99523
47.462,0.99526
47.514,0.99529
47.565,0.99532
47.616,0.99535
47.667,0.99538
47.718,0.9954
47.77,0.99543
47.821,0.99546
47.872,0.99549
47.923,0.99552
47.974,0.99555
48.026,0.99558
48.077,0.9956
48.128,0.99563
48.179,0.99566
48.23,0.99569
48.282,0.99571
48.333,0.99574
48.384,0.99577
48.435,0.99579
48.486,0.99582
48.538,0.99585
48.589,0.99587
48.64,0.9959
48.691,0.99593
48.742,0.99595
48.794,0.99598
48.845,0.996
48.896,0.99603
48.947,0.99605
48.998,0.99608
49.05,0.9961
49.101,0.99613
49.152,0.99615
49.203,0.99618
49.254,0.9962
49.306,0.99623
49.357,0.99625
49.408,0.99627
49.459,0.9963
49.51,0.99632
49.562,0.99634
49.613,0.99637
49.664,0.99639
49.715,0.99641
49.766,0.99644
49.818,0.99646
49.869,0.99648
49.92,0.9965
49.971,0.99653
50.022,0.99655
50.074,0.99657
50.125,0.99659
50.176,0.99661
50.227,0.99664
50.278,0.99666
50.33,0.99668
50.381,0.9967
50.432,0.99672
50.483,0.99674
50.534,0.99676
50.586,0.99678
50.637,0.9968
50.688,0.99683
50.739,0.99685
50.79,0.99687
50.842,0.99689
50.893,0.99691
50.944,0.99693
50.995,0.99695
51.046,0.99696
51.098,0.99698
51.149,0.997
51.2,0.99702
