y_1_25,y_2_25,y_3_25,y_4_25,y_5_25,y_6_25,y_7_25,y_8_25,y_mc_hu_25,y_mc_lu_25,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_mc_hu,y_mc_lu
2.2263,2.286,0,0,0,0,0,0,0,0,2.1905,2.315,0,0,0,0,0,0,0,0
2.2347,2.2688,0,0,0,0,0,0,0,0,2.1895,2.2999,0,0,0,0,0,0,0,0
2.2247,2.2688,0,0,0,0,0,0,0,0,2.1744,2.2993,0,0,0,0,0,0,0,0
2.2527,2.2828,0,0,0,0,0,0,0,0,2.1741,2.2693,0,0,0,0,0,0,0,0
2.2497,2.2758,0,0,0,0,0,0,0,0,2.1625,2.2261,0,0,0,0,0,0,0,0
2.2491,2.2716,0,0,0,0,0,0,0,0,2.2001,2.268,0,0,0,0,0,0,0,0
2.2476,2.262,0,0,0,0,0,0,0,0,2.1455,2.2763,0,0,0,0,0,0,0,0
2.2596,2.2829,0,0,0,0,0,0,0,0,2.1713,2.2665,0,0,0,0,0,0,0,0
2.2372,2.2672,0,0,0,0,0,0,0,0,2.1983,2.2773,0,0,0,0,0,0,0,0
2.2182,2.285,0,0,0,0,0,0,0,0,2.1967,2.2903,0,0,0,0,0,0,0,0
2.1897,2.2961,0,0,0,0,0,0,0,0,2.2421,2.2556,0,0,0,0,0,0,0,0
2.2011,2.2745,0,0,0,0,0,0,0,0,2.2415,2.2491,0,0,0,0,0,0,0,0
2.207,2.2474,0,0,0,0,0,0,0,0,2.2509,2.2609,0,0,0,0,0,0,0,0
2.2304,2.2308,0,0,0,0,0,0,0,0,2.2583,2.2454,0,0,0,0,0,0,0,0
2.2533,2.2316,0,0,0,0,0,0,0,0,2.2569,2.2759,0,0,0,0,0,0,0,0
2.2734,2.2604,0,0,0,0,0,0,0,0,2.2227,2.2984,0,0,0,0,0,0,0,0
2.2801,2.2793,0,0,0,0,0,0,0,0,2.2264,2.2824,0,0,0,0,0,0,0,0
2.2974,2.2767,0,0,0,0,0,0,0,0,2.2478,2.2709,0,0,0,0,0,0,0,0
2.3026,2.288,0,0,0,0,0,0,0,0,2.2573,2.2934,0,0,0,0,0,0,0,0
2.2743,2.2923,0,0,0,0,0,0,0,0,2.242,2.3068,0,0,0,0,0,0,0,0
2.261,2.2773,0,0,0,0,0,0,0,0,2.2407,2.301,0,0,0,0,0,0,0,0
2.265,2.2851,0,0,0,0,0,0,0,0,2.2637,2.3085,0,0,0,0,0,0,0,0
2.2756,2.2667,0,0,0,0,0,0,0,0,2.2625,2.3376,0,0,0,0,0,0,0,0
2.2763,2.2644,0,0,0,0,0,0,0,0,2.296,2.3611,0,0,0,0,0,0,0,0
2.2653,2.2857,0,0,0,0,0,0,0,0,2.2758,2.3751,0,0,0,0,0,0,0,0
2.2702,2.2902,0,0,0,0,0,0,0,0,2.2471,2.3579,0,0,0,0,0,0,0,0
2.2501,2.3269,0,0,0,0,0,0,0,0,2.2373,2.376,0,0,0,0,0,0,0,0
2.2484,2.3089,0,0,0,0,0,0,0,0,2.2645,2.3771,0,0,0,0,0,0,0,0
2.2581,2.3056,0,0,0,0,0,0,0,0,2.2716,2.3831,0,0,0,0,0,0,0,0
2.2582,2.3012,0,0,0,0,0,0,0,0,2.2762,2.3904,0,0,0,0,0,0,0,0
2.262,2.3113,0,0,0,0,0,0,0,0,2.235,2.4147,0,0,0,0,0,0,0,0
2.2726,2.3038,0,0,0,0,0,0,0,0,2.2505,2.4212,0,0,0,0,0,0,0,0
2.2694,2.3075,0,0,0,0,0,0,0,0,2.2494,2.4043,0,0,0,0,0,0,0,0
2.2871,2.2856,0,0,0,0,0,0,0,0,2.258,2.385,0,0,0,0,0,0,0,0
2.293,2.2914,0,0,0,0,0,0,0,0,2.2428,2.3396,0,0,0,0,0,0,0,0
2.3266,2.2845,0,0,0,0,0,0,0,0,2.2309,2.3474,0,0,0,0,0,0,0,0
2.3066,2.2765,0,0,0,0,0,0,0,0,2.2483,2.357,0,0,0,0,0,0,0,0
2.325,2.3039,0,0,0,0,0,0,0,0,2.2708,2.3531,0,0,0,0,0,0,0,0
2.3382,2.3079,0,0,0,0,0,0,0,0,2.2589,2.3469,0,0,0,0,0,0,0,0
2.341,2.2975,0,0,0,0,0,0,0,0,2.2763,2.3458,0,0,0,0,0,0,0,0
2.3273,2.31,0,0,0,0,0,0,0,0,2.2521,2.3211,0,0,0,0,0,0,0,0
2.3263,2.3084,0,0,0,0,0,0,0,0,2.2489,2.3294,0,0,0,0,0,0,0,0
2.338,2.318,0,0,0,0,0,0,0,0,2.2267,2.3386,0,0,0,0,0,0,0,0
2.2988,2.312,0,0,0,0,0,0,0,0,2.2487,2.3378,0,0,0,0,0,0,0,0
2.3362,2.3215,0,0,0,0,0,0,0,0,2.2751,2.3402,0,0,0,0,0,0,0,0
2.3147,2.301,0,0,0,0,0,0,0,0,2.3014,2.303,0,0,0,0,0,0,0,0
2.3205,2.3293,0,0,0,0,0,0,0,0,2.2762,2.328,0,0,0,0,0,0,0,0
2.3012,2.3496,0,0,0,0,0,0,0,0,2.3182,2.3591,0,0,0,0,0,0,0,0
2.3001,2.3452,0,0,0,0,0,0,0,0,2.351,2.3755,0,0,0,0,0,0,0,0
2.3084,2.3458,0,0,0,0,0,0,0,0,2.3438,2.4101,0,0,0,0,0,0,0,0
2.3221,2.3221,0,0,0,0,0,0,0,0,2.3455,2.4008,0,0,0,0,0,0,0,0
2.3241,2.3267,0,0,0,0,0,0,0,0,2.3612,2.377,0,0,0,0,0,0,0,0
2.3112,2.3159,0,0,0,0,0,0,0,0,2.3779,2.3839,0,0,0,0,0,0,0,0
2.3145,2.3329,0,0,0,0,0,0,0,0,2.3568,2.4117,0,0,0,0,0,0,0,0
2.2895,2.3488,0,0,0,0,0,0,0,0,2.34,2.4054,0,0,0,0,0,0,0,0
2.2737,2.3291,0,0,0,0,0,0,0,0,2.3081,2.3969,0,0,0,0,0,0,0,0
2.2944,2.3183,0,0,0,0,0,0,0,0,2.2947,2.4221,0,0,0,0,0,0,0,0
2.2924,2.3334,0,0,0,0,0,0,0,0,2.3219,2.3763,0,0,0,0,0,0,0,0
2.2842,2.35,0,0,0,0,0,0,0,0,2.2999,2.359,0,0,0,0,0,0,0,0
2.2958,2.3443,0,0,0,0,0,0,0,0,2.2769,2.359,0,0,0,0,0,0,0,0
2.3086,2.3646,0,0,0,0,0,0,0,0,2.2312,2.3692,0,0,0,0,0,0,0,0
2.2922,2.3652,0,0,0,0,0,0,0,0,2.2742,2.359,0,0,0,0,0,0,0,0
2.3264,2.3697,0,0,0,0,0,0,0,0,2.2711,2.3578,0,0,0,0,0,0,0,0
2.3379,2.3617,0,0,0,0,0,0,0,0,2.2613,2.3764,0,0,0,0,0,0,0,0
2.3577,2.3456,0,0,0,0,0,0,0,0,2.2667,2.4091,0,0,0,0,0,0,0,0
2.3635,2.3195,0,0,0,0,0,0,0,0,2.2804,2.4041,0,0,0,0,0,0,0,0
2.3986,2.3343,0,0,0,0,0,0,0,0,2.3033,2.3739,0,0,0,0,0,0,0,0
2.3727,2.3135,0,0,0,0,0,0,0,0,2.3112,2.4243,0,0,0,0,0,0,0,0
2.3631,2.3392,0,0,0,0,0,0,0,0,2.3041,2.4134,0,0,0,0,0,0,0,0
2.3784,2.3433,0,0,0,0,0,0,0,0,2.2921,2.4152,0,0,0,0,0,0,0,0
2.355,2.3354,0,0,0,0,0,0,0,0,2.349,2.4286,0,0,0,0,0,0,0,0
2.3675,2.3368,0,0,0,0,0,0,0,0,2.3449,2.4078,0,0,0,0,0,0,0,0
2.3477,2.3602,0,0,0,0,0,0,0,0,2.343,2.4094,0,0,0,0,0,0,0,0
2.3316,2.3336,0,0,0,0,0,0,0,0,2.3415,2.4023,0,0,0,0,0,0,0,0
2.3309,2.3455,0,0,0,0,0,0,0,0,2.3771,2.4039,0,0,0,0,0,0,0,0
2.3426,2.3563,0,0,0,0,0,0,0,0,2.3834,2.4018,0,0,0,0,0,0,0,0
2.349,2.378,0,0,0,0,0,0,0,0,2.3598,2.4103,0,0,0,0,0,0,0,0
2.3661,2.345,0,0,0,0,0,0,0,0,2.337,2.421,0,0,0,0,0,0,0,0
2.3661,2.356,0,0,0,0,0,0,0,0,2.3056,2.4221,0,0,0,0,0,0,0,0
2.3881,2.3698,0,0,0,0,0,0,0,0,2.297,2.4186,0,0,0,0,0,0,0,0
2.3832,2.3725,0,0,0,0,0,0,0,0,2.313,2.405,0,0,0,0,0,0,0,0
2.382,2.3546,0,0,0,0,0,0,0,0,2.3234,2.4063,0,0,0,0,0,0,0,0
2.3549,2.3517,0,0,0,0,0,0,0,0,2.3123,2.4128,0,0,0,0,0,0,0,0
2.3607,2.3211,0,0,0,0,0,0,0,0,2.3208,2.438,0,0,0,0,0,0,0,0
2.3417,2.3511,0,0,0,0,0,0,0,0,2.3123,2.4476,0,0,0,0,0,0,0,0
2.3544,2.3522,0,0,0,0,0,0,0,0,2.3153,2.4389,0,0,0,0,0,0,0,0
2.3746,2.3534,0,0,0,0,0,0,0,0,2.287,2.496,0,0,0,0,0,0,0,0
2.3834,2.3623,0,0,0,0,0,0,0,0,2.2897,2.4549,0,0,0,0,0,0,0,0
2.3831,2.3733,0,0,0,0,0,0,0,0,2.2849,2.433,0,0,0,0,0,0,0,0
2.3926,2.3746,0,0,0,0,0,0,0,0,2.2642,2.4521,0,0,0,0,0,0,0,0
2.3798,2.3517,0,0,0,0,0,0,0,0,2.326,2.4485,0,0,0,0,0,0,0,0
2.3885,2.3476,0,0,0,0,0,0,0,0,2.35,2.4597,0,0,0,0,0,0,0,0
2.3704,2.3556,0,0,0,0,0,0,0,0,2.3613,2.4554,0,0,0,0,0,0,0,0
2.3799,2.3652,0,0,0,0,0,0,0,0,2.3427,2.4522,0,0,0,0,0,0,0,0
2.3767,2.3418,0,0,0,0,0,0,0,0,2.3316,2.4391,0,0,0,0,0,0,0,0
2.3944,2.3847,0,0,0,0,0,0,0,0,2.344,2.4202,0,0,0,0,0,0,0,0
2.3959,2.3524,0,0,0,0,0,0,0,0,2.3294,2.4492,0,0,0,0,0,0,0,0
2.3954,2.3587,0,0,0,0,0,0,0,0,2.3155,2.4377,0,0,0,0,0,0,0,0
2.4111,2.372,0,0,0,0,0,0,0,0,2.2886,2.4294,0,0,0,0,0,0,0,0
2.3882,2.3818,0,0,0,0,0,0,0,0,2.2828,2.3836,0,0,0,0,0,0,0,0
2.3783,2.3775,0,0,0,0,0,0,0,0,2.3097,2.4006,0,0,0,0,0,0,0,0
2.3835,2.3835,0,0,0,0,0,0,0,0,2.3051,2.3575,0,0,0,0,0,0,0,0
2.3675,2.3943,0,0,0,0,0,0,0,0,2.2975,2.3899,0,0,0,0,0,0,0,0
2.3737,2.3927,0,0,0,0,0,0,0,0,2.3022,2.4009,0,0,0,0,0,0,0,0
2.3616,2.3799,0,0,0,0,0,0,0,0,2.2793,2.4509,0,0,0,0,0,0,0,0
2.3869,2.3745,0,0,0,0,0,0,0,0,2.2888,2.4401,0,0,0,0,0,0,0,0
2.3986,2.3813,0,0,0,0,0,0,0,0,2.2876,2.4181,0,0,0,0,0,0,0,0
2.4004,2.3546,0,0,0,0,0,0,0,0,2.2636,2.4439,0,0,0,0,0,0,0,0
2.399,2.3756,0,0,0,0,0,0,0,0,2.289,2.4705,0,0,0,0,0,0,0,0
2.4007,2.3597,0,0,0,0,0,0,0,0,2.2564,2.4175,0,0,0,0,0,0,0,0
2.3905,2.376,0,0,0,0,0,0,0,0,2.2941,2.385,0,0,0,0,0,0,0,0
2.3963,2.4015,0,0,0,0,0,0,0,0,2.3244,2.4143,0,0,0,0,0,0,0,0
2.3976,2.3863,0,0,0,0,0,0,0,0,2.34,2.4426,0,0,0,0,0,0,0,0
2.3848,2.369,0,0,0,0,0,0,0,0,2.3429,2.4321,0,0,0,0,0,0,0,0
2.3763,2.3705,0,0,0,0,0,0,0,0,2.3581,2.4074,0,0,0,0,0,0,0,0
2.3584,2.3744,0,0,0,0,0,0,0,0,2.3679,2.4225,0,0,0,0,0,0,0,0
2.3777,2.3931,0,0,0,0,0,0,0,0,2.3465,2.4351,0,0,0,0,0,0,0,0
2.3897,2.3882,0,0,0,0,0,0,0,0,2.3574,2.4482,0,0,0,0,0,0,0,0
2.4064,2.4038,0,0,0,0,0,0,0,0,2.372,2.4342,0,0,0,0,0,0,0,0
2.3963,2.4111,0,0,0,0,0,0,0,0,2.3787,2.4746,0,0,0,0,0,0,0,0
2.4162,2.4293,0,0,0,0,0,0,0,0,2.3675,2.4613,0,0,0,0,0,0,0,0
2.3862,2.4001,0,0,0,0,0,0,0,0,2.3443,2.4115,0,0,0,0,0,0,0,0
2.3931,2.4071,0,0,0,0,0,0,0,0,2.3679,2.4356,0,0,0,0,0,0,0,0
2.3751,2.3856,0,0,0,0,0,0,0,0,2.3946,2.467,0,0,0,0,0,0,0,0
2.4038,2.4189,0,0,0,0,0,0,0,0,2.4243,2.4662,0,0,0,0,0,0,0,0
2.3995,2.4332,0,0,0,0,0,0,0,0,2.3814,2.4824,0,0,0,0,0,0,0,0
2.4094,2.4252,0,0,0,0,0,0,0,0,2.3913,2.4898,0,0,0,0,0,0,0,0
2.4051,2.4388,0,0,0,0,0,0,0,0,2.4193,2.4613,0,0,0,0,0,0,0,0
2.4389,2.4208,0,0,0,0,0,0,0,0,2.4248,2.4544,0,0,0,0,0,0,0,0
2.4505,2.4174,0,0,0,0,0,0,0,0,2.4336,2.4571,0,0,0,0,0,0,0,0
2.41,2.4182,0,0,0,0,0,0,0,0,2.4403,2.4704,0,0,0,0,0,0,0,0
2.4029,2.4003,0,0,0,0,0,0,0,0,2.4335,2.5028,0,0,0,0,0,0,0,0
2.397,2.392,0,0,0,0,0,0,0,0,2.449,2.5004,0,0,0,0,0,0,0,0
2.4259,2.4113,0,0,0,0,0,0,0,0,2.4244,2.5185,0,0,0,0,0,0,0,0
2.4134,2.4157,0,0,0,0,0,0,0,0,2.3878,2.5402,0,0,0,0,0,0,0,0
2.4356,2.414,0,0,0,0,0,0,0,0,2.3714,2.5322,0,0,0,0,0,0,0,0
2.4271,2.4249,0,0,0,0,0,0,0,0,2.3565,2.5171,0,0,0,0,0,0,0,0
2.4073,2.4179,0,0,0,0,0,0,0,0,2.3974,2.5018,0,0,0,0,0,0,0,0
2.4293,2.427,0,0,0,0,0,0,0,0,2.3926,2.5631,0,0,0,0,0,0,0,0
2.449,2.4335,0,0,0,0,0,0,0,0,2.3669,2.5562,0,0,0,0,0,0,0,0
2.4487,2.4211,0,0,0,0,0,0,0,0,2.3838,2.5623,0,0,0,0,0,0,0,0
2.4469,2.4139,0,0,0,0,0,0,0,0,2.3759,2.5365,0,0,0,0,0,0,0,0
2.4402,2.415,0,0,0,0,0,0,0,0,2.3757,2.5454,0,0,0,0,0,0,0,0
2.453,2.4261,0,0,0,0,0,0,0,0,2.3685,2.5225,0,0,0,0,0,0,0,0
2.4408,2.4326,0,0,0,0,0,0,0,0,2.3796,2.5067,0,0,0,0,0,0,0,0
2.4249,2.4456,0,0,0,0,0,0,0,0,2.366,2.5138,0,0,0,0,0,0,0,0
2.4415,2.4564,0,0,0,0,0,0,0,0,2.3648,2.5407,0,0,0,0,0,0,0,0
2.4408,2.4144,0,0,0,0,0,0,0,0,2.4058,2.5323,0,0,0,0,0,0,0,0
2.4319,2.4292,0,0,0,0,0,0,0,0,2.3844,2.5497,0,0,0,0,0,0,0,0
2.4238,2.3983,0,0,0,0,0,0,0,0,2.3237,2.5303,0,0,0,0,0,0,0,0
2.4054,2.4053,0,0,0,0,0,0,0,0,2.3068,2.5241,0,0,0,0,0,0,0,0
2.4196,2.414,0,0,0,0,0,0,0,0,2.292,2.5334,0,0,0,0,0,0,0,0
2.4454,2.4253,0,0,0,0,0,0,0,0,2.2738,2.5216,0,0,0,0,0,0,0,0
2.4502,2.4311,0,0,0,0,0,0,0,0,2.2944,2.5162,0,0,0,0,0,0,0,0
2.4617,2.4083,0,0,0,0,0,0,0,0,2.3631,2.468,0,0,0,0,0,0,0,0
2.4492,2.4044,0,0,0,0,0,0,0,0,2.3811,2.4725,0,0,0,0,0,0,0,0
2.4471,2.4172,0,0,0,0,0,0,0,0,2.3751,2.4958,0,0,0,0,0,0,0,0
2.4528,2.4261,0,0,0,0,0,0,0,0,2.3505,2.5099,0,0,0,0,0,0,0,0
2.4424,2.4057,0,0,0,0,0,0,0,0,2.3631,2.4896,0,0,0,0,0,0,0,0
2.4251,2.4314,0,0,0,0,0,0,0,0,2.3692,2.4877,0,0,0,0,0,0,0,0
2.4264,2.4335,0,0,0,0,0,0,0,0,2.3803,2.4875,0,0,0,0,0,0,0,0
2.4315,2.4424,0,0,0,0,0,0,0,0,2.3612,2.4809,0,0,0,0,0,0,0,0
2.4454,2.4628,0,0,0,0,0,0,0,0,2.3501,2.4988,0,0,0,0,0,0,0,0
2.4719,2.4783,0,0,0,0,0,0,0,0,2.3465,2.4724,0,0,0,0,0,0,0,0
2.4609,2.4794,0,0,0,0,0,0,0,0,2.3643,2.4644,0,0,0,0,0,0,0,0
2.4358,2.4793,0,0,0,0,0,0,0,0,2.3327,2.5088,0,0,0,0,0,0,0,0
2.4707,2.4624,0,0,0,0,0,0,0,0,2.386,2.4637,0,0,0,0,0,0,0,0
2.5086,2.4756,0,0,0,0,0,0,0,0,2.3807,2.5239,0,0,0,0,0,0,0,0
2.4716,2.4607,0,0,0,0,0,0,0,0,2.3968,2.5476,0,0,0,0,0,0,0,0
2.4678,2.4965,0,0,0,0,0,0,0,0,2.3734,2.5176,0,0,0,0,0,0,0,0
2.4654,2.4754,0,0,0,0,0,0,0,0,2.3495,2.4928,0,0,0,0,0,0,0,0
2.4791,2.4638,0,0,0,0,0,0,0,0,2.3323,2.5299,0,0,0,0,0,0,0,0
2.49,2.4716,0,0,0,0,0,0,0,0,2.3683,2.5373,0,0,0,0,0,0,0,0
2.46,2.4579,0,0,0,0,0,0,0,0,2.3534,2.5448,0,0,0,0,0,0,0,0
2.4541,2.4376,0,0,0,0,0,0,0,0,2.3847,2.538,0,0,0,0,0,0,0,0
2.4671,2.4443,0,0,0,0,0,0,0,0,2.4091,2.529,0,0,0,0,0,0,0,0
2.4643,2.4428,0,0,0,0,0,0,0,0,2.4321,2.5379,0,0,0,0,0,0,0,0
2.4427,2.4733,0,0,0,0,0,0,0,0,2.4661,2.4956,0,0,0,0,0,0,0,0
2.4557,2.473,0,0,0,0,0,0,0,0,2.4665,2.5255,0,0,0,0,0,0,0,0
2.4721,2.4987,0,0,0,0,0,0,0,0,2.4754,2.5241,0,0,0,0,0,0,0,0
2.4756,2.4642,0,0,0,0,0,0,0,0,2.444,2.518,0,0,0,0,0,0,0,0
2.4683,2.4683,0,0,0,0,0,0,0,0,2.4374,2.5643,0,0,0,0,0,0,0,0
2.4528,2.4525,0,0,0,0,0,0,0,0,2.4227,2.5424,0,0,0,0,0,0,0,0
2.4656,2.4566,0,0,0,0,0,0,0,0,2.4113,2.5793,0,0,0,0,0,0,0,0
2.4855,2.4703,0,0,0,0,0,0,0,0,2.3752,2.577,0,0,0,0,0,0,0,0
2.4853,2.4669,0,0,0,0,0,0,0,0,2.4138,2.5923,0,0,0,0,0,0,0,0
2.4536,2.4653,0,0,0,0,0,0,0,0,2.3962,2.639,0,0,0,0,0,0,0,0
2.4626,2.49,0,0,0,0,0,0,0,0,2.3903,2.6225,0,0,0,0,0,0,0,0
2.4795,2.5102,0,0,0,0,0,0,0,0,2.4058,2.6175,0,0,0,0,0,0,0,0
2.4601,2.4727,0,0,0,0,0,0,0,0,2.4211,2.5968,0,0,0,0,0,0,0,0
2.4747,2.4783,0,0,0,0,0,0,0,0,2.432,2.5733,0,0,0,0,0,0,0,0
2.5002,2.4826,0,0,0,0,0,0,0,0,2.434,2.5967,0,0,0,0,0,0,0,0
2.4889,2.4832,0,0,0,0,0,0,0,0,2.4665,2.5711,0,0,0,0,0,0,0,0
2.4983,2.4983,0,0,0,0,0,0,0,0,2.4469,2.5772,0,0,0,0,0,0,0,0
2.4812,2.4933,0,0,0,0,0,0,0,0,2.4889,2.56,0,0,0,0,0,0,0,0
2.4903,2.4942,0,0,0,0,0,0,0,0,2.4894,2.5557,0,0,0,0,0,0,0,0
2.4779,2.4818,0,0,0,0,0,0,0,0,2.4637,2.5739,0,0,0,0,0,0,0,0
2.4784,2.4872,0,0,0,0,0,0,0,0,2.4466,2.6084,0,0,0,0,0,0,0,0
2.4827,2.4906,0,0,0,0,0,0,0,0,2.4392,2.6099,0,0,0,0,0,0,0,0
2.4943,2.4949,0,0,0,0,0,0,0,0,2.4449,2.6012,0,0,0,0,0,0,0,0
2.5001,2.4763,0,0,0,0,0,0,0,0,2.4361,2.5715,0,0,0,0,0,0,0,0
2.507,2.4491,0,0,0,0,0,0,0,0,2.4135,2.5928,0,0,0,0,0,0,0,0
2.5083,2.4639,0,0,0,0,0,0,0,0,2.4195,2.5784,0,0,0,0,0,0,0,0
2.4866,2.4645,0,0,0,0,0,0,0,0,2.4256,2.5771,0,0,0,0,0,0,0,0
2.4944,2.4911,0,0,0,0,0,0,0,0,2.478,2.5877,0,0,0,0,0,0,0,0
2.4804,2.5081,0,0,0,0,0,0,0,0,2.4529,2.583,0,0,0,0,0,0,0,0
2.506,2.5136,0,0,0,0,0,0,0,0,2.4222,2.5809,0,0,0,0,0,0,0,0
2.4878,2.5192,0,0,0,0,0,0,0,0,2.4103,2.5861,0,0,0,0,0,0,0,0
2.5065,2.5326,0,0,0,0,0,0,0,0,2.4351,2.5889,0,0,0,0,0,0,0,0
2.5232,2.5513,0,0,0,0,0,0,0,0,2.4207,2.6355,0,0,0,0,0,0,0,0
2.5251,2.5474,0,0,0,0,0,0,0,0,2.4021,2.6153,0,0,0,0,0,0,0,0
2.5395,2.5231,0,0,0,0,0,0,0,0,2.4202,2.605,0,0,0,0,0,0,0,0
2.5416,2.5228,0,0,0,0,0,0,0,0,2.4406,2.592,0,0,0,0,0,0,0,0
2.5141,2.526,0,0,0,0,0,0,0,0,2.4152,2.6011,0,0,0,0,0,0,0,0
2.499,2.5429,0,0,0,0,0,0,0,0,2.4588,2.58,0,0,0,0,0,0,0,0
2.5216,2.5431,0,0,0,0,0,0,0,0,2.4067,2.6043,0,0,0,0,0,0,0,0
2.5118,2.5654,0,0,0,0,0,0,0,0,2.4244,2.5885,0,0,0,0,0,0,0,0
2.5278,2.5407,0,0,0,0,0,0,0,0,2.4308,2.548,0,0,0,0,0,0,0,0
2.526,2.5284,0,0,0,0,0,0,0,0,2.429,2.5807,0,0,0,0,0,0,0,0
2.5193,2.494,0,0,0,0,0,0,0,0,2.4267,2.5799,0,0,0,0,0,0,0,0
2.5301,2.4959,0,0,0,0,0,0,0,0,2.4514,2.5771,0,0,0,0,0,0,0,0
2.5313,2.5077,0,0,0,0,0,0,0,0,2.4571,2.5796,0,0,0,0,0,0,0,0
2.5509,2.4898,0,0,0,0,0,0,0,0,2.4388,2.6458,0,0,0,0,0,0,0,0
2.527,2.5303,0,0,0,0,0,0,0,0,2.4211,2.675,0,0,0,0,0,0,0,0
2.528,2.5387,0,0,0,0,0,0,0,0,2.4199,2.6703,0,0,0,0,0,0,0,0
2.5372,2.5078,0,0,0,0,0,0,0,0,2.4213,2.6703,0,0,0,0,0,0,0,0
2.5165,2.5179,0,0,0,0,0,0,0,0,2.4779,2.6477,0,0,0,0,0,0,0,0
2.4898,2.5028,0,0,0,0,0,0,0,0,2.4541,2.6665,0,0,0,0,0,0,0,0
2.4943,2.4969,0,0,0,0,0,0,0,0,2.4322,2.6624,0,0,0,0,0,0,0,0
2.5089,2.5212,0,0,0,0,0,0,0,0,2.4475,2.6427,0,0,0,0,0,0,0,0
2.5034,2.5325,0,0,0,0,0,0,0,0,2.4769,2.6161,0,0,0,0,0,0,0,0
