pcorrect_com_x_fit,pcorrect_com_y_fit
2.7648,0.57214
2.7904,0.57222
2.816,0.5723
2.8416,0.57238
2.8672,0.57246
2.8928,0.57253
2.9184,0.57261
2.944,0.57269
2.9696,0.57277
2.9952,0.57284
3.0208,0.57292
3.0464,0.573
3.072,0.57307
3.0976,0.57315
3.1232,0.57323
3.1488,0.5733
3.1744,0.57338
3.2,0.57345
3.2256,0.57353
3.2512,0.5736
3.2768,0.57368
3.3024,0.57375
3.328,0.57382
3.3536,0.5739
3.3792,0.57397
3.4048,0.57404
3.4304,0.57411
3.456,0.57419
3.4816,0.57426
3.5072,0.57433
3.5328,0.5744
3.5584,0.57447
3.584,0.57454
3.6096,0.57461
3.6352,0.57468
3.6608,0.57475
3.6864,0.57482
3.712,0.57489
3.7376,0.57496
3.7632,0.57503
3.7888,0.5751
3.8144,0.57517
3.84,0.57524
3.8656,0.5753
3.8912,0.57537
3.9168,0.57544
3.9424,0.5755
3.968,0.57557
3.9936,0.57564
4.0192,0.5757
4.0448,0.57577
4.0704,0.57584
4.096,0.5759
4.1216,0.57597
4.1472,0.57603
4.1728,0.57609
4.1984,0.57616
4.224,0.57622
4.2496,0.57629
4.2752,0.57635
4.3008,0.57641
4.3264,0.57648
4.352,0.57654
4.3776,0.5766
4.4032,0.57666
4.4288,0.57672
4.4544,0.57679
4.48,0.57685
4.5056,0.57691
4.5312,0.57697
4.5568,0.57703
4.5824,0.57709
4.608,0.57715
4.6336,0.57721
4.6592,0.57727
4.6848,0.57733
4.7104,0.57738
4.736,0.57744
4.7616,0.5775
4.7872,0.57756
4.8128,0.57762
4.8384,0.57767
4.864,0.57773
4.8896,0.57779
4.9152,0.57784
4.9408,0.5779
4.9664,0.57796
4.992,0.57801
5.0176,0.57807
5.0432,0.57812
5.0688,0.57818
5.0944,0.57823
5.12,0.57828
5.1456,0.57834
5.1712,0.57839
5.1968,0.57845
5.2224,0.5785
5.248,0.57855
5.2736,0.5786
5.2992,0.57866
5.3248,0.57871
5.3504,0.57876
5.376,0.57881
5.4016,0.57886
5.4272,0.57891
5.4528,0.57896
5.4784,0.57902
5.504,0.57907
5.5296,0.57912
5.5552,0.57916
5.5808,0.57921
5.6064,0.57926
5.632,0.57931
5.6576,0.57936
5.6832,0.57941
5.7088,0.57946
5.7344,0.5795
5.76,0.57955
5.7856,0.5796
5.8112,0.57965
5.8368,0.57969
5.8624,0.57974
5.888,0.57978
5.9136,0.57983
5.9392,0.57987
5.9648,0.57992
5.9904,0.57996
6.016,0.58001
6.0416,0.58005
6.0672,0.5801
6.0928,0.58014
6.1184,0.58019
6.144,0.58023
6.1696,0.58027
6.1952,0.58031
6.2208,0.58036
6.2464,0.5804
6.272,0.58044
6.2976,0.58048
6.3232,0.58052
6.3488,0.58056
6.3744,0.5806
6.4,0.58065
6.4256,0.58069
6.4512,0.58073
6.4768,0.58076
6.5024,0.5808
6.528,0.58084
6.5536,0.58088
6.5792,0.58092
6.6048,0.58096
6.6304,0.581
6.656,0.58103
6.6816,0.58107
6.7072,0.58111
6.7328,0.58115
6.7584,0.58118
6.784,0.58122
6.8096,0.58125
6.8352,0.58129
6.8608,0.58133
6.8864,0.58136
6.912,0.5814
6.9376,0.58143
6.9632,0.58147
6.9888,0.5815
7.0144,0.58153
7.04,0.58157
7.0656,0.5816
7.0912,0.58163
7.1168,0.58167
7.1424,0.5817
7.168,0.58173
7.1936,0.58176
7.2192,0.58179
7.2448,0.58183
7.2704,0.58186
7.296,0.58189
7.3216,0.58192
7.3472,0.58195
7.3728,0.58198
7.3984,0.58201
7.424,0.58204
7.4496,0.58207
7.4752,0.5821
7.5008,0.58212
7.5264,0.58215
7.552,0.58218
7.5776,0.58221
7.6032,0.58224
7.6288,0.58226
7.6544,0.58229
7.68,0.58232
7.7056,0.58234
7.7312,0.58237
7.7568,0.58239
7.7824,0.58242
7.808,0.58245
7.8336,0.58247
7.8592,0.5825
7.8848,0.58252
7.9104,0.58254
7.936,0.58257
7.9616,0.58259
7.9872,0.58261
8.0128,0.58264
8.0384,0.58266
8.064,0.58268
8.0896,0.58271
8.1152,0.58273
8.1408,0.58275
8.1664,0.58277
8.192,0.58279
8.2176,0.58281
8.2432,0.58283
8.2688,0.58285
8.2944,0.58287
8.32,0.58289
8.3456,0.58291
8.3712,0.58293
8.3968,0.58295
8.4224,0.58297
8.448,0.58299
8.4736,0.58301
8.4992,0.58302
8.5248,0.58304
8.5504,0.58306
8.576,0.58308
8.6016,0.58309
8.6272,0.58311
8.6528,0.58313
8.6784,0.58314
8.704,0.58316
8.7296,0.58317
8.7552,0.58319
8.7808,0.5832
8.8064,0.58322
8.832,0.58323
8.8576,0.58324
8.8832,0.58326
8.9088,0.58327
8.9344,0.58328
8.96,0.5833
8.9856,0.58331
9.0112,0.58332
9.0368,0.58333
9.0624,0.58335
9.088,0.58336
9.1136,0.58337
9.1392,0.58338
9.1648,0.58339
9.1904,0.5834
9.216,0.58341
9.2416,0.58342
9.2672,0.58343
9.2928,0.58344
9.3184,0.58345
9.344,0.58346
9.3696,0.58347
9.3952,0.58347
9.4208,0.58348
9.4464,0.58349
9.472,0.5835
9.4976,0.5835
9.5232,0.58351
9.5488,0.58352
9.5744,0.58352
9.6,0.58353
9.6256,0.58354
9.6512,0.58354
9.6768,0.58355
9.7024,0.58355
9.728,0.58356
9.7536,0.58356
9.7792,0.58356
9.8048,0.58357
9.8304,0.58357
9.856,0.58357
9.8816,0.58358
9.9072,0.58358
9.9328,0.58358
9.9584,0.58359
9.984,0.58359
10.01,0.58359
10.035,0.58359
10.061,0.58359
10.086,0.58359
10.112,0.58359
10.138,0.58359
10.163,0.58359
10.189,0.58359
10.214,0.58359
10.24,0.58359
10.266,0.58359
10.291,0.58359
10.317,0.58359
10.342,0.58358
10.368,0.58358
10.394,0.58358
10.419,0.58358
10.445,0.58357
10.47,0.58357
10.496,0.58357
10.522,0.58356
10.547,0.58356
10.573,0.58355
10.598,0.58355
10.624,0.58354
10.65,0.58354
10.675,0.58353
10.701,0.58353
10.726,0.58352
10.752,0.58351
10.778,0.58351
10.803,0.5835
10.829,0.58349
10.854,0.58349
10.88,0.58348
10.906,0.58347
10.931,0.58346
10.957,0.58345
10.982,0.58344
11.008,0.58343
11.034,0.58343
11.059,0.58342
11.085,0.58341
11.11,0.5834
11.136,0.58338
11.162,0.58337
11.187,0.58336
11.213,0.58335
11.238,0.58334
11.264,0.58333
11.29,0.58332
11.315,0.5833
11.341,0.58329
11.366,0.58328
11.392,0.58326
11.418,0.58325
11.443,0.58324
11.469,0.58322
11.494,0.58321
11.52,0.58319
11.546,0.58318
11.571,0.58316
11.597,0.58315
11.622,0.58313
11.648,0.58312
11.674,0.5831
11.699,0.58308
11.725,0.58307
11.75,0.58305
11.776,0.58303
11.802,0.58301
11.827,0.583
11.853,0.58298
11.878,0.58296
11.904,0.58294
11.93,0.58292
11.955,0.5829
11.981,0.58288
12.006,0.58286
12.032,0.58284
12.058,0.58282
12.083,0.5828
12.109,0.58278
12.134,0.58276
12.16,0.58274
12.186,0.58271
12.211,0.58269
12.237,0.58267
12.262,0.58265
12.288,0.58262
12.314,0.5826
12.339,0.58258
12.365,0.58255
12.39,0.58253
12.416,0.58251
12.442,0.58248
12.467,0.58246
12.493,0.58243
12.518,0.58241
12.544,0.58238
12.57,0.58235
12.595,0.58233
12.621,0.5823
12.646,0.58227
12.672,0.58225
12.698,0.58222
12.723,0.58219
12.749,0.58216
12.774,0.58214
12.8,0.58211
12.826,0.58208
12.851,0.58205
12.877,0.58202
12.902,0.58199
12.928,0.58196
12.954,0.58193
12.979,0.5819
13.005,0.58187
13.03,0.58184
13.056,0.58181
13.082,0.58178
13.107,0.58174
13.133,0.58171
13.158,0.58168
13.184,0.58165
13.21,0.58161
13.235,0.58158
13.261,0.58155
13.286,0.58151
13.312,0.58148
13.338,0.58145
13.363,0.58141
13.389,0.58138
13.414,0.58134
13.44,0.58131
13.466,0.58127
13.491,0.58123
13.517,0.5812
13.542,0.58116
13.568,0.58112
13.594,0.58109
13.619,0.58105
13.645,0.58101
13.67,0.58097
13.696,0.58094
13.722,0.5809
13.747,0.58086
13.773,0.58082
13.798,0.58078
13.824,0.58074
13.85,0.5807
13.875,0.58066
13.901,0.58062
13.926,0.58058
13.952,0.58054
13.978,0.5805
14.003,0.58046
14.029,0.58042
14.054,0.58037
14.08,0.58033
14.106,0.58029
14.131,0.58025
14.157,0.5802
14.182,0.58016
14.208,0.58012
14.234,0.58007
14.259,0.58003
14.285,0.57998
14.31,0.57994
14.336,0.57989
14.362,0.57985
14.387,0.5798
14.413,0.57976
14.438,0.57971
14.464,0.57966
14.49,0.57962
14.515,0.57957
14.541,0.57952
14.566,0.57948
14.592,0.57943
14.618,0.57938
14.643,0.57933
14.669,0.57928
14.694,0.57923
14.72,0.57919
14.746,0.57914
14.771,0.57909
14.797,0.57904
14.822,0.57899
14.848,0.57894
14.874,0.57888
14.899,0.57883
14.925,0.57878
14.95,0.57873
14.976,0.57868
15.002,0.57863
15.027,0.57857
15.053,0.57852
15.078,0.57847
15.104,0.57841
15.13,0.57836
15.155,0.57831
15.181,0.57825
15.206,0.5782
15.232,0.57814
15.258,0.57809
15.283,0.57803
15.309,0.57798
15.334,0.57792
15.36,0.57787
15.386,0.57781
15.411,0.57775
15.437,0.5777
15.462,0.57764
15.488,0.57758
15.514,0.57752
15.539,0.57747
15.565,0.57741
15.59,0.57735
15.616,0.57729
15.642,0.57723
15.667,0.57717
15.693,0.57711
15.718,0.57705
15.744,0.57699
15.77,0.57693
15.795,0.57687
15.821,0.57681
15.846,0.57675
15.872,0.57669
15.898,0.57663
15.923,0.57656
15.949,0.5765
15.974,0.57644
16,0.57638
16.026,0.57631
16.051,0.57625
16.077,0.57619
16.102,0.57612
16.128,0.57606
16.154,0.57599
16.179,0.57593
16.205,0.57586
16.23,0.5758
16.256,0.57573
16.282,0.57567
16.307,0.5756
16.333,0.57553
16.358,0.57547
16.384,0.5754
16.41,0.57533
16.435,0.57526
16.461,0.5752
16.486,0.57513
16.512,0.57506
16.538,0.57499
16.563,0.57492
16.589,0.57485
16.614,0.57478
16.64,0.57471
16.666,0.57464
16.691,0.57457
16.717,0.5745
16.742,0.57443
16.768,0.57436
16.794,0.57429
16.819,0.57422
16.845,0.57414
16.87,0.57407
16.896,0.574
16.922,0.57393
16.947,0.57385
16.973,0.57378
16.998,0.57371
17.024,0.57363
17.05,0.57356
17.075,0.57348
17.101,0.57341
17.126,0.57333
17.152,0.57326
17.178,0.57318
17.203,0.57311
17.229,0.57303
17.254,0.57295
17.28,0.57288
17.306,0.5728
17.331,0.57272
17.357,0.57265
17.382,0.57257
17.408,0.57249
17.434,0.57241
17.459,0.57233
17.485,0.57225
17.51,0.57217
17.536,0.57209
17.562,0.57201
17.587,0.57193
17.613,0.57185
17.638,0.57177
17.664,0.57169
17.69,0.57161
17.715,0.57153
17.741,0.57145
17.766,0.57137
17.792,0.57128
17.818,0.5712
17.843,0.57112
17.869,0.57104
17.894,0.57095
17.92,0.57087
17.946,0.57079
17.971,0.5707
17.997,0.57062
18.022,0.57053
18.048,0.57045
18.074,0.57036
18.099,0.57028
18.125,0.57019
18.15,0.5701
18.176,0.57002
18.202,0.56993
18.227,0.56984
18.253,0.56976
18.278,0.56967
18.304,0.56958
18.33,0.56949
18.355,0.56941
18.381,0.56932
18.406,0.56923
18.432,0.56914
18.458,0.56905
18.483,0.56896
18.509,0.56887
18.534,0.56878
18.56,0.56869
18.586,0.5686
18.611,0.56851
18.637,0.56842
18.662,0.56832
18.688,0.56823
18.714,0.56814
18.739,0.56805
18.765,0.56796
18.79,0.56786
18.816,0.56777
18.842,0.56768
18.867,0.56758
18.893,0.56749
18.918,0.56739
18.944,0.5673
18.97,0.5672
18.995,0.56711
19.021,0.56701
19.046,0.56692
19.072,0.56682
19.098,0.56672
19.123,0.56663
19.149,0.56653
19.174,0.56643
19.2,0.56634
19.226,0.56624
19.251,0.56614
19.277,0.56604
19.302,0.56594
19.328,0.56585
19.354,0.56575
19.379,0.56565
19.405,0.56555
19.43,0.56545
19.456,0.56535
19.482,0.56525
19.507,0.56515
19.533,0.56505
19.558,0.56494
19.584,0.56484
19.61,0.56474
19.635,0.56464
19.661,0.56454
19.686,0.56443
19.712,0.56433
19.738,0.56423
19.763,0.56412
19.789,0.56402
19.814,0.56392
19.84,0.56381
19.866,0.56371
19.891,0.5636
19.917,0.5635
19.942,0.56339
19.968,0.56329
19.994,0.56318
20.019,0.56307
20.045,0.56297
20.07,0.56286
20.096,0.56275
20.122,0.56265
20.147,0.56254
20.173,0.56243
20.198,0.56232
20.224,0.56221
20.25,0.56211
20.275,0.562
20.301,0.56189
20.326,0.56178
20.352,0.56167
20.378,0.56156
20.403,0.56145
20.429,0.56134
20.454,0.56123
20.48,0.56111
20.506,0.561
20.531,0.56089
20.557,0.56078
20.582,0.56067
20.608,0.56055
20.634,0.56044
20.659,0.56033
20.685,0.56022
20.71,0.5601
20.736,0.55999
20.762,0.55987
20.787,0.55976
20.813,0.55964
20.838,0.55953
20.864,0.55941
20.89,0.5593
20.915,0.55918
20.941,0.55907
20.966,0.55895
20.992,0.55883
21.018,0.55872
21.043,0.5586
21.069,0.55848
21.094,0.55836
21.12,0.55825
21.146,0.55813
21.171,0.55801
21.197,0.55789
21.222,0.55777
21.248,0.55765
21.274,0.55753
21.299,0.55741
21.325,0.55729
21.35,0.55717
21.376,0.55705
21.402,0.55693
21.427,0.55681
21.453,0.55668
21.478,0.55656
21.504,0.55644
21.53,0.55632
21.555,0.5562
21.581,0.55607
21.606,0.55595
21.632,0.55583
21.658,0.5557
21.683,0.55558
21.709,0.55545
21.734,0.55533
21.76,0.5552
21.786,0.55508
21.811,0.55495
21.837,0.55483
21.862,0.5547
21.888,0.55457
21.914,0.55445
21.939,0.55432
21.965,0.55419
21.99,0.55407
22.016,0.55394
22.042,0.55381
22.067,0.55368
22.093,0.55355
22.118,0.55342
22.144,0.5533
22.17,0.55317
22.195,0.55304
22.221,0.55291
22.246,0.55278
22.272,0.55265
22.298,0.55251
22.323,0.55238
22.349,0.55225
22.374,0.55212
22.4,0.55199
22.426,0.55186
22.451,0.55172
22.477,0.55159
22.502,0.55146
22.528,0.55133
22.554,0.55119
22.579,0.55106
22.605,0.55092
22.63,0.55079
22.656,0.55066
22.682,0.55052
22.707,0.55039
22.733,0.55025
22.758,0.55011
22.784,0.54998
22.81,0.54984
22.835,0.5497
22.861,0.54957
22.886,0.54943
22.912,0.54929
22.938,0.54916
22.963,0.54902
22.989,0.54888
23.014,0.54874
23.04,0.5486
23.066,0.54846
23.091,0.54832
23.117,0.54818
23.142,0.54804
23.168,0.5479
23.194,0.54776
23.219,0.54762
23.245,0.54748
23.27,0.54734
23.296,0.5472
23.322,0.54706
23.347,0.54692
23.373,0.54677
23.398,0.54663
23.424,0.54649
23.45,0.54634
23.475,0.5462
23.501,0.54606
23.526,0.54591
23.552,0.54577
23.578,0.54562
23.603,0.54548
23.629,0.54533
23.654,0.54519
23.68,0.54504
23.706,0.5449
23.731,0.54475
23.757,0.54461
23.782,0.54446
23.808,0.54431
23.834,0.54416
23.859,0.54402
23.885,0.54387
23.91,0.54372
23.936,0.54357
23.962,0.54342
23.987,0.54327
24.013,0.54313
24.038,0.54298
24.064,0.54283
24.09,0.54268
24.115,0.54253
24.141,0.54237
24.166,0.54222
24.192,0.54207
24.218,0.54192
24.243,0.54177
24.269,0.54162
24.294,0.54147
24.32,0.54131
24.346,0.54116
24.371,0.54101
24.397,0.54085
24.422,0.5407
24.448,0.54055
24.474,0.54039
24.499,0.54024
24.525,0.54008
24.55,0.53993
24.576,0.53977
24.602,0.53962
24.627,0.53946
24.653,0.5393
24.678,0.53915
24.704,0.53899
24.73,0.53883
24.755,0.53868
24.781,0.53852
24.806,0.53836
24.832,0.5382
24.858,0.53805
24.883,0.53789
24.909,0.53773
24.934,0.53757
24.96,0.53741
24.986,0.53725
25.011,0.53709
25.037,0.53693
25.062,0.53677
25.088,0.53661
25.114,0.53645
25.139,0.53629
25.165,0.53612
25.19,0.53596
25.216,0.5358
25.242,0.53564
25.267,0.53547
25.293,0.53531
25.318,0.53515
25.344,0.53498
25.37,0.53482
25.395,0.53466
25.421,0.53449
25.446,0.53433
25.472,0.53416
25.498,0.534
25.523,0.53383
25.549,0.53367
25.574,0.5335
25.6,0.53333
