is_com,coherence,eye_IT
606,0,0,0.55519
607,0,0,0.96705
608,0,0,0.50577
609,0,0,0.78995
610,0,0,0.96211
611,0,0,0.96623
612,0,0,0.97446
613,0,0,0.84267
614,0,0,0.97446
615,0,0,0.86573
616,0,0,0.51071
617,0,0,0.34102
618,0,0,0.66392
619,0,0,0.83196
620,0,0,0.44728
621,0,0,0.27265
622,0,0,0.9827
623,0,0,0.97529
624,0,0,0.97776
625,0,0,0.75535
626,0,0,0.97364
627,0,0,0.7603
628,1,0,0.97941
629,0,0,0.4827
630,0,0,0.52389
631,0,0,0.74382
632,0,0,0.71746
633,0,0,0.81878
634,0,0,0.9827
635,0,0,0.54613
636,0,0,0.97035
637,0,0,0.58896
638,0,0,0.68534
639,0,0,0.58402
640,0,0,0.96952
641,0,0,0.73558
642,0,0,0.53707
643,0,0,0.92834
644,1,0,0.97611
645,0,0,0.43657
646,0,0,0.99259
647,0,0,0.75618
648,0,0,0.62191
649,0,0,0.69852
650,0,0,0.50329
651,0,0,0.62438
652,0,0,0.36161
653,0,0,0.84267
654,0,0,0.80972
655,0,0,0.86656
656,0,0,0.8888
657,0,0,0.5453
658,0,0,0.486
659,0,0,0.49835
660,0,0,0.97117
661,0,0,0.54036
662,0,0,0.93575
663,0,0,0.37644
664,0,0,0.82949
665,0,0,0.56425
666,0,0,0.82537
667,0,0,0.74876
668,0,0,0.79242
669,0,0,0.98105
670,0,0,0.62521
671,0,0,0.97446
672,1,0,0.84926
673,0,0,0.9687
674,0,0,0.96705
675,0,0,0.69687
676,0,0,0.78583
677,0,0,0.68369
678,0,0,0.97035
679,0,0,0.97611
680,0,0,0.52142
681,1,0,0.97446
682,0,0,0.98353
683,0,0,0.54036
684,0,0,0.6944
685,0,0,0.68781
686,0,0,0.9827
687,0,0,0.97776
688,0,0,0.97694
689,0,0,0.97199
690,0,0,0.55107
691,0,0,0.97694
692,0,0,0.87397
693,0,0,0.53377
694,0,0,0.84185
695,0,0,0.64662
696,0,0,0.88386
697,0,0,0.22323
698,1,0,0.99012
699,0,0,0.97282
700,0,0,0.60626
701,0,0,0.98517
702,0,0,0.42669
703,0,0,0.64745
704,0,0,0.98847
705,0,0,0.78501
706,0,0,0.99094
707,0,0,0.41104
708,0,0,0.97282
709,0,0,0.67463
710,0,0,0.986
711,0,0,0.44728
712,0,0,0.99094
713,0,0,0.4514
714,0,0,0.97611
715,0,0,0.70016
716,0,0,0.87479
717,0,0,0.83855
718,0,0,0.97776
719,0,0,0.93081
720,0,0,0.49671
721,0,0,0.97199
722,0,0,0.68534
723,0,0,0.72241
724,0,0,0.98188
725,0,0,0.76689
726,0,0,0.72817
727,0,0,0.97941
728,0,0,0.52306
729,0,0,0.42916
730,0,0,0.74876
731,0,0,0.986
732,0,0,0.97364
733,0,0,0.71664
734,0,0,0.97941
735,0,0,0.65733
736,0,0,0.89127
737,0,0,0.37727
738,0,0,0.62273
739,0,0,0.97035
740,0,0,0.98682
741,0,0,0.98353
742,0,0,0.87479
743,0,0,0.92257
744,0,0,0.62273
745,0,0,0.84514
746,0,0,0.44069
747,0,0,0.78007
748,0,0,0.58155
749,0,0,0.25288
750,0,0,0.38303
751,0,0,0.55354
752,0,0,0.99012
753,0,0,0.49259
754,0,0,0.97117
755,0,0,0.6598
756,0,0,0.96952
757,0,0,0.97446
758,1,0,0.87974
759,0,0,0.7743
760,0,0,0.70264
761,0,0,0.49918
762,0,0,0.99259
763,0,0,0.78583
764,0,0,0.98764
765,0,0,0.82043
766,1,0,0.97694
767,0,0,0.65651
768,0,0,0.51318
769,0,0,0.96787
770,0,0,0.5346
771,0,0,0.79489
772,0,0,0.85585
773,0,0,0.97446
774,0,0,0.97611
775,0,0,0.56672
776,0,0,0.31549
777,0,0,0.32208
778,0,0,0.97446
779,0,0,0.97035
780,0,0,0.54283
781,0,0,0.97117
782,0,0,0.39703
783,0,0,0.78913
784,0,0,0.85091
785,0,0,0.96787
786,0,0,0.82125
787,1,0,0.986
788,0,0,0.80313
789,0,0,0.40198
790,0,0,0.73147
791,0,0,0.76112
792,0,0,0.48188
793,0,0,0.46952
794,0,0,0.87562
795,1,0,0.98435
796,0,0,0.84514
797,0,0,0.73229
798,0,0,0.59143
799,0,0,0.61697
800,0,0,0.63262
801,0,0,0.39539
802,0,0,0.65898
803,0,0,0.29489
804,0,0,0.46705
805,0,0,0.60461
806,0,0,0.54942
807,0,0,0.44975
808,0,0,0.58731
809,0,0,0.98105
810,0,0,0.63097
811,0,0,0.51483
812,0,0,0.74217
813,0,0,0.52883
814,1,0,0.9827
815,0,0,0.9827
816,0,0,0.88056
817,0,0,0.98517
818,0,0,0.97694
819,0,0,0.8402
820,0,0,0.63921
821,0,0,0.60708
822,0,0,0.64415
823,0,0,0.98023
824,0,0,0.98353
825,0,0,0.42504
826,0,0,0.49094
827,0,0,0.72652
828,0,0,0.69275
829,0,0,0.98188
830,0,0,0.73806
831,0,0,0.31301
832,0,0,0.93245
833,0,0,0.55684
834,0,0,0.61944
835,0,0,0.9374
836,0,0,0.71829
837,0,0,0.65733
838,0,0,0.80807
839,0,0,0.98188
840,0,0,0.69687
841,0,0,0.82372
842,0,0,0.97858
843,0,0,0.96952
844,0,0,0.33608
845,0,0,0.66639
846,0,0,0.85914
847,0,0,0.98435
848,0,0,0.60626
849,0,0,0.42422
850,0,0,0.43904
851,0,0,0.55354
852,0,0,0.50082
853,0,0,0.99259
854,0,0,0.97446
855,0,0,0.98188
856,0,0,0.88056
857,0,0,0.53871
858,0,0,0.7743
859,0,0,0.97694
860,1,0,0.98105
861,0,0,0.97446
862,0,0,0.55189
863,0,0,0.97776
864,0,0,0.43081
865,0,0,0.93822
866,0,0,0.6771
867,0,0,0.88221
868,0,0,0.73311
869,0,0,0.3229
870,0,0,0.6318
871,0,0,0.81878
872,0,0,0.97611
873,0,0,0.91845
874,0,0,0.92257
875,0,0,0.97776
876,0,0,0.68699
877,0,0,0.86326
878,0,0,0.80395
879,0,0,0.95799
880,0,0,0.92834
881,0,0,0.986
882,0,0,0.98435
883,0,0,0.99094
884,0,0,0.53377
885,0,0,0.74135
886,0,0,0.39127
887,0,0,0.68287
888,0,0,0.97776
889,0,0,0.6771
890,0,0,0.74053
891,0,0,0.73147
892,0,0,0.98023
893,0,0,0.55601
894,0,0,0.66722
895,1,0,0.97694
896,0,0,0.9687
897,0,0,0.72405
898,0,0,0.98517
899,0,0,0.57414
900,0,0,0.50741
901,0,0,0.80395
902,0,0,0.98353
903,0,0,0.39951
904,0,0,0.97776
905,0,0,0.98353
906,0,0,0.66557
907,0,0,0.61532
908,0,0,0.41928
909,0,0,0.75618
910,0,0,0.26194
911,0,0,0.49259
912,0,0,0.98023
913,0,0,0.40362
914,0,0,0.96952
915,0,0,0.96705
916,0,0,0.9168
917,0,0,0.96458
918,0,0,0.98353
919,0,0,0.97446
920,0,0,0.98353
921,0,0,0.97694
922,0,0,0.8888
923,0,0,0.70923
924,0,0,0.42257
925,0,0,0.9654
926,0,0,0.39044
927,0,0,0.97364
928,0,0,0.87974
929,0,0,0.16639
930,0,0,0.98435
931,0,0,0.97364
932,0,0,0.66227
933,0,0,0.74547
934,0,0,0.98517
935,0,0,0.44646
936,0,0,0.50741
937,0,0,0.69769
938,0,0,0.60379
939,0,0,0.52718
940,0,0,0.98353
941,0,0,0.30066
942,0,0,0.66557
943,0,0,0.7397
944,0,0,0.50082
945,0,0,0.4687
946,0,0,0.68699
947,0,0,0.9827
948,0,0,0.56425
949,0,0,0.97776
950,0,0,0.97446
951,0,0,0.47282
952,0,0,0.77183
953,0,0,0.9687
954,0,0,0.82784
955,0,0,0.34514
956,0,0,0.98764
957,0,0,0.82043
958,0,0,0.40198
959,0,0,0.50412
960,0,0,0.97941
961,0,0,0.66804
962,0,0,0.78501
963,0,0,0.70264
964,0,0,0.97117
965,0,0,0.81301
966,0,0,0.43245
967,0,0,0.69687
968,0,0,0.71252
969,0,0,0.59308
970,0,0,0.86244
971,0,0,0.8089
972,0,0,0.90527
973,0,0,0.65651
974,0,0,0.70264
975,0,0,0.75206
976,0,0,0.98188
977,0,0,0.91763
978,0,0,0.83937
979,0,0,0.63839
980,0,0,0.9061
981,0,0,0.99012
982,0,0,0.76524
983,0,0,0.56425
984,0,0,0.97529
985,0,0,0.67216
986,0,0,0.53707
987,0,0,0.84432
988,0,0,0.51565
989,0,0,0.80148
990,0,0,0.97282
991,0,0,0.98435
992,0,0,0.67216
993,0,0,0.93987
994,0,0,0.67957
995,0,0,0.98682
996,0,0,0.97446
997,0,0,0.25124
998,0,0,0.61862
999,0,0,0.81054
1000,0,0,0.51812
1001,0,0,0.74959
1002,0,0,0.68863
1003,0,0,0.39456
1004,0,0,0.67792
1005,0,0,0.64992
1006,0,0,0.87315
1007,0,0,0.96458
1008,0,0,0.41845
1009,0,0,0.94234
1010,0,0,0.67792
1011,0,0,0.83855
1012,0,0,0.96211
1013,0,0,0.94893
1014,0,0,0.82784
1015,0,0,0.9827
1016,0,0,0.97282
1017,0,0,0.61367
1018,0,0,0.62273
1019,0,0,0.89621
1020,0,0,0.37315
1021,0,0,0.49588
1022,0,0,0.75206
1023,0,0,0.61944
1024,0,0,0.986
1025,0,0,0.88056
1026,0,0,0.94152
1027,0,0,0.97941
1028,0,0,0.98023
1029,0,0,0.60956
1030,0,0,0.65486
1031,0,0,0.8575
1032,0,0,0.52059
1033,0,0,0.46129
1034,0,0,0.80395
1035,0,0,0.92092
1036,0,0,0.35832
1037,0,0,0.98023
1038,0,0,0.78418
1039,0,0,0.5486
1040,0,0,0.97858
1041,0,0,0.55107
1042,0,0,0.37562
1043,0,0,0.98764
1044,0,0,0.98188
1045,0,0,0.70428
1046,0,0,0.94069
1047,0,0,0.46129
1048,0,0,0.96787
1049,0,0,0.80807
1050,0,0,0.97446
1051,0,0,0.49341
1052,0,0,0.9827
1053,0,0,0.54613
1054,0,0,0.97858
1055,0,0,0.24135
1056,0,0,0.8682
1057,0,0,0.97694
1058,0,0,0.99176
1059,0,0,0.82372
1060,0,0,0.62191
1061,0,0,0.25947
1062,0,0,0.26277
1063,0,0,0.87727
1064,0,0,0.6771
1065,0,0,0.73723
1066,0,0,0.39044
1067,0,0,0.70593
1068,0,0,0.97858
1069,0,0,0.59061
1070,0,0,0.97529
1071,0,0,0.8089
1072,0,0,0.76194
1073,0,0,0.9687
1074,0,0,0.52142
1075,0,0,0.81301
1076,0,0,0.6771
1077,0,0,0.92916
1078,0,0,0.19193
1079,0,0,0.67957
1080,0,0,0.85255
1081,0,0,0.4687
1082,0,0,0.87315
1083,1,0,0.99012
1084,0,0,0.47364
1085,0,0,0.83114
1086,0,0,0.729
1087,0,0,0.729
1088,0,0,0.67957
1089,0,0,0.74053
1090,0,0,0.76524
1091,0,0,0.62356
1092,0,0,0.96787
1093,0,0,0.98929
1094,0,0,0.73641
1095,0,0,0.88633
1096,0,0,0.91269
1097,0,0,0.37891
1098,0,0,0.92257
1099,0,0,0.52965
1100,0,0,0.60956
1101,0,0,0.52718
1102,0,0,0.60544
1103,0,0,0.98188
1104,0,0,0.68451
1105,0,0,0.43657
1106,0,0,0.72652
1107,0,0,0.78089
1108,1,0,0.97694
1109,0,0,0.60379
1110,1,0,0.9827
1111,0,0,0.71911
1112,0,0,0.986
1113,0,0,0.34679
1114,0,0,0.96293
1115,0,0,0.84514
1116,0,0,0.98353
1117,0,0,0.8089
1118,0,0,0.98105
1119,0,0,0.63344
1120,0,0,0.97035
1121,0,0,0.60544
1122,0,0,0.97941
1123,0,0,0.61779
1124,0,0,0.79819
1125,0,0,0.97282
1126,0,0,0.63097
1127,0,0,0.64745
1128,0,0,0.65404
1129,0,0,0.97776
1130,0,0,0.88138
1131,0,0,0.97035
1132,0,0,0.97035
1133,0,0,0.67298
1134,0,0,0.77348
1135,0,0,0.98188
1136,0,0,0.97858
1137,0,0,0.9374
1138,0,0,0.6285
1139,0,0,0.43575
1140,0,0,0.43493
1141,0,0,0.96293
1142,0,0,0.94811
1143,0,0,0.21664
1144,0,0,0.4654
1145,0,0,0.54613
1146,0,0,0.44481
1147,0,0,0.73147
1148,0,0,0.96952
1149,0,0,0.59555
1150,0,0,0.97282
1151,0,0,0.96705
1152,0,0,0.92751
1153,0,0,0.9341
1154,0,0,0.64662
1155,0,0,0.97611
1156,0,0,0.69193
1157,0,0,0.8369
1158,0,0,0.77018
1159,0,0,0.75041
1160,0,0,0.95717
1161,0,0,0.98929
1162,0,0,0.19852
1163,0,0,0.75865
1164,0,0,0.69769
1165,0,0,0.743
1166,0,0,0.85008
1167,0,0,0.45634
1168,0,0,0.47941
1169,0,0,0.98929
1170,0,0,0.85997
1171,0,0,0.25618
1172,0,0,0.97611
1173,0,0,0.73064
1174,0,0,0.88386
1175,0,0,0.96293
1176,0,0,0.98517
1177,0,0,0.97941
1178,0,0,0.97282
1179,0,0,0.37644
1180,0,0,0.38056
1181,0,0,0.98435
1182,0,0,0.41269
1183,0,0,0.95222
1184,0,0,0.98682
1185,0,0,0.61203
1186,0,0,0.78171
1187,0,0,0.98105
1188,0,0,0.36326
1189,0,0,0.62932
1190,0,0,0.79489
1191,0,0,0.39951
1192,0,0,0.99176
1193,0,0,0.98435
1194,0,0,0.75206
1195,0,0,0.84761
1196,0,0,0.99176
1197,0,0,0.95058
1198,0,0,0.6425
1199,0,0,0.97117
1200,0,0,0.44728
1201,0,0,0.79984
1202,0,0,0.98023
1203,0,0,0.97117
1204,0,0,0.97611
1205,0,0,0.70346
1206,0,0,0.68699
1207,0,0,0.70675
1208,1,0,0.97611
1209,1,0,0.97941
1210,0,0,0.4061
1211,0,0,0.50329
1212,0,0,0.65815
1213,0,0,0.88138
1214,0,0,0.98105
1215,0,0,0.8089
1216,0,0,0.49094
1217,0,0,0.76689
1218,0,0,0.94069
1219,0,0,0.77842
1220,0,0,0.99012
1221,0,0,0.80478
1222,0,0,0.97199
1223,1,0,0.92916
1224,0,0,0.64415
1225,0,0,0.91598
1226,0,0,0.98764
1227,0,0,0.6911
1228,0,0,0.52965
1229,0,0,0.87397
1230,0,0,0.89209
1231,0,0,0.55601
1232,0,0,0.58072
1233,1,0,0.98435
1234,0,0,0.87974
1235,0,0,0.80148
1236,0,0,0.44563
1237,0,0,0.26524
1238,0,0,0.31301
1239,0,0,0.5313
1240,0,0,0.78666
1241,0,0,0.55519
1242,0,0,0.97529
1243,0,0,0.97858
1244,0,0,0.99094
1245,0,0,0.97941
1246,0,0,0.62685
