uncertainty,IT
0.7242,0.98581
0.71932,0.98748
0.28584,0.97245
0.46123,0.97997
0.42782,0.9783
0.23461,0.96995
0.58638,0.9783
0.35483,0.97496
0.41975,0.97579
0.32855,0.97579
0.38297,0.97245
0.26297,0.96995
0.65762,0.98831
0.36517,0.97329
0.37317,0.97496
0.17804,0.96661
0.43195,0.9783
0.41533,0.97663
0.20695,0.96912
0.41142,0.98247
0.21393,0.96745
0.20075,0.96828
0.44424,0.97579
0.69634,0.98497
0.5111,0.97997
0.33144,0.97412
0.35703,0.97412
0.28817,0.97245
0.41308,0.97663
0.26976,0.96995
0.25719,0.97162
0.50094,0.98247
0.057644,0.96077
0.15115,0.96578
0.54653,0.98331
0.67572,0.98998
0.58562,0.98247
0.75996,0.98915
0.84013,0.98748
0.17876,0.96661
0.41672,0.97663
0.27533,0.97162
0.51977,0.97997
0.4001,0.97663
0.33962,0.97412
0.12459,0.96494
0.63897,0.98915
0.12468,0.96494
0.67586,0.98748
0.41022,0.97997
0.34096,0.97329
0.019479,0.9591
0.75112,0.99416
0.12929,0.96411
0.2571,0.96995
0.2853,0.97245
0.51617,0.97579
0.20289,0.96661
0.37645,0.97496
0.21864,0.96745
0.63141,0.98915
0.35715,0.97579
0.25877,0.97162
0.44987,0.98164
0.45129,0.98247
0.63187,0.98414
0.43199,0.97913
0.17664,0.96661
0.18814,0.96995
0.41045,0.9783
0.47793,0.98164
0.55799,0.97746
0.6594,0.98581
0.35883,0.97496
0.49805,0.98331
0.54651,0.98247
0.34346,0.97579
0.34926,0.97579
0.15194,0.96494
0.2792,0.97162
0.61094,0.98331
0.47479,0.97579
0.33178,0.97579
0.45539,0.9808
0.38004,0.97496
0.55584,0.98748
0.46569,0.97913
0.3505,0.97579
0.32257,0.97329
0.34935,0.97496
0.095831,0.96327
0.56371,0.97997
0.26484,0.97078
0.29602,0.97329
0.74118,0.98581
0.38947,0.97746
0.42118,0.9783
0.21088,0.97078
0.43615,0.97913
0.54361,0.98331
0.7486,0.98497
0.48651,0.98247
0.36878,0.97746
0.1614,0.96578
0.60054,0.98247
0.54482,0.98331
0.099722,0.96411
0.37404,0.97579
0.5686,0.98331
0.56893,0.98497
0.45202,0.98331
0.26552,0.97162
0.65685,0.97997
0.34234,0.97412
0.62243,0.9808
0.3693,0.97663
0.39632,0.97663
0.65505,0.98581
0.37119,0.97913
0.73218,0.99249
0.62335,0.98915
0.51472,0.97997
0.34731,0.97412
0.19325,0.96661
0.32594,0.97078
0.1146,0.96411
0.3125,0.97579
0.70189,0.97997
0.34128,0.97496
0.56693,0.98748
0.45621,0.97746
0.55505,0.98497
0.19483,0.96745
0.34718,0.97663
0.50636,0.97913
0.37064,0.97329
0.15542,0.96661
0.34035,0.97412
0.44095,0.97997
0.35538,0.97162
0.39748,0.97579
0.40406,0.97746
0.16997,0.96745
0.17041,0.96578
0.62138,0.98247
0.64789,0.98247
0.14616,0.96578
0.1017,0.96327
0.68933,0.98581
0.43514,0.9783
0.55085,0.98247
0.34336,0.97329
0.65629,0.98664
0.13035,0.96411
0.5149,0.97997
0.24321,0.97329
0.11757,0.96327
0.65876,0.98247
0.52632,0.98164
0.38958,0.97496
0.53736,0.97997
0.31814,0.97579
0.63273,0.97746
0.78873,0.98748
0.84472,0.98831
0.56676,0.98331
0.6158,0.98164
0.2798,0.97329
0.33103,0.97245
0.41266,0.97579
0.71032,0.98831
0.50353,0.9808
0.35745,0.97329
0.57016,0.98497
0.3002,0.97412
0.51201,0.98164
0.70174,0.98414
0.27471,0.97162
0.36677,0.97496
0.30878,0.97245
0.36189,0.97913
0.5931,0.98497
0.52793,0.9808
0.5469,0.98331
0.22091,0.96661
0.62788,0.98164
0.30027,0.97329
0.39763,0.97663
0.35591,0.97496
0.70362,0.98497
0.54514,0.98331
0.52498,0.98164
0.30621,0.97245
0.75274,0.98915
0.19122,0.96828
0.40254,0.9808
0.77487,0.98664
0.666,0.98664
0.36179,0.97579
0.41397,0.98164
0.20429,0.96912
0.47402,0.97913
0.2427,0.97078
0.27363,0.97245
0.58341,0.98247
0.072555,0.9616
0.71421,0.98581
0.65336,0.98831
0.10192,0.96327
0.46453,0.97997
0.36971,0.97663
0.34815,0.97913
0.067186,0.96244
0.48549,0.97913
0.4615,0.97663
0.19538,0.96661
0.52857,0.9808
0.43159,0.9783
0.40541,0.97913
0.34409,0.97663
0.65923,0.98748
0.23678,0.97078
0.31923,0.97329
0.10224,0.96244
0.30417,0.97245
0.26969,0.97162
0.51479,0.98331
0.1816,0.96912
0.63601,0.98581
0.39976,0.97913
0.60988,0.98748
0.75683,0.98748
0.4366,0.98331
0.62515,0.98748
0.43046,0.9783
0.25217,0.96995
0.38168,0.97412
0.28415,0.97496
0.45129,0.97913
0.71407,0.98915
0.36851,0.97496
0.31762,0.97329
0.28868,0.97412
0.39833,0.9783
0.28426,0.97162
0.14283,0.96494
0.6169,0.98581
0.48591,0.9808
0.80699,0.99165
0.47223,0.97997
0.50979,0.9808
0.12206,0.96411
0.37584,0.97579
0.27217,0.96995
0.43362,0.97913
0.10986,0.96327
0.52846,0.98164
0.46978,0.97579
0.12412,0.96411
0.36274,0.97412
0.14218,0.96411
0.64753,0.98414
0.30277,0.97162
0.33598,0.97496
0.56054,0.98247
0.26957,0.97245
0.29742,0.97162
0.80444,0.98664
0.17692,0.96661
0.33933,0.97663
0.34858,0.97579
0.34377,0.97579
0.59607,0.98831
0.46203,0.9783
0.53782,0.97746
0.17341,0.96745
0.65298,0.98414
0.57154,0.97997
0.37586,0.9783
0.42077,0.97746
0.49077,0.9783
0.51637,0.9783
0.14486,0.96745
0.1601,0.96578
0.69943,0.98664
0.29279,0.97162
0.70693,0.98664
0.12904,0.96411
0.26897,0.97078
0.31999,0.97412
0.24207,0.97162
0.28772,0.97078
0.2358,0.97329
0.32878,0.97412
0.74888,0.99332
0.4465,0.98164
0.5284,0.98247
0.25914,0.97162
0.44422,0.97663
0.53456,0.98581
0.73128,0.98414
0.56037,0.9808
0.68854,0.98414
0.53624,0.98164
0.35767,0.97412
0.40015,0.97746
0.47372,0.97579
0.25176,0.97078
0.22718,0.96912
0.64987,0.98497
0.62926,0.98331
0.30865,0.97329
0.28229,0.97162
0.35525,0.97412
0.67846,0.98748
0.5774,0.98581
0.36755,0.97579
0.37981,0.97496
0.52513,0.97913
0.41831,0.97746
0.33439,0.97329
0.27745,0.97245
0.49155,0.98247
0.42145,0.9808
0.53418,0.98164
0.21216,0.96912
0.2758,0.97162
0.28163,0.97078
0.55066,0.98581
0.49716,0.97997
0.35045,0.97412
0.2906,0.97245
0.52397,0.9808
0.69654,0.98831
0.039846,0.95993
0.40257,0.97746
0.59251,0.9808
0.40557,0.97746
0.29874,0.97245
0.82066,0.99082
0.30207,0.97412
0.74285,0.98497
0.60981,0.9808
0.69432,0.98664
0.71226,0.98581
0.35686,0.98164
0.38341,0.9783
0.6484,0.98247
0.71399,0.98998
0.42404,0.97746
0.51429,0.98247
0.42262,0.9808
0.3986,0.97496
0.34984,0.97412
0.46704,0.97663
0.63707,0.98915
0.8224,0.98664
0.22958,0.97329
0.61442,0.98164
0.53001,0.98497
0.40756,0.97579
0.47156,0.97997
0.58164,0.9808
0.23292,0.96828
0.34378,0.97412
0.69131,0.98581
0.56734,0.97997
0.35228,0.97329
0.39052,0.97913
0.36785,0.97496
0.66458,0.98164
0.38814,0.97663
0.28969,0.97162
0.40216,0.9783
0.59783,0.98581
0.32431,0.97412
0.50409,0.98247
0.2117,0.96828
0.69954,0.98581
0.25006,0.96912
0.69673,0.98831
0.42327,0.9783
0.27108,0.97162
0.31342,0.97245
0.35651,0.97579
0.6744,0.98581
0.57181,0.98164
0.54909,0.98164
0.70361,0.98748
0.50576,0.97913
0.37968,0.97496
0.23817,0.96912
0.48903,0.97913
0.55319,0.98581
0.69556,0.98581
0.2754,0.97245
0.17281,0.96494
0.43965,0.9808
0.34964,0.97329
0.4903,0.98247
0.74333,0.99082
0.36448,0.97412
0.41899,0.97579
0.46782,0.9808
0.46844,0.98164
0.54644,0.98331
0.52039,0.9808
0.47123,0.97997
0.02075,0.9591
0.67615,0.98581
0.56948,0.98664
0.2927,0.97162
0.16888,0.96828
0.21893,0.97078
0.44963,0.97913
0.39974,0.9783
0.63561,0.98831
0.34723,0.97746
0.65956,0.98414
0.47358,0.97663
0.59507,0.9808
0.49644,0.97913
0.19119,0.96661
0.19458,0.96912
0.48809,0.9783
0.38948,0.97579
0.53078,0.98164
0.58786,0.98497
0.15314,0.96494
0.46029,0.97663
0.36488,0.97663
0.18594,0.96745
0.53338,0.97746
0.34877,0.97496
0.80799,0.99165
0.27467,0.97245
0.43995,0.97746
0.5158,0.97997
0.43405,0.97663
0.20455,0.96995
0.48701,0.97746
0.43406,0.9783
0.48184,0.97913
0.37991,0.97579
0.55404,0.9808
0.3725,0.97663
0.487,0.9808
0.72104,0.98414
0.70229,0.98664
0.21391,0.96828
0.6595,0.98581
0.31883,0.97245
0.15187,0.96745
0.40191,0.97913
0.11832,0.96411
0.56833,0.98497
0.78717,0.99332
0.65298,0.98664
0.70695,0.98414
0.3796,0.97496
0.803,0.99165
0.66609,0.98581
0.46323,0.97913
0.43937,0.97746
0.56318,0.9808
0.57567,0.9808
0.23626,0.96828
0.48884,0.9783
0.10675,0.96244
0.69089,0.98748
0.71324,0.98497
0.43314,0.9808
0.41857,0.97997
0.74071,0.99082
0.54056,0.97997
0.60535,0.98247
0.34101,0.97329
0.63902,0.98247
0.64328,0.98414
0.29723,0.97412
0.52959,0.98247
0.72402,0.98414
0.59235,0.9783
0.35743,0.97746
0.50794,0.98164
0.45902,0.97913
0.24625,0.96995
0.45307,0.9783
0.24214,0.96912
0.4938,0.97913
0.31958,0.97162
0.40713,0.9783
0.33228,0.97329
0.51786,0.97913
0.20471,0.96661
0.5296,0.97913
0.67094,0.98748
0.30658,0.97412
0.33566,0.97245
0.37009,0.9808
0.77993,0.98748
0.20974,0.96995
0.24312,0.96912
0.55241,0.98831
0.46489,0.9783
0.79229,0.98748
0.40593,0.9783
0.50613,0.98331
0.21739,0.96912
0.18955,0.96912
0.65888,0.98414
0.40619,0.97913
0.17409,0.96828
0.72701,0.98831
0.5096,0.97997
0.18838,0.96745
0.020652,0.9591
0.35282,0.97496
0.70166,0.98497
0.3694,0.97746
0.51358,0.97913
0.40868,0.97496
0.25666,0.97329
0.3112,0.97329
0.3768,0.97579
0.35921,0.97245
0.59122,0.9808
0.16241,0.96494
0.26247,0.96995
0.70482,0.99332
0.63615,0.98414
0.10673,0.96327
0.10381,0.96411
0.6479,0.98331
0.72531,0.98581
0.39026,0.97579
0.77442,0.99917
0.52874,0.9783
0.19794,0.96995
0.43643,0.98247
0.15502,0.96578
0.65414,0.98581
0.23719,0.97078
0.62123,0.98164
0.22167,0.96661
0.56901,0.97663
0.34934,0.97579
0.25342,0.97329
0.62643,0.98331
0.14191,0.96494
0.56329,0.98164
0.61489,0.98414
0.47353,0.97913
0.4783,0.9783
0.60335,0.98247
0.48586,0.98164
0.49026,0.9808
0.41194,0.97412
0.25501,0.96912
0.46789,0.98164
0.39275,0.97746
0.70009,0.98581
0.57933,0.98414
0.16143,0.96578
0.26209,0.97245
0.58522,0.9808
0.23441,0.96995
0.53274,0.9808
0.34842,0.97245
0.51854,0.9783
0.219,0.96828
0.63911,0.98414
0.5758,0.98331
0.4687,0.97746
0.44867,0.9808
0.31969,0.97412
0.47603,0.97997
0.55116,0.9808
0.84748,0.98998
0.41757,0.97579
0.43156,0.97746
0.40008,0.97579
0.41823,0.9783
0.23756,0.96828
0.6031,0.98414
0.38644,0.97663
0.23521,0.96995
0.10999,0.96327
0.25347,0.96995
0.5274,0.97997
0.4788,0.98497
0.48183,0.98331
0.33577,0.97496
0.083846,0.96244
0.61323,0.98331
0.31042,0.97496
0.2605,0.97329
0.22677,0.97078
0.32034,0.97329
0.37084,0.97329
0.33267,0.97329
0.80447,0.98998
0.19466,0.96661
0.48285,0.98247
0.36546,0.97412
0.67736,0.98497
0.11486,0.96411
0.34909,0.97412
0.44846,0.9783
0.16629,0.96578
0.60104,0.98164
0.15821,0.96494
0.67895,0.98331
0.27091,0.97162
0.36426,0.97663
0.64382,0.9808
0.55408,0.98331
0.27968,0.96995
0.4927,0.9808
0.46644,0.97997
0.36181,0.97663
0.47009,0.97746
0.22855,0.96828
0.39276,0.9783
0.53733,0.97997
0.22895,0.96912
0.38879,0.97496
0.395,0.97245
0.64504,0.98581
0.26804,0.96995
0.31806,0.97579
0.68996,0.98915
0.43097,0.97579
0.34079,0.97746
0.44145,0.9808
0.49424,0.97997
0.24287,0.96828
0.77848,0.98915
0.47861,0.97746
0.51252,0.98664
0.59139,0.98164
0.48327,0.97579
0.37056,0.97496
0.42967,0.97746
0.54249,0.9808
0.3697,0.97663
0.3179,0.97412
0.30449,0.97245
0.57737,0.98247
0.36843,0.97412
0.63833,0.98497
0.42455,0.97663
0.42855,0.97746
0.64436,0.98331
0.21787,0.96828
0.56057,0.98164
0.79269,0.99165
0.30815,0.97329
0.25472,0.96828
0.252,0.97162
0.30775,0.97329
0.4306,0.97746
0.2948,0.97329
0.49326,0.9808
0.13885,0.96411
0.40557,0.97663
0.26378,0.97162
0.49017,0.97913
0.29204,0.97162
0.31845,0.97245
0.13399,0.96578
0.42934,0.97663
0.39384,0.97412
0.73217,0.99416
0.40433,0.97663
0.76031,0.98998
0.33709,0.97245
0.32549,0.97496
0.54062,0.97746
0.46326,0.98164
0.26627,0.97245
0.45388,0.9783
0.36244,0.97579
0.6246,0.98664
0.4671,0.98164
0.20328,0.96745
0.37568,0.97496
0.4297,0.9783
0.56687,0.98247
0.39919,0.9783
0.10623,0.96327
0.20477,0.96745
0.48744,0.97997
0.58993,0.98414
0.5743,0.98331
0.17548,0.96828
0.59286,0.98414
0.42972,0.97913
0.4537,0.97663
0.29199,0.97245
0.037849,0.95993
0.33191,0.97412
0.33515,0.97663
0.49312,0.98164
0.22634,0.96828
0.40964,0.97997
0.31354,0.97329
0.29772,0.97162
0.17766,0.96661
0.62085,0.98581
0.46573,0.9783
0.62824,0.98664
0.69079,0.98915
0.14964,0.96578
0.66829,0.98581
1,0.99082
0.55365,0.98331
0.40832,0.97663
0.60832,0.98497
0.55181,0.98164
0.39464,0.9783
0.36031,0.97579
0.62499,0.98331
0.56352,0.98164
0.38192,0.97746
0.40416,0.97913
0.31933,0.97078
0.4539,0.9783
0.37893,0.97579
0.72998,0.98164
0.40863,0.97412
0.65664,0.98748
0.38945,0.97579
0.51487,0.98414
0.61099,0.98497
0.66368,0.98998
0.48627,0.97997
0.27825,0.97162
0.33078,0.97245
0.24428,0.96995
0.52561,0.9808
0.51993,0.9808
0.82973,0.99499
0.39953,0.97997
0.43266,0.9783
0.55899,0.98664
0.6956,0.98164
0.32914,0.97245
0.65122,0.99082
0.62884,0.9808
0.4735,0.98164
0.50353,0.98414
0.34058,0.97663
0.16881,0.96745
0.47345,0.97746
0.51024,0.98164
0.45034,0.97997
0.19629,0.96912
0.44129,0.9808
0.60762,0.98164
0.60807,0.97997
0.53381,0.98164
0.2399,0.96828
0.52098,0.97997
0.70559,0.98581
0.44287,0.9783
0.14624,0.96995
0.11803,0.96411
0.47795,0.98331
0.28167,0.96995
0.49558,0.97997
0.31992,0.97496
0.48806,0.97746
0.62597,0.98414
0.59064,0.99082
0.30077,0.97412
0.29081,0.97245
0.39198,0.97412
0.65533,0.98998
0.36907,0.97496
0.37397,0.97496
0.19854,0.96661
0.65422,0.99249
0.54108,0.98164
0.41009,0.97746
0.37001,0.9783
0.5524,0.98664
0.63139,0.98414
0.28116,0.97245
0.44833,0.97663
0.48517,0.98164
0.17026,0.96661
0.65479,0.98414
0.71844,0.98748
0.25302,0.97162
0.36461,0.97579
0.34128,0.97496
0.73595,0.98581
0.64248,0.9808
0.41193,0.97496
0.38653,0.97746
0.2651,0.96995
0.34496,0.97496
0.25268,0.97162
0.44212,0.97579
0.56725,0.98831
0.14963,0.96411
0.10713,0.96411
0.3008,0.97245
0.1539,0.96494
0.49248,0.9783
0.36451,0.97496
0.42902,0.97496
0.32102,0.97329
0.36993,0.97663
0.67936,0.9808
0.28862,0.97412
0.25201,0.97078
0.52748,0.98915
0.53507,0.98164
0.14769,0.96578
0.66378,0.99165
0.13656,0.96411
0.044775,0.95993
0.66475,0.98414
0.76721,0.98664
0.24254,0.97078
0.43768,0.97997
0.44464,0.97997
0.27826,0.97078
0.39114,0.97663
0.37731,0.97663
0.22887,0.96912
0.55004,0.98164
0.48503,0.97913
0.32579,0.97245
0.61315,0.97997
0.41706,0.97663
0.42747,0.9808
0.47033,0.9783
0.7297,0.98664
0.40677,0.97746
0.71384,0.98331
0.40163,0.97663
0.35428,0.97579
0.42979,0.98164
0.040842,0.95993
0.2354,0.96995
0.56086,0.98664
0.47777,0.9783
0.71636,0.99082
0.37436,0.97579
0.21255,0.96578
0.32208,0.97245
0.36436,0.97496
0.21945,0.97329
0.44057,0.97746
0.40361,0.9783
0.38235,0.97663
0.15526,0.96578
0.44058,0.9783
0.52486,0.97997
0.87163,0.99165
0.46684,0.9808
0.46422,0.9783
0.56675,0.98581
0.7152,0.98331
0.6478,0.98414
0.37483,0.97663
0.31222,0.97496
0.69685,0.98748
0.26016,0.96995
0.4135,0.97746
0.2478,0.96995
0.54881,0.98164
0.24056,0.97078
0.71489,0.98581
0.68616,0.98998
0.064481,0.96077
0.17565,0.96745
0.25231,0.97078
0.69631,0.98581
0.59764,0.9808
0.30192,0.97412
0.60988,0.98247
0.49677,0.9808
0.39822,0.97579
0.49637,0.97913
0.39822,0.97913
0.74234,0.98748
0.24451,0.96912
0.23614,0.96912
0.1614,0.96745
0.41129,0.97579
0.28272,0.97245
0.50678,0.98331
0.54573,0.9808
0.51822,0.98581
0.31636,0.97663
0.91031,0.99082
0.2795,0.97162
0.33977,0.97412
0.29474,0.97329
0.30006,0.97245
0.5732,0.9808
0.24916,0.96912
0.40728,0.9808
0.12785,0.96411
0.25467,0.97162
0.42657,0.97579
0.31021,0.97329
0.24908,0.96995
0.42382,0.97663
0.13807,0.96411
0.50325,0.97913
0.12513,0.96411
0.63395,0.98664
0.55802,0.98414
0.57606,0.98497
0.58845,0.97997
0.37488,0.97496
0.40487,0.97746
0.5133,0.98497
0.57803,0.98748
0.57846,0.98831
0.31479,0.97245
0.26515,0.97162
0.28022,0.97245
0.22693,0.97245
0.26801,0.97162
0.50771,0.9808
0.40501,0.9783
0.44162,0.97579
0.37377,0.97663
0.11343,0.96327
0.58411,0.98247
0.76068,0.98831
0.66677,0.99249
0.23497,0.96995
0.32602,0.97078
0.22104,0.96912
0.16768,0.96661
0.52003,0.98581
0.34778,0.97412
0.31867,0.97329
0.62503,0.9808
0.51884,0.98497
0.57692,0.97997
0.71897,0.98497
0.20928,0.96995
0.45412,0.97913
0.34401,0.97412
0.23588,0.96995
0.31028,0.97245
0.42121,0.97663
0.11226,0.96578
0.41708,0.97663
0.3979,0.97496
0.26956,0.97245
0.55442,0.98414
0.18992,0.96661
0.38477,0.97579
0.35183,0.97579
0.58476,0.98247
0.23272,0.97078
0.50007,0.98247
0.56469,0.98831
0.35027,0.97997
0.28285,0.97245
0.61891,0.98164
0.62443,0.98247
0.20341,0.96828
0.34745,0.97663
0.47521,0.98164
0.53946,0.98164
0.34726,0.97496
0.2751,0.97245
0.79423,0.98831
0.58235,0.98331
0.39981,0.97663
0.367,0.97329
0.74933,0.98998
0.42181,0.97913
0.49461,0.98331
0.34066,0.97496
0.66853,0.98831
0.26065,0.96912
0.6917,0.97997
0.23012,0.97162
0.31139,0.97329
0.35452,0.97579
0.27999,0.97162
0.15536,0.96494
0.16467,0.96661
0.54241,0.98247
0.56732,0.98331
0.76537,0.98998
0.56859,0.98581
0.47303,0.98247
0.52597,0.98164
0.27967,0.97078
0.49373,0.97913
0.11718,0.96494
0.33715,0.97412
0.19102,0.96745
0.38471,0.97329
0.62487,0.98331
0.31057,0.97245
0.70716,0.99082
0.51144,0.97663
0.44696,0.97997
0.6979,0.98915
0.52274,0.98164
0.59841,0.98164
0.45589,0.97913
0.47786,0.97746
0.11061,0.96327
0.34778,0.97412
0.5725,0.9783
0.29131,0.97162
0.33825,0.97329
0.30395,0.97162
0.39816,0.97579
0.43409,0.97997
0.5094,0.98164
0.42322,0.9783
0.42269,0.97746
0.55226,0.98331
0.6772,0.98247
0.68287,0.99082
0.80973,0.99165
0.32172,0.97329
0.62834,0.98414
0.55433,0.98331
0.33414,0.97412
0.12452,0.96411
0.43822,0.97997
0.99903,0.99666
0.56657,0.98247
0.54113,0.97997
0.75237,0.99082
0.36987,0.97579
0.58093,0.98331
0.32747,0.97496
0.17046,0.96661
0.5505,0.98497
0.52355,0.97913
0.31459,0.97245
0.52897,0.97997
0.21512,0.96745
0.56101,0.98497
0.37347,0.97496
0.34022,0.97412
0.2013,0.96995
0.38526,0.97663
0.81173,0.98831
0.2977,0.97329
0.36431,0.97579
0.18259,0.96745
0.2588,0.96995
0.64967,0.98414
0.43191,0.9808
0.69746,0.98831
0.29721,0.97078
0.3567,0.97663
0.24592,0.97078
0.32681,0.97329
0.59889,0.98414
0.41175,0.97913
0.51863,0.98164
0.65313,0.98497
0.19142,0.96912
0.31556,0.97412
0.28685,0.97162
0.50436,0.98331
0.43468,0.97913
0.35954,0.97579
0.01616,0.9591
0.67508,0.98414
0.57294,0.98247
0.65739,0.98581
0.42164,0.97663
0.51749,0.9808
0.3219,0.97329
0.74514,0.98414
0.46974,0.97746
0.35636,0.97412
0.4432,0.98247
0.44879,0.98164
0.53089,0.98331
0.47191,0.97579
0.61027,0.98497
0.11488,0.96327
0.36834,0.97496
0.50713,0.97997
0.31917,0.97663
0.44248,0.97579
0.28119,0.97412
0.36011,0.97496
0.73571,0.98831
0.42488,0.9783
0.30578,0.97162
0.46542,0.97579
0.58374,0.98331
0.30781,0.97412
0.64321,0.98164
0.39907,0.9783
0.54192,0.98664
0.60897,0.98581
0.52734,0.97997
0.36368,0.97412
0.29256,0.97078
0.54576,0.98247
0.54755,0.9783
0.45236,0.97746
0.10793,0.96327
0.46125,0.97579
0.73792,0.98164
0.2466,0.96995
0.36497,0.97496
0.14685,0.96411
0.35053,0.97913
0.19326,0.96828
0.24191,0.96995
0.44723,0.97663
0.59206,0.98497
0.32817,0.97913
0.65075,0.98915
0.62509,0.97997
0.64981,0.98497
0.27124,0.97162
0.15989,0.96661
0.063431,0.9616
0.7196,0.98998
0.22814,0.96745
0.38285,0.97579
0.59441,0.98247
0.39013,0.97746
0.50202,0.98247
0.51312,0.98247
0.68927,0.98497
0.62402,0.98414
0.33982,0.97412
0.13375,0.96494
0.37831,0.97579
0.3118,0.97245
0.18905,0.96745
0.3545,0.97663
0.32713,0.97329
0.33051,0.97496
0.45009,0.97913
0.40567,0.97579
0.21885,0.96912
0.64054,0.9808
0.57819,0.98414
0.10688,0.96411
0.32187,0.97162
0.69359,0.98581
0.46495,0.97746
0.53624,0.98414
0.56139,0.97746
0.33199,0.9783
0.25002,0.96912
0.33384,0.97579
0.77186,0.99082
0.58658,0.98831
0.15149,0.96494
0.084735,0.96327
0.31415,0.97162
0.34188,0.97663
0.70792,0.98414
0.018931,0.9591
0.68119,0.98664
0.68297,0.98748
0.29262,0.97162
0.23396,0.97162
0.44695,0.97997
0.070684,0.96077
0.38483,0.97663
0.34185,0.97412
0.22357,0.96995
0.49231,0.98497
0.42914,0.9808
0.49595,0.97913
0.090147,0.96244
0.30423,0.97496
0.22133,0.96828
0.44637,0.97579
0.61064,0.98331
0.249,0.97078
0.66722,0.98414
0.20658,0.96828
0.48755,0.98497
0.37019,0.97663
0.24349,0.97162
0.5404,0.97746
0.65409,0.98581
0.76342,0.98998
0.43426,0.97412
0.50106,0.97746
0.18149,0.96745
0.5759,0.98664
0.27838,0.97412
0.22505,0.96995
0.5333,0.98497
0.35622,0.97663
0.62618,0.98331
0.62226,0.98414
0.29144,0.97078
0.42089,0.97496
0.30285,0.97162
0.55356,0.97997
0.56161,0.97913
0.36775,0.97496
0.34229,0.97663
0.25496,0.97078
0.2303,0.96912
0.40839,0.9783
0.36881,0.97746
0.68217,0.98831
0.68256,0.98664
0.59812,0.98664
0.63187,0.98831
0.12221,0.96494
0.41559,0.97997
0.21517,0.96912
0.28176,0.97162
0.35685,0.97496
0.33952,0.97579
0.4471,0.9808
0.51559,0.98164
0.16668,0.96578
0.5346,0.98247
0.53561,0.98414
0.2119,0.96828
0.53181,0.98497
0.46621,0.97913
0.57427,0.98581
0.50321,0.98247
0.52727,0.98331
0.63744,0.98915
0.29662,0.97162
0.43465,0.98247
0.053614,0.96077
0.41925,0.97997
0.66878,0.98247
0.15156,0.96578
0.25639,0.96912
0.31555,0.97746
0.47288,0.97997
0.34134,0.97496
0.33419,0.97078
0.35328,0.97746
0.51617,0.9808
0.32574,0.97078
0.41965,0.98331
0.51192,0.98414
0.67787,0.98164
0.37207,0.97746
0.21274,0.96745
0.11111,0.96411
0.27554,0.97078
0.40092,0.97746
0.60063,0.98664
0.34917,0.97663
0.54659,0.98331
0.25917,0.97078
0.56353,0.98581
0.31612,0.97245
0.57473,0.9808
0.28091,0.97496
0.60948,0.98331
0.2212,0.96745
0.55905,0.98414
0.5711,0.9808
0.33081,0.97412
0.32037,0.97579
0.45087,0.9808
0.1441,0.96494
0.38336,0.97746
0.24056,0.97162
0.24201,0.97162
0.28475,0.96995
0.67632,0.98998
0.22539,0.96912
0.31281,0.97579
0.74062,0.98748
0.41728,0.9783
0.79021,0.98664
0.58334,0.98164
0.34086,0.97412
0.35334,0.97746
0.1861,0.96661
0.43375,0.97913
0.25226,0.97162
0.58689,0.98247
0.47653,0.97746
0.11718,0.96411
0.50282,0.9783
0.70157,0.98414
0.073926,0.9616
0.35674,0.97412
0.45055,0.97997
0.55263,0.9808
0.56909,0.9808
0.38698,0.97496
0.32385,0.97162
0.428,0.98247
0.59572,0.98331
0.34751,0.97496
0.43968,0.9783
0.55399,0.98247
0.47809,0.97746
0.3795,0.97913
0.27117,0.97162
0.45151,0.9783
0.55699,0.98331
0.53096,0.98247
0.18282,0.96578
0.594,0.98664
0.44928,0.98164
0.39516,0.9783
0.62067,0.9808
0.60165,0.98414
0.57668,0.97913
0.58429,0.98331
0.48229,0.98164
0.44623,0.97746
0.21624,0.96995
0.51788,0.98414
0.40651,0.97579
0.82054,0.99082
0.42122,0.9783
0.37695,0.97579
0.50953,0.97913
0.17373,0.96578
0.46597,0.97663
0.67479,0.98414
0.18391,0.96661
0.76224,0.99082
0.11119,0.96327
0.66484,0.98497
0.23716,0.96995
0.38479,0.97663
0.22342,0.96828
0.49593,0.97997
0.5948,0.98664
0.58303,0.98331
0.55852,0.97913
0.21132,0.96912
0.31798,0.97496
0.17141,0.96661
0.40515,0.97746
0.70187,0.98581
0.6805,0.98831
0.3634,0.97579
0.41697,0.97746
0.331,0.97162
0.58177,0.98331
0.21092,0.96912
0.58183,0.98164
0.52919,0.97997
0.74648,0.98915
0.33058,0.97663
0.61655,0.98247
0.542,0.98247
0.21103,0.96828
0.34019,0.97412
0.24566,0.96912
0.28747,0.97078
0.46873,0.98247
0.47326,0.97663
0.31512,0.97245
0.23728,0.96995
0.15868,0.96661
0.64125,0.98748
0.286,0.97245
0.50602,0.97913
0.32487,0.97245
0.36039,0.97579
0.39341,0.97579
0.38433,0.97913
0.60727,0.98247
0.24541,0.97078
0.22675,0.96995
0.81262,0.99666
0.52495,0.98497
0.44401,0.97663
0.58943,0.98164
0.34258,0.97078
0.45559,0.97913
0.44927,0.9808
0.63615,0.98748
0.26697,0.96995
0.58736,0.98247
0.55719,0.98831
0.15448,0.96661
0.33379,0.97412
0.20948,0.96912
0.49503,0.97913
