uncertainty,IT
0.1877,0.96745
0.65358,0.98915
0.37075,0.97663
0.24115,0.97078
0.68824,0.98247
0.51987,0.98414
0.53694,0.98915
0.17029,0.96661
0.72429,0.98915
0.52759,0.98247
0.79378,0.98664
0.52002,0.98331
0.55397,0.98414
0.74628,0.98831
0.58813,0.98414
0.18635,0.96661
0.37774,0.97663
0.31022,0.97412
0.69814,0.98247
0.60569,0.98748
0.31354,0.97412
0.15074,0.96578
0.54135,0.98164
0.58792,0.98164
0.4456,0.97913
0.35715,0.97412
0.20515,0.96745
0.17663,0.96828
0.2793,0.97579
0.53255,0.97913
0.4032,0.97746
0.095724,0.96244
0.29865,0.97329
0.2203,0.96912
0.29094,0.97162
0.28354,0.97245
0.40312,0.97746
0.43438,0.9808
0.6651,0.98414
0.38844,0.97496
0.41949,0.97913
0.32276,0.97329
0.42432,0.97329
0.12506,0.96494
0.69604,0.98998
0.56438,0.98164
0.64916,0.98915
0.53196,0.9783
0.61331,0.98414
0.47761,0.97997
0.31332,0.97329
0.33336,0.97412
0.28444,0.97329
0.6472,0.98581
0.44737,0.97913
0.80162,0.99082
0.55722,0.98247
0.27965,0.96995
0.49276,0.97746
0.33288,0.97412
0.35061,0.97746
0.081833,0.9616
0.3664,0.97412
0.6253,0.98247
0.4964,0.98164
0.22376,0.96912
0.30978,0.97412
0.21854,0.96828
0.55699,0.98414
0.19292,0.96828
0.37509,0.97663
0.25696,0.96995
0.39411,0.97496
0.60865,0.98164
0.26474,0.97245
0.4813,0.9808
0.25994,0.97245
0.30636,0.97245
0.31375,0.97412
0.75945,0.98414
0.065481,0.96077
0.59097,0.98164
0.57499,0.9808
0.039295,0.95993
0.53061,0.98164
0.66606,0.98414
0.17782,0.96661
0.40915,0.97746
0.31161,0.97412
0.28251,0.97078
0.1398,0.96578
0.38046,0.97663
0.50241,0.98164
0.75894,0.98664
0.43113,0.98414
0.63864,0.98247
0.12532,0.96411
0.43923,0.9783
0.66817,0.98247
0.63422,0.97746
0.36717,0.97579
0.33759,0.97329
0.34911,0.97412
0.60391,0.98414
0.555,0.98748
0.52857,0.98247
0.15765,0.96661
0.40747,0.97997
0.35976,0.97412
0.44744,0.97913
0.66135,0.98497
0.22298,0.96995
0.43869,0.97746
0.66088,0.98414
0.5335,0.9808
0.18849,0.96661
0.096319,0.96411
0.093483,0.96327
0.5489,0.98414
0.41803,0.97997
0.74413,0.98497
0.5624,0.98247
0.13421,0.96494
0.47157,0.9808
0.6489,0.98164
0.34695,0.97162
0.27572,0.97162
0.24394,0.96995
0.094511,0.96244
0.49013,0.9808
0.36919,0.97579
0.44327,0.9783
0.51912,0.98331
0.19368,0.96828
0.32331,0.97245
0.2352,0.96828
0.36829,0.97496
0.30062,0.97329
0.17319,0.96661
0.22779,0.96912
0.7397,0.99165
0.33402,0.97496
0.56696,0.9808
0.36706,0.97245
0.39503,0.97579
0.42886,0.97746
0.41616,0.97329
0.3334,0.97663
0.53543,0.98414
0.057144,0.96077
0.15353,0.96578
0.49974,0.9783
0.54324,0.97997
0.7703,0.98581
0.21907,0.96745
0.23874,0.97078
0.3574,0.97496
0.61863,0.97997
0.42199,0.97663
0.57547,0.97997
0.76268,0.99082
0.45258,0.97746
0.50468,0.9808
0.68814,0.98831
0.57527,0.97997
0.52555,0.97997
0.19684,0.96661
0.19951,0.96745
0.66536,0.98247
0.52524,0.98748
0.36394,0.97746
0.28838,0.97078
0.15146,0.96494
0.17937,0.96745
0.73252,0.98831
0.30592,0.97078
0.30433,0.97329
0.5565,0.98497
0.41608,0.97997
0.51028,0.9783
0.445,0.97746
0.64126,0.99165
0.25587,0.96912
0.43634,0.9808
0.43362,0.97579
0.45964,0.9783
0.37468,0.97329
0.38383,0.9783
0.38152,0.97579
0.45555,0.97997
0.63694,0.99165
0.35135,0.97496
0.37386,0.97746
0.65346,0.98581
0.31562,0.97329
0.78748,0.98748
0.59728,0.98581
0.38087,0.97746
0.17683,0.96745
0.43319,0.97746
0.51703,0.9783
0.32961,0.97329
0.42145,0.97663
0.14197,0.96494
0.35551,0.97329
0.52254,0.97913
0.30824,0.97245
0.40488,0.98164
0.49996,0.98414
0.35737,0.97412
0.28363,0.97245
0.34548,0.97997
0.87551,0.98915
0.19703,0.96828
0.28045,0.97162
0.47669,0.97746
0.33368,0.97496
0.45504,0.9783
0.3623,0.97329
0.79809,0.98831
0.63948,0.98664
0.45887,0.97746
0.5967,0.98331
0.35926,0.97496
0.37208,0.9783
0.4745,0.9783
0.31766,0.97579
0.33601,0.97329
0.63118,0.98497
0.36677,0.97746
0.29935,0.97245
0.32581,0.97412
0.54813,0.97746
0.22738,0.96828
0.30473,0.97329
0.4471,0.97663
0.6537,0.98748
0.7523,0.99082
0.37161,0.97579
0.37145,0.97663
0.076149,0.9616
0.71655,0.98497
0.2841,0.97078
0.45675,0.9808
0.71685,0.98581
0.46449,0.9783
0.62472,0.98247
0.47276,0.97997
0.52246,0.9808
0.25313,0.97078
0.76135,0.98998
0.64991,0.98998
0.25499,0.97162
0.2326,0.96828
0.42244,0.97496
0.45384,0.97997
0.19577,0.96828
0.29856,0.96995
0.66432,0.98164
0.12536,0.96411
0.35375,0.97913
0.45435,0.9783
0.36312,0.97412
0.50171,0.98247
0.54188,0.9808
0.64335,0.98497
0.062318,0.96077
0.33611,0.97329
0.47186,0.9808
0.37863,0.97663
0.6518,0.98497
0.041212,0.95993
0.36964,0.97579
0.35144,0.97412
0.31756,0.97329
0.43338,0.97496
0.19843,0.96828
0.63494,0.98331
0.48776,0.97997
0.45779,0.98164
0.17967,0.96661
0.52501,0.97746
0.5382,0.97913
0.31636,0.97329
0.67959,0.98331
0.80986,0.98831
0.094168,0.96244
0.25085,0.97078
0.43624,0.97997
0.49356,0.98581
0.47308,0.98247
0.34055,0.97412
0.62846,0.98414
0.51278,0.97913
0.4612,0.97329
0.54865,0.98497
0.44563,0.97746
0.29636,0.97329
0.26718,0.97162
0.15812,0.96661
0.28124,0.97412
0.60958,0.98748
0.34716,0.97663
0.2055,0.96745
0.71276,0.98748
0.44743,0.97913
0.1007,0.96244
0.59625,0.98497
0.58468,0.98331
0.76684,0.99499
0.29594,0.97078
0.23009,0.96828
0.27054,0.97078
0.48053,0.9808
0.14079,0.96578
0.040551,0.95993
0.19295,0.96661
0.42168,0.97496
0.24288,0.96995
0.33635,0.97412
0.70547,0.98414
0.27772,0.97078
0.18463,0.96828
0.35526,0.97329
0.48086,0.9783
0.61808,0.98497
0.29934,0.97078
0.22561,0.97078
0.73779,0.98915
0.39206,0.97746
0.32066,0.97329
0.43071,0.97496
0.61774,0.98497
0.36775,0.97412
0.62616,0.98247
0.48963,0.97913
0.36311,0.97663
0.61849,0.98414
0.32344,0.97412
0.2074,0.96912
0.74089,0.98831
0.24548,0.96828
0.42737,0.97913
0.76586,0.99082
0.35363,0.97663
0.1383,0.96494
0.47027,0.97746
0.77167,0.98831
0.75406,0.98581
0.3876,0.97663
0.36673,0.97746
0.34758,0.97663
0.54378,0.98748
0.4277,0.97663
0.30019,0.97329
0.23947,0.96995
0.18759,0.96912
0.59978,0.98247
0.35672,0.97245
0.17886,0.96578
0.27653,0.97078
0.66994,0.98414
0.23004,0.97078
0.099455,0.96244
0.30168,0.97496
0.50164,0.98581
0.14194,0.96411
0.5801,0.98331
0.39687,0.9783
0.21741,0.96828
0.42376,0.97746
0.36978,0.97412
0.33778,0.97245
0.1101,0.96411
0.5504,0.97746
0.71523,0.98497
0.42193,0.97746
0.31626,0.97078
0.30279,0.97245
0.178,0.96661
0.47184,0.97997
0.37307,0.97579
0.15364,0.96661
0.22319,0.97162
0.26398,0.97078
0.48592,0.98247
0.30101,0.97162
0.39649,0.97663
0.60825,0.98247
0.37697,0.97496
0.29879,0.97412
0.4037,0.97913
0.46629,0.97746
0.44819,0.97579
0.26394,0.97162
0.32636,0.97579
0.49715,0.97997
0.35214,0.97579
0.25381,0.97078
0.58962,0.98331
0.36452,0.97412
0.2017,0.96828
0.31975,0.97329
0.083588,0.96244
0.35958,0.97496
0.25256,0.96995
0.20848,0.96828
0.64646,0.98497
0.15735,0.96661
0.20792,0.96995
0.35484,0.97496
0.28721,0.97329
0.23489,0.97078
0.67157,0.98331
0.15403,0.96578
0.42663,0.97746
0.38192,0.98164
0.21778,0.96995
0.62633,0.98414
0.47725,0.97663
0.61081,0.98497
0.78157,0.98998
0.35615,0.97496
0.6719,0.98748
0.42256,0.9783
0.37033,0.97663
0.3937,0.97579
0.71846,0.98581
0.36207,0.97579
0.16805,0.96661
0.23032,0.97078
0.41656,0.97746
0.25927,0.96995
0.35002,0.97412
0.20884,0.96828
0.42702,0.97746
0.30039,0.97329
0.24856,0.97245
0.28133,0.97162
0.25917,0.97078
0.1736,0.96578
0.66407,0.98581
0.23621,0.96995
0.30089,0.97162
0.32521,0.97245
0.75415,0.98581
0.29192,0.97496
0.13894,0.96494
0.65546,0.98414
0.3786,0.97412
0.60875,0.98831
0.40055,0.97579
0.50806,0.97913
0.56227,0.98247
0.65267,0.98414
0.67146,0.98581
0.69022,0.98581
0.59881,0.98164
0.47347,0.9808
0.65521,0.98998
0.66832,0.99165
0.53419,0.97663
0.39121,0.98164
0.4551,0.9783
0.58278,0.98414
0.15956,0.96494
0.64219,0.98247
0.2903,0.97078
0.47862,0.97496
0.043394,0.95993
0.32871,0.97663
0.78451,0.99249
0.02023,0.9591
0.819,0.99249
0.6626,0.98831
0.23869,0.96912
0.54261,0.97579
0.27346,0.97078
0.15467,0.96661
0.47065,0.97913
0.56464,0.98164
0.67491,0.98748
0.2982,0.97245
0.34087,0.97663
0.32396,0.97245
0.47447,0.97913
0.37961,0.97746
0.54412,0.9808
0.45723,0.98414
0.54244,0.98331
0.64831,0.98414
0.16448,0.96745
0.44518,0.9808
0.526,0.97997
0.34513,0.97496
0.49999,0.97913
0.6437,0.98748
0.12389,0.96494
0.34457,0.97663
0.2024,0.96745
0.61547,0.98581
0.28167,0.97078
0.31869,0.97412
0.5261,0.98497
0.46855,0.97997
0.088436,0.96327
0.16152,0.96661
0.74314,0.98915
0.3505,0.97496
0.25799,0.97162
0.51279,0.97746
0.36089,0.97162
0.36131,0.97579
0.40604,0.97579
0.57578,0.98497
0.21137,0.96912
0.27012,0.97162
0.39629,0.9783
0.63615,0.97997
0.46622,0.97913
0.31401,0.97162
0.57156,0.98247
0.45321,0.97913
0.66611,0.98831
0.43826,0.97663
0.32013,0.97412
0.58252,0.9808
0.38143,0.98247
0.41473,0.97579
0.70267,0.98998
0.30555,0.97329
0.59568,0.98664
0.29639,0.97329
0.10462,0.96327
0.44669,0.9783
0.32768,0.97579
0.66509,0.98164
0.73147,0.99082
0.59249,0.98331
0.36483,0.97746
0.094166,0.96244
0.52824,0.98247
0.35873,0.97412
0.50896,0.98414
0.74859,0.98664
0.23365,0.96745
0.28157,0.96995
0.73452,0.98581
0.18241,0.96578
0.4939,0.9783
0.55985,0.98414
0.43214,0.97746
0.46872,0.97579
0.56493,0.97746
0.69049,0.98664
0.62551,0.98414
0.49442,0.9808
0.20978,0.96828
0.33781,0.97329
0.29814,0.97412
0.48252,0.97746
0.84316,0.98831
0.75503,0.98748
0.70226,0.99082
0.80707,0.98915
0.34521,0.97245
0.51629,0.97913
0.5788,0.97913
0.2906,0.97412
0.5856,0.98497
0.17948,0.96661
0.55348,0.9808
0.31589,0.97412
0.20842,0.96828
0.53627,0.9808
0.57494,0.98581
0.55877,0.98497
0.5075,0.98164
0.30649,0.97162
0.38624,0.97997
0.14888,0.96661
0.77012,0.98748
0.52658,0.98164
0.66129,0.98581
0.69228,0.98748
0.39775,0.97746
0.42046,0.9783
0.44257,0.97997
0.2116,0.96912
0.30724,0.97496
0.39096,0.97412
0.3034,0.97579
0.69271,0.9808
0.23323,0.96912
0.37308,0.97496
0.56861,0.98831
0.4064,0.9783
0.26555,0.97162
0.17972,0.96745
0.10215,0.96411
0.68062,0.98831
0.24187,0.96912
0.4342,0.9783
0.5823,0.98497
0.46106,0.97746
0.56304,0.98497
0.61964,0.98581
0.6565,0.98664
0.33137,0.97329
0.19678,0.96745
0.24704,0.96995
0.45114,0.97579
0.50738,0.98331
0.28645,0.97245
0.37449,0.97412
0.47946,0.98164
0.21661,0.96828
0.5072,0.97997
0.5883,0.98247
0.47288,0.9808
0.45966,0.97913
0.24466,0.97078
0.65414,0.98247
0.7576,0.98664
0.43948,0.97746
0.70161,0.99165
0.6305,0.98497
0.45246,0.97746
0.40827,0.97663
0.57462,0.98497
0.36148,0.97496
0.58931,0.98164
0.49588,0.97746
0.43047,0.97579
0.44463,0.97997
0.69998,0.98331
0.5805,0.98414
0.54373,0.98164
0.20054,0.96828
0.53013,0.98247
0.42995,0.97746
0.33882,0.97579
0.35281,0.97329
0.34635,0.97579
0.23749,0.96995
0.3341,0.97663
0.29955,0.97245
0.22115,0.96828
0.30972,0.97329
0.21486,0.96912
0.21335,0.96828
0.15711,0.96661
0.50155,0.9808
0.3556,0.97245
0.43606,0.9783
0.26528,0.97162
0.48822,0.98331
0.22133,0.96828
0.44566,0.97579
0.37018,0.97579
0.74835,0.99082
0.4651,0.98414
0.56164,0.98414
0.40557,0.9783
0.49919,0.97997
0.36897,0.97412
0.29152,0.97412
0.63197,0.98497
0.26523,0.96995
0.19388,0.96828
0.39504,0.97496
0.74766,0.98664
0.61123,0.98915
0.70967,0.99499
0.12406,0.96327
0.43769,0.9783
0.52384,0.98414
0.50109,0.97913
0.3563,0.97579
0.1777,0.96578
0.14793,0.96578
0.30807,0.97245
0.16802,0.96578
0.71862,0.98164
0.34877,0.97496
0.41591,0.97913
0.607,0.9808
0.47816,0.97913
0.55618,0.98247
0.39692,0.97579
0.57114,0.98748
0.48438,0.9783
0.66365,0.98497
0.6832,0.98664
0.54986,0.98247
0.5737,0.97997
0.45112,0.97579
0.39305,0.97496
0.7304,0.98664
0.16228,0.96578
0.44102,0.97913
0.44676,0.97579
0.51212,0.98414
0.73928,0.98998
0.67232,0.98831
0.54837,0.98331
0.60376,0.98331
0.25137,0.96912
0.77834,0.98664
0.71072,0.99416
0.23221,0.97162
0.53127,0.97913
0.42329,0.97496
0.694,0.98831
0.46607,0.98331
0.14924,0.96411
0.77489,0.98998
0.37641,0.97496
0.6288,0.98581
0.23584,0.96828
0.45805,0.97913
0.58038,0.98331
0.36349,0.97913
0.15606,0.96661
0.45661,0.97913
0.34317,0.97412
0.55503,0.98247
0.6222,0.98497
0.14053,0.96494
0.52281,0.98247
0.27011,0.97078
0.72157,0.99082
0.79571,0.98748
0.35206,0.97412
0.69259,0.98998
0.24901,0.97245
0.48092,0.9808
0.57577,0.98331
0.62988,0.98331
0.58928,0.98497
0.20546,0.96828
0.86822,0.98998
0.18121,0.97078
0.39632,0.9783
0.43936,0.9783
0.43375,0.97913
0.32945,0.97412
0.49338,0.98164
0.71927,0.98247
0.87659,0.99082
0.2583,0.97078
0.44807,0.9808
0.31156,0.97412
0.24046,0.96995
0.26879,0.97078
0.30139,0.97245
0.62786,0.98748
0.45647,0.98247
0.34101,0.97329
0.40601,0.97412
0.4425,0.97913
0.64562,0.98581
0.64707,0.98581
0.23935,0.96995
0.41123,0.9783
0.58174,0.98414
0.31174,0.97329
0.66568,0.98998
0.35021,0.97329
0.48879,0.98164
0.70325,0.98831
0.27013,0.97078
0.49218,0.97913
0.28046,0.97245
0.27706,0.97162
0.13763,0.96494
0.10309,0.96244
0.69025,0.98497
0.352,0.97329
0.45551,0.97746
0.32013,0.97496
0.21733,0.96912
0.53166,0.98247
0.29447,0.97245
0.29013,0.97329
0.32909,0.97412
0.28649,0.97162
0.54034,0.98164
0.66623,0.98748
0.71501,0.99165
0.34395,0.97663
0.44342,0.9783
0.37679,0.97663
0.20058,0.96661
0.69879,0.98497
0.70807,0.98664
0.19251,0.96745
0.081544,0.96327
0.61198,0.98497
0.69744,0.98664
0.43695,0.97997
0.14365,0.96494
0.070132,0.9616
0.56504,0.98497
0.11225,0.96327
0.55036,0.98748
0.26848,0.97162
0.41752,0.98164
0.2306,0.96912
0.22661,0.96828
0.57594,0.98414
0.43494,0.97997
0.70764,0.98998
0.25558,0.96995
0.68597,0.98664
0.23225,0.96828
0.44569,0.9783
0.43987,0.97913
0.15167,0.96494
0.43738,0.97579
0.17391,0.96745
0.32375,0.97496
0.66414,0.99499
0.69579,0.98247
0.35379,0.97245
0.18088,0.96661
0.48618,0.98164
0.1033,0.96244
0.56436,0.98915
0.40681,0.97663
0.32496,0.97412
0.73444,0.98915
0.38535,0.97329
0.51643,0.97746
0.39656,0.97746
0.70705,0.98748
0.63414,0.98497
0.28521,0.97329
0.38991,0.9783
0.3668,0.9783
0.67474,0.98331
0.33018,0.97329
0.25498,0.97245
0.58121,0.97663
0.52985,0.98748
0.14277,0.96578
0.3031,0.97078
0.3119,0.97329
0.23962,0.97078
0.45308,0.97913
0.47995,0.97997
0.58676,0.9808
0.57682,0.98915
0.60505,0.98581
0.4678,0.97496
0.5675,0.9808
0.35442,0.97579
0.39609,0.97496
0.68662,0.98331
0.40869,0.98331
0.23942,0.96912
0.65592,0.98664
0.57836,0.98414
0.38697,0.97412
0.76696,0.98581
0.74361,0.98831
0.68405,0.98748
0.449,0.97746
0.53406,0.9808
0.64058,0.98664
0.88526,0.98998
0.49909,0.97913
0.38315,0.97663
0.41813,0.97663
0.35615,0.97412
0.18831,0.96828
0.55797,0.9783
0.49232,0.97746
0.27862,0.97245
0.2817,0.97496
0.69232,0.98497
0.27223,0.97078
0.64015,0.98581
0.23592,0.96912
0.28396,0.97162
0.30652,0.97245
0.48375,0.98331
0.37494,0.97412
0.13739,0.96411
0.29605,0.97162
0.39378,0.97579
0.72857,0.98331
0.56477,0.98581
0.32862,0.97746
0.095845,0.96244
0.72094,0.98497
0.49237,0.9808
0.84494,0.98664
0.38731,0.97496
0.62617,0.98497
0.66322,0.98581
0.72171,0.98664
0.58448,0.98164
0.30912,0.97245
0.74169,0.99165
0.35723,0.97663
0.077434,0.9616
0.35694,0.97663
0.60283,0.98331
0.48017,0.9783
0.44339,0.97997
0.51401,0.98497
0.65878,0.98581
0.21604,0.96828
0.27605,0.97078
0.053024,0.96077
0.22116,0.96745
0.42237,0.97663
0.55173,0.98164
0.46799,0.97997
0.27287,0.97412
0.67748,0.98331
0.70904,0.98581
0.82445,0.98497
0.70482,0.99082
0.39904,0.9783
0.43445,0.97997
0.41225,0.97663
0.23535,0.97329
0.57079,0.98748
0.26144,0.97078
0.43336,0.97913
0.44236,0.97579
0.50556,0.98414
0.63731,0.98247
0.51367,0.97997
0.45498,0.98497
0.11073,0.96327
0.53234,0.9783
0.74109,0.98998
0.31528,0.97329
0.52086,0.98247
0.245,0.97078
0.49556,0.9808
0.47756,0.97913
0.36583,0.97412
0.46861,0.97913
0.36038,0.97329
0.32061,0.97329
0.75192,0.98915
0.396,0.97913
0.13243,0.96494
0.63025,0.98915
0.25243,0.97245
0.60464,0.97913
0.36692,0.97579
0.35693,0.97579
0.30352,0.97329
0.23162,0.97078
0.42394,0.97913
0.6408,0.98748
0.26012,0.96995
0.64755,0.98497
0.30721,0.97162
0.55397,0.9808
0.25539,0.97078
0.60101,0.98664
0.74718,0.98414
0.067458,0.9616
0.62394,0.98581
0.508,0.9783
0.34179,0.97746
0.63768,0.98331
0.35273,0.97412
0.62545,0.9808
0.67038,0.99165
0.74298,0.98998
0.21611,0.97078
0.25396,0.96995
0.060824,0.96077
0.24065,0.96995
0.27278,0.97329
0.65729,0.98581
0.7807,0.99165
0.463,0.97746
0.38513,0.97496
0.50393,0.97913
0.22225,0.96828
0.10506,0.96327
0.34571,0.97162
0.57049,0.97997
0.19777,0.96745
0.3644,0.97496
0.61968,0.97997
0.64315,0.98497
0.29701,0.97496
0.40952,0.97663
0.36261,0.97663
0.38849,0.9783
0.33013,0.97245
0.5327,0.97913
0.50953,0.97663
0.78541,0.98915
0.34334,0.97329
0.38056,0.97579
0.34236,0.9783
0.71758,0.98581
0.32382,0.97162
0.36215,0.97663
0.39708,0.97496
0.29585,0.97245
0.57963,0.98247
0.42977,0.97746
0.69279,0.98915
0.31067,0.97329
0.14702,0.96411
0.3094,0.97245
0.3665,0.97245
0.59112,0.98164
0.2027,0.96578
0.30059,0.97245
0.14801,0.96494
0.37046,0.97496
0.27015,0.97078
0.60455,0.9808
0.68741,0.9808
0.66312,0.98664
0.70291,0.99082
0.45971,0.98247
0.75556,0.98581
0.27699,0.97162
0.84693,0.99082
0.074626,0.9616
0.53656,0.98247
0.63983,0.98831
0.069694,0.9616
0.40564,0.97663
0.18891,0.96661
0.14646,0.96661
0.29194,0.97162
0.11838,0.96327
0.43312,0.97913
0.69891,0.98831
0.57268,0.98331
0.68946,0.98414
0.23883,0.96995
0.42499,0.97579
0.57294,0.98497
0.31812,0.97412
0.13324,0.96578
0.35565,0.97329
0.10418,0.96411
0.352,0.97329
0.52888,0.97997
0.28932,0.97162
0.63697,0.98414
0.54747,0.9783
0.66825,0.98414
0.22216,0.97078
0.47309,0.97913
0.25821,0.96995
0.44365,0.98247
0.44175,0.9783
0.55359,0.97913
0.68912,0.99165
0.44545,0.97997
0.19033,0.96661
0.26799,0.96995
0.1356,0.96494
0.26989,0.97078
0.12279,0.96494
0.49388,0.98164
0.018242,0.9591
0.26131,0.97245
0.58687,0.98664
0.66634,0.98414
0.26494,0.97496
0.54468,0.9783
0.24219,0.97078
0.46454,0.97746
0.6956,0.98831
0.58715,0.98331
0.371,0.97329
0.46155,0.9808
0.29829,0.97329
0.51663,0.9808
0.39262,0.97663
0.37389,0.97412
0.4163,0.98331
0.40997,0.97913
0.48326,0.9783
0.47361,0.97997
0.57652,0.97913
0.35985,0.97412
0.43018,0.9783
0.52397,0.98247
0.59165,0.9808
0.18097,0.96661
0.76804,0.98331
0.19609,0.96828
0.51526,0.97746
0.47885,0.9808
0.24669,0.97078
0.43574,0.98164
0.15617,0.96745
0.59609,0.98331
0.55607,0.9808
0.5828,0.98497
0.082296,0.96244
0.3915,0.97663
0.56476,0.98247
0.53733,0.98164
0.43749,0.97329
0.3144,0.97412
0.13371,0.96494
0.42698,0.97663
0.47405,0.97746
0.50797,0.97913
0.67026,0.98748
0.39833,0.97746
0.63225,0.98664
0.37545,0.97746
0.30588,0.97245
0.45255,0.97997
0.15743,0.96661
0.33643,0.97412
0.57933,0.98497
0.75932,0.99249
0.79332,0.98581
0.70497,0.98915
0.56398,0.98414
0.27617,0.97496
0.47836,0.97913
0.37898,0.97496
0.41403,0.9783
0.24301,0.97078
0.45194,0.97663
0.57536,0.9808
0.3272,0.97329
0.24859,0.96995
0.483,0.98247
0.54007,0.98331
0.25044,0.97078
0.54519,0.98497
0.58978,0.98497
0.59067,0.9808
0.46223,0.98247
0.14066,0.96578
0.65187,0.98414
0.60901,0.98414
0.31406,0.97329
0.11268,0.96327
0.31659,0.97162
0.23194,0.96828
0.49831,0.97663
0.036968,0.95993
0.6773,0.98748
0.35708,0.97412
0.38986,0.97746
0.64296,0.98664
0.48855,0.97746
0.44939,0.97913
0.44752,0.9808
0.34862,0.97496
0.18167,0.96828
0.48851,0.97997
0.41756,0.97663
0.71254,0.98664
0.4164,0.97496
0.3761,0.97412
0.66665,0.98497
0.79502,0.98831
0.41199,0.97579
0.53366,0.98331
0.47492,0.97579
0.30412,0.97245
0.28756,0.97162
0.63134,0.98331
0.53159,0.98164
0.53017,0.98164
0.38878,0.97663
0.5048,0.98497
0.13413,0.96411
0.47465,0.9783
0.65469,0.98915
0.56673,0.97913
0.22468,0.96995
0.39109,0.97663
0.28699,0.97162
0.48472,0.97997
0.58264,0.98164
0.49556,0.9783
0.60372,0.98664
0.49871,0.9783
0.82125,0.98998
0.43306,0.97746
0.35584,0.97663
0.40686,0.9808
0.61869,0.98414
0.65322,0.9783
0.57066,0.9808
0.41058,0.97579
0.58664,0.98164
0.20703,0.96661
0.3409,0.97496
0.30829,0.97412
0.29547,0.97329
0.41815,0.97663
0.38798,0.97746
0.59001,0.98414
0.60903,0.98664
0.16283,0.96661
0.31127,0.96995
0.14845,0.96494
0.23861,0.96912
0.27764,0.96995
0.38083,0.97913
0.77717,0.98998
0.17006,0.96745
0.43089,0.97913
0.41213,0.97579
0.6185,0.98414
0.65092,0.98748
0.81798,0.99165
0.20627,0.96912
0.55323,0.98748
0.35859,0.97663
0.25173,0.97078
0.29557,0.97329
0.4421,0.98247
0.61871,0.98497
0.18875,0.96828
0.13412,0.96494
0.50264,0.9783
0.52567,0.98414
0.60066,0.98247
0.42963,0.97579
0.57483,0.98247
0.27782,0.97162
0.51978,0.9808
0.49048,0.97997
0.46607,0.98581
0.30152,0.97078
0.10655,0.96327
0.2607,0.96828
0.54428,0.97997
0.36935,0.97412
0.63992,0.98497
0.30394,0.97162
0.25327,0.97245
0.33564,0.97162
0.65097,0.98247
0.59664,0.98164
0.12604,0.96411
0.37668,0.97245
0.54041,0.98581
0.76016,0.98998
0.44484,0.97997
0.50903,0.9808
0.62043,0.98331
0.4496,0.97746
0.37634,0.97746
0.64506,0.98497
0.092737,0.96244
0.79925,0.99499
0.3004,0.97162
0.42776,0.97579
0.697,0.98497
0.47125,0.98164
0.29284,0.97245
0.68928,0.98664
0.27204,0.97078
0.59797,0.98164
0.79107,0.98664
0.51141,0.9808
0.32351,0.97245
0.64517,0.98664
0.55181,0.98331
0.30772,0.97162
0.38695,0.97579
0.78583,0.98748
0.49573,0.9808
0.54899,0.97997
0.7045,0.98748
0.29254,0.97162
0.29478,0.97078
0.32729,0.97329
0.20059,0.96745
0.55632,0.98331
0.28601,0.97162
0.66271,0.98748
0.27451,0.97078
0.34522,0.97162
0.40893,0.97663
0.23404,0.96912
0.70472,0.98331
0.48375,0.97913
0.20487,0.96912
0.15029,0.96661
0.16462,0.96661
0.6272,0.98331
0.55163,0.98164
0.42612,0.97663
0.49768,0.98247
0.47164,0.97746
0.53614,0.98414
0.30516,0.97162
0.22104,0.96995
0.61664,0.98414
0.019746,0.9591
0.25551,0.96995
0.39621,0.9783
0.26175,0.97162
0.44285,0.97913
0.45926,0.9783
0.67837,0.98581
0.20196,0.96912
0.53592,0.97913
0.66846,0.98664
0.26258,0.97162
0.10242,0.96244
0.41753,0.9783
0.45323,0.97663
0.33024,0.97496
0.57701,0.98247
0.49036,0.97997
0.343,0.97496
0.67655,0.98331
0.16477,0.96494
0.34215,0.97329
0.34004,0.97496
0.54395,0.9783
0.42172,0.9783
0.45613,0.97997
0.27987,0.97329
0.58621,0.98247
0.23831,0.96828
0.40994,0.97579
0.36166,0.97412
0.2925,0.97162
0.23204,0.96912
0.4875,0.9808
0.45455,0.97997
0.51865,0.98247
0.69302,0.98664
0.090759,0.96244
0.28727,0.97162
0.65634,0.98748
0.14739,0.96411
0.096672,0.96327
0.55894,0.97913
0.35647,0.97746
0.39033,0.97746
0.77037,0.99082
0.57548,0.98164
0.33402,0.97245
0.66532,0.98497
0.55636,0.97997
0.5357,0.98581
0.36461,0.97496
0.52944,0.97997
0.23627,0.97078
0.41312,0.97496
0.33441,0.97412
0.68054,0.98831
0.27067,0.97412
0.5966,0.98331
0.32735,0.97412
0.4162,0.97746
0.2472,0.97078
0.35381,0.97579
0.14902,0.96494
0.18399,0.96661
0.37564,0.97412
0.22831,0.96828
0.62251,0.98164
0.38794,0.97997
0.4377,0.97746
0.35068,0.97663
0.18678,0.96745
0.56351,0.98164
0.54953,0.98331
0.16501,0.96578
0.18677,0.96745
0.24992,0.96995
0.10528,0.96327
0.44273,0.97997
0.26477,0.97078
0.16828,0.96828
0.71267,0.99082
0.24174,0.97078
0.53024,0.98331
0.26966,0.97162
0.60861,0.98497
0.68052,0.98664
0.41258,0.97997
0.68181,0.98497
0.4161,0.97913
0.34393,0.97329
0.11584,0.96327
